Timestamp start: 1747126903519
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      198.9    90.4    54.7   106.9   115.6   174.9   216.0   244.5   266.0   290.3   318.0   355.9   434.8   614.9  2468.2 129729.7   130000  1747127071879  1747127077053
read      202.3    90.7    59.1   108.6   117.5   178.4   219.5   247.6   268.6   292.9   321.5   363.5   457.5   666.9  2302.2 135013.2   135000  1747127078556  1747127083724
read      202.0   107.1    63.8   109.2   118.2   178.4   218.3   245.4   266.2   290.1   318.3   358.7   445.1   727.2  3859.9 140247.3   140000  1747127085228  1747127090397
read      200.7    81.9    59.1   110.0   119.2   178.7   217.4   244.1   264.8   288.6   316.6   356.2   436.1   583.8  1095.4 145103.2   145000  1747127091901  1747127097070
read      202.1    88.6    63.8   111.1   120.7   180.2   218.0   243.7   263.7   287.5   316.1   356.4   437.9   632.8  2250.3 149966.4   150000  1747127098574  1747127103744
read      218.8   132.9    63.8   114.0   125.1   190.8   232.0   258.9   279.6   304.4   337.1   392.7   608.9  1257.8  3194.5 155258.6   155000  1747127105247  1747127110414
read      204.6    82.9    63.8   113.3   123.7   184.1   221.3   245.9   265.1   287.8   315.8   356.6   439.7   630.4  1327.0 160142.8   160000  1747127111917  1747127117086
read      205.9    99.0    59.1   113.8   124.6   185.8   222.7   246.3   264.6   286.6   313.9   354.2   436.2   654.1  3249.1 164953.7   165000  1747127118589  1747127123756
read      206.3    89.9    63.8   115.1   126.5   187.2   223.1   246.1   264.0   285.6   312.9   353.8   435.5   600.6  2469.5 169501.6   170000  1747127125258  1747127130430
read      208.5    82.7    63.8   117.9   129.4   191.1   226.3   248.5   265.8   286.4   312.8   351.8   432.2   577.9  1753.1 174813.2   175000  1747127131932  1747127137102
read      225.7   111.9    54.7   121.2   133.8   204.9   245.6   270.5   289.5   312.6   342.6   391.5   501.8   770.3  4121.6 180157.8   180000  1747127138605  1747127143774
read      216.2    85.0    68.9   122.5   135.3   200.6   234.8   256.6   272.7   292.6   317.7   357.8   442.0   596.6  1827.2 184930.5   185000  1747127145276  1747127150444
read      233.8    98.3    63.8   126.4   140.0   215.6   255.3   279.5   297.4   319.4   349.0   397.5   512.8   810.8  1909.6 190218.9   190000  1747127151947  1747127157114
read      226.4   103.9    63.8   126.3   139.6   210.0   246.2   268.3   284.9   304.8   331.3   372.7   468.7   788.6  4095.5 194754.6   195000  1747127158616  1747127163785
read      237.4    92.7    68.9   135.9   150.6   224.6   259.5   279.7   294.8   313.7   338.6   377.9   469.3   660.8  2651.7 200140.0   200000  1747127165287  1747127170456
read      252.5    93.6    54.7   139.9   155.9   239.8   279.3   301.6   317.6   337.4   363.3   403.3   500.5   687.5  1874.4 203480.1   205000  1747127171958  1747127177128
read      261.8    94.1    68.9   150.6   168.9   252.6   285.8   304.7   318.4   336.8   361.3   401.5   504.3   758.4  2420.7 209745.0   210000  1747127178630  1747127183800
read      260.5   102.8    74.4   145.1   162.7   248.2   285.4   306.9   322.4   342.8   370.2   416.2   519.7   744.9  3482.0 210132.4   215000  1747127185303  1747127190472
read      285.4    84.2    74.4   174.6   195.7   277.7   309.3   327.4   341.3   359.0   382.1   421.5   509.1   676.8  1580.9 213437.5   220000  1747127191975  1747127197143
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 55.81%,0.50%,100.00%
Timestamp end: 1747127198921
