Timestamp start: 1747126570784
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      199.1    94.1    59.1   106.5   115.3   175.0   215.3   243.6   265.3   289.6   317.2   356.8   442.4   723.0  2654.9 129698.3   130000  1747126739151  1747126744322
read      202.2   101.9    63.8   108.6   117.4   177.8   219.2   247.8   269.0   293.1   321.0   362.4   448.1   621.6  3627.5 135103.8   135000  1747126745825  1747126750994
read      207.4   100.5    59.1   109.7   118.9   181.3   224.5   253.9   276.0   301.9   333.0   378.3   488.8   678.8  1285.9 139861.3   140000  1747126752497  1747126757666
read      202.2    98.2    59.1   110.1   119.5   179.8   218.0   244.4   264.9   289.1   317.7   358.7   441.8   620.4  3252.2 144604.2   145000  1747126759170  1747126764339
read      212.4   105.6    63.8   112.8   123.2   186.9   229.5   257.7   279.1   304.3   335.8   382.9   493.7   753.9  2037.1 149967.8   150000  1747126765843  1747126771010
read      206.5    99.2    63.8   113.6   124.3   185.3   223.4   248.8   268.2   291.2   319.1   359.6   437.2   566.7  4169.0 155307.4   155000  1747126772513  1747126777681
read      210.6    92.0    59.1   114.6   125.7   189.5   229.1   254.2   273.2   295.8   324.3   367.1   459.2   641.9  2582.6 159793.5   160000  1747126779184  1747126784355
read      209.6   101.7    63.8   115.2   126.6   189.2   226.9   250.9   269.3   291.3   318.7   361.1   451.0   653.6  4164.7 164840.5   165000  1747126785858  1747126791028
read      211.7    96.2    63.8   117.4   129.0   192.6   229.0   252.1   269.9   291.3   318.7   361.6   453.1   671.7  4136.0 169988.7   170000  1747126792530  1747126797699
read      224.0   117.7    63.8   121.6   134.6   204.1   242.4   266.2   284.0   305.7   334.4   380.6   498.7   901.4  3744.8 175085.0   175000  1747126799202  1747126804371
read      239.8   137.3    68.9   124.9   138.5   213.5   256.1   283.4   304.6   331.3   368.3   432.3   601.7  1122.5  3452.9 179275.0   180000  1747126805875  1747126811046
read      253.6   119.4    63.8   126.6   141.2   228.9   279.0   309.0   331.2   358.3   394.3   454.7   610.3   995.8  2726.8 183047.8   185000  1747126812550  1747126817719
read      230.4    96.9    68.9   129.8   143.8   216.4   251.8   272.6   288.6   307.7   333.0   372.3   465.0   695.9  2892.5 189563.2   190000  1747126819222  1747126824391
read      244.2    92.6    63.8   136.8   152.0   230.6   268.0   289.8   306.1   325.4   351.7   395.1   492.0   674.4  2292.8 194747.8   195000  1747126825894  1747126831064
read      250.0    95.4    63.8   138.9   155.1   238.2   275.1   296.3   312.5   331.8   357.7   399.0   493.9   660.7  2104.2 199588.5   200000  1747126832567  1747126837737
read      263.2    92.0    68.9   152.8   171.3   254.0   287.6   306.9   320.4   339.0   363.5   402.1   499.7   712.4  1952.8 204956.1   205000  1747126839240  1747126844411
read      275.8   103.1    68.9   160.8   179.9   266.4   300.3   319.3   334.6   352.2   375.8   418.0   523.7   849.2  3208.4 206382.5   210000  1747126845914  1747126851084
read      289.1   106.5    68.9   159.9   179.3   273.4   314.8   339.3   358.3   381.6   414.6   470.2   608.5   899.7  1860.5 204183.4   215000  1747126852587  1747126857757
read      300.1    90.4    63.8   183.6   207.8   291.5   322.2   340.9   355.1   372.1   397.2   438.0   552.9   852.7  2100.0 210742.4   220000  1747126859260  1747126864429
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 56.53%,0.50%,100.00%
Timestamp end: 1747126866180
