Timestamp start: 1747127286249
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      198.6    92.4    63.8   101.7   115.5   198.5   217.7   229.3   237.0   248.3   262.1   283.9   342.8   936.1  3118.5   4949.4     5000  1747127287755  1747127292962
read      213.8    91.1    59.1   111.9   136.7   211.3   231.9   244.5   253.4   265.3   279.4   301.8   368.1   923.1  3073.6   9974.8    10000  1747127294465  1747127299660
read      217.6    74.7    63.8   119.4   141.8   215.4   237.6   250.7   260.5   271.9   287.2   309.9   367.6   880.0  2424.4  14976.2    15000  1747127301163  1747127306332
read      215.7    74.3    59.1   116.2   133.6   213.9   237.5   251.4   261.7   273.3   289.8   314.6   379.8   581.0  2005.4  20079.2    20000  1747127307835  1747127313003
read      218.0   112.3    63.8   115.3   131.1   215.4   240.8   254.7   266.1   278.4   294.4   319.2   399.1   811.5  2721.4  24967.0    25000  1747127314507  1747127319675
read      220.0    80.9    59.1   114.9   129.4   217.7   246.6   262.2   273.1   287.1   304.3   331.5   411.7   646.4  2102.7  29959.6    30000  1747127321179  1747127326345
read      222.5    80.4    63.8   114.1   127.7   221.0   253.6   270.9   283.1   296.0   313.8   340.4   411.8   533.2  1295.5  35071.4    35000  1747127327848  1747127333015
read      218.8    78.1    63.8   111.7   123.5   216.0   250.9   268.8   281.3   295.0   313.3   340.9   415.2   545.5  1527.9  39943.2    40000  1747127334518  1747127339687
read      217.3    93.2    59.1   110.6   121.7   213.2   250.6   269.1   281.9   295.9   314.1   341.4   414.7   535.0  3270.2  45118.4    45000  1747127341189  1747127346358
read      214.9    81.4    59.1   109.4   119.7   209.1   249.3   268.8   282.0   296.3   315.1   343.4   418.2   535.5  1575.9  50110.6    50000  1747127347861  1747127353028
read      216.2    87.1    59.1   109.3   119.0   207.8   252.1   273.1   287.2   302.6   320.6   350.2   424.3   544.2  1773.9  54810.8    55000  1747127354532  1747127359699
read      214.5    92.5    63.8   107.2   116.8   202.6   248.8   271.1   286.0   302.3   321.5   355.2   443.2   744.9  2360.4  59921.6    60000  1747127361202  1747127366368
read      213.4    90.9    59.1   107.5   116.8   199.5   249.8   273.4   288.6   305.2   324.6   356.9   436.9   580.6  1952.5  64939.2    65000  1747127367871  1747127373037
read      213.2   108.7    63.8   107.1   116.4   196.5   248.6   273.4   289.3   306.6   326.6   357.9   436.1   611.7  3507.4  69879.8    70000  1747127374540  1747127379706
read      209.8    88.0    59.1   105.9   115.0   192.3   245.0   271.1   287.5   305.2   326.0   358.0   431.8   563.1  1369.4  74951.7    75000  1747127381209  1747127386376
read      207.9    94.5    59.1   105.2   114.0   188.2   241.7   269.2   286.5   304.5   325.2   357.6   431.2   550.5  2024.1  80027.8    80000  1747127387880  1747127393050
read      205.9    92.8    59.1   104.6   113.3   184.8   237.9   266.0   283.9   302.8   324.2   357.4   440.1   548.5  2110.6  84753.8    85000  1747127394553  1747127399722
read      207.2    90.9    59.1   106.2   114.8   184.8   238.2   268.0   286.6   305.9   328.3   362.2   439.5   565.9  1270.6  89907.6    90000  1747127401225  1747127406393
read      208.3   101.7    59.1   105.9   114.6   183.4   235.8   266.4   286.6   308.1   333.3   370.3   463.3   661.6  2479.6  94872.4    95000  1747127407895  1747127413066
read      203.3   102.7    59.1   104.9   113.5   179.0   228.8   259.5   279.6   300.7   324.7   360.3   439.6   592.8  2472.3  99838.2   100000  1747127414569  1747127419738
read      203.0    92.5    63.8   104.9   113.4   177.6   227.4   259.0   280.6   303.0   327.6   363.2   445.8   606.2  1650.9 104949.8   105000  1747127421241  1747127426410
read      203.3    88.7    59.1   106.3   114.8   178.4   226.8   257.6   278.7   301.4   327.0   364.2   445.8   583.8  1295.8 110096.6   110000  1747127427913  1747127433082
read      202.8    95.3    63.8   106.5   115.1   177.3   223.6   254.3   276.4   300.2   326.4   363.3   445.8   617.6  2559.5 115272.2   115000  1747127434585  1747127439759
read      203.5   353.4    59.1   106.9   115.6   177.4   222.6   252.4   274.1   297.6   324.5   363.5   450.6   617.2  1962.0 119919.0   120000  1747127441262  1747127446430
read      202.0    93.3    59.1   108.0   116.6   177.4   220.9   250.8   272.6   296.5   323.3   361.9   440.2   596.8  1588.0 124898.0   125000  1747127447932  1747127453100
read      201.4    95.7    63.8   107.7   116.4   177.0   219.3   247.8   269.1   293.3   321.4   361.8   450.1   629.4  2617.1 130007.4   130000  1747127454603  1747127459770
read      199.7    88.9    54.7   107.6   116.4   176.0   217.3   245.3   266.4   290.5   318.1   358.4   438.6   578.9  2183.9 135110.5   135000  1747127461273  1747127466440
read      202.6   105.3    59.1   109.7   118.7   178.9   219.6   247.0   267.8   291.5   320.3   361.5   446.7   633.4  2770.5 140143.8   140000  1747127467944  1747127473115
read      200.3    98.8    63.8   109.8   118.7   177.5   216.2   242.9   263.6   287.7   316.4   356.0   434.5   590.4  2982.5 144554.4   145000  1747127474618  1747127479788
read      202.1    86.7    59.1   111.2   120.8   180.1   218.5   244.6   264.8   288.5   317.1   357.3   436.7   598.4  1593.1 149983.8   150000  1747127481291  1747127486458
read      201.4    82.1    63.8   111.8   121.5   180.5   217.5   242.4   262.0   285.1   313.5   353.9   433.3   576.5  1603.7 155102.2   155000  1747127487961  1747127493130
