Timestamp start: 1747239625595
Random waveform, random seed
Total number of intervals = 96 (136524, 46783, 141139, 86190, 54755, 78151, 52371, 83014, 59984, 102820, 81357, 42411, 163679, 33748, 166587, 87327, 99463, 8996, 154329, 43409, 132540, 114638, 70446, 60211, 66355, 77118, 21523, 164769, 145245, 147859, 152213, 171835, 79394, 121736, 11126, 75586, 162974, 88042, 30137, 31795, 68181, 147861, 19540, 73555, 165793, 34168, 52604, 140612, 164366, 30606, 32590, 128631, 50455, 78177, 132584, 164596, 50072, 111848, 90057, 127984, 29178, 11886, 74418, 143370, 138150, 78306, 41597, 127448, 112877, 54686, 141180, 75081, 79213, 56480, 10485, 140872, 152642, 31970, 34635, 18750, 111560, 146090, 6573, 19376, 125591, 51018, 95290, 53822, 141132, 144537, 147853, 48031, 121028, 15828, 163101, 114879)
Average QPS expected = 89289
Timestamp start: 1747239627101
Timestamp end: 1747240587333

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      205.5    97.7    59.1   103.7   113.0   186.2   235.9   262.7   279.3   297.0   319.1   352.7   423.0   694.5  2491.3  81387.1    81357
read      207.4    73.9    59.1   109.0   119.5   206.8   241.0   256.9   267.8   279.8   294.5   317.5   368.0   471.2  1686.0  42330.5    42411
read      210.0   100.0    54.7   112.9   125.4   193.7   228.8   250.0   266.1   285.6   311.6   352.0   441.6  1038.7  2538.1 163712.5   163679
read      209.6    77.8    59.1   114.1   126.4   211.3   239.3   252.8   262.4   272.5   286.7   307.6   355.4   513.7  1956.7  33776.8    33748
read      214.8   103.4    54.7   115.2   128.5   198.6   233.4   254.6   271.0   291.2   317.3   359.2   450.6  1108.1  3194.4 166453.6   166587
read      204.0    95.8    59.1   103.4   112.6   183.9   232.8   259.6   276.8   296.5   320.5   356.4   426.5   605.9  2552.6  87015.3    87327
read      203.0    95.7    54.7   103.4   112.7   181.4   227.6   254.7   273.4   295.2   321.6   361.7   437.0   667.8  2197.0  99413.8    99463
read      180.1   102.7    68.9   108.3   125.8   180.0   194.7   202.1   208.6   215.3   224.7   237.8   273.4   441.4  3493.3   8963.5     8996
read      207.4   104.7    54.7   111.1   122.7   189.9   225.6   247.3   264.4   285.6   313.2   355.0   441.5   843.2  3069.6 154084.7   154329
read      210.8    92.1    63.8   109.7   120.3   208.8   243.7   260.2   271.1   284.7   301.3   327.2   387.8   604.8  2510.4  43373.1    43409
read      204.7   101.3    59.1   107.0   117.4   183.5   222.6   246.9   265.9   289.2   318.4   362.2   458.3   958.6  2899.0 132660.1   132540
read      203.8    96.1    59.1   105.3   115.1   182.1   224.3   250.2   270.3   294.1   323.1   364.9   448.2   719.9  2257.6 114723.9   114638
read      209.4    99.1    59.1   105.6   115.1   193.1   241.1   265.7   282.6   301.6   323.9   357.0   422.7   607.3  3274.9  70525.9    70446
read      209.0    90.6    59.1   106.3   116.0   197.7   242.0   263.9   278.9   295.9   316.4   345.3   404.4   587.0  2819.6  60276.6    60211
read      209.7   102.2    63.8   105.6   115.1   195.1   241.1   265.0   281.6   300.0   321.7   354.2   420.3   698.2  2946.8  66243.0    66355
read      208.3    91.2    59.1   104.6   113.9   190.0   238.3   265.4   284.0   304.5   328.2   362.2   431.0   590.3  1842.9  77168.6    77118
read      200.6    59.1    68.9   115.1   128.9   202.9   223.4   233.3   241.1   250.3   262.7   281.6   324.2   479.9  1898.1  21516.3    21523
read      215.9   119.2    59.1   114.6   127.9   197.7   233.7   256.3   273.2   293.7   319.8   362.0   455.4  1454.9  3453.8 164869.6   164769
read      207.6   105.7    59.1   109.8   120.7   187.0   224.8   249.7   268.9   291.6   319.6   362.4   452.7  1015.1  2868.9 145173.2   145245
read      206.8   109.5    54.7   109.5   120.3   186.5   223.9   248.3   267.0   289.3   317.0   358.9   446.9  1050.6  3046.2 147822.5   147859
read      208.2   108.5    59.1   110.6   122.1   188.7   226.1   250.1   268.5   290.3   317.8   359.7   446.4   841.4  3267.8 152280.5   152213
read      222.6   119.7    59.1   118.7   132.5   205.6   242.6   265.1   281.7   301.9   328.7   370.9   469.5  1221.2  2973.9 171933.6   171835
read      208.5   101.5    59.1   104.1   113.5   187.6   238.6   269.0   288.0   308.1   331.3   364.0   429.5   579.5  2023.0  79559.2    79394
read      204.9   110.4    54.7   105.3   115.0   180.3   222.8   252.1   273.6   297.9   326.7   367.3   456.2   905.1  3418.6 121724.9   121736
read      188.0    62.3    63.8   112.8   129.3   188.3   203.3   212.5   218.2   227.0   236.1   254.1   295.3   502.6  2965.4  11123.6    11126
read      209.7    95.8    54.7   104.4   113.8   189.2   243.7   272.1   289.9   308.8   330.8   362.5   428.3   582.2  1807.1  75514.7    75586
read      213.6   109.6    59.1   113.6   126.3   195.0   232.3   255.4   272.8   293.8   320.2   362.6   452.0  1107.7  3410.7 163104.7   162974
read      209.3   100.8    54.7   103.9   113.3   185.0   239.7   270.2   289.7   310.5   334.7   369.4   441.8   628.2  2695.1  87848.8    88042
read      209.4    75.6    63.8   112.9   125.4   208.5   239.1   253.9   264.3   274.8   290.0   311.7   358.9   514.3  2452.5  30172.4    30137
read      210.0    97.9    59.1   111.7   124.1   208.7   240.2   255.0   265.3   275.6   290.5   311.9   358.8   530.1  4914.1  31697.4    31795
read      214.2   108.3    59.1   105.3   115.1   196.0   252.4   277.5   293.4   310.8   331.5   362.4   427.5   608.3  3820.2  68170.4    68181
read      207.8   106.2    54.7   109.7   120.6   187.5   227.0   251.6   270.3   292.6   319.9   362.8   445.3   791.1  2785.1 147656.0   147861
read      200.7    64.7    59.1   113.6   128.4   201.9   224.9   235.6   244.5   253.4   266.4   285.1   320.9   522.2  2089.3  19487.3    19540
read      213.4   108.4    59.1   104.5   114.0   194.8   250.7   276.6   293.3   311.4   333.3   365.7   433.2   688.3  3154.8  73526.7    73555
read      216.1   101.2    59.1   114.8   128.1   199.5   236.0   259.3   275.9   296.5   323.1   365.3   449.6   788.9  2971.0 165741.0   165793
read      216.0    85.1    63.8   112.4   124.6   219.4   249.7   264.5   274.0   286.2   299.7   320.7   372.3   542.0  2251.6  34056.1    34168
read      217.8   101.7    63.8   108.8   119.1   213.0   256.8   276.1   289.2   303.6   320.1   347.2   404.4   561.8  3671.9  52458.4    52604
read      208.7   105.4    63.8   109.0   119.7   187.3   227.9   253.6   273.0   295.9   324.4   367.3   456.1   931.0  2373.9 140310.5   140612
read      220.4   124.7    54.7   115.6   129.0   201.4   238.7   262.0   278.9   299.7   327.0   369.8   468.9  1458.5  4581.1 164432.6   164366
read      212.5    75.9    59.1   113.3   126.3   218.4   244.3   256.9   265.8   274.8   288.5   307.5   346.6   546.7  2098.1  30623.9    30606
read      213.5    73.3    59.1   113.1   126.1   219.6   246.7   259.7   268.4   277.9   291.1   311.0   353.6   476.4  1754.4  32533.7    32590
read      206.0   104.5    63.8   107.4   117.5   184.4   227.4   254.6   274.6   297.3   324.5   364.4   436.2   601.7  2945.7 128609.5   128631
read      217.0    93.4    59.1   109.4   120.0   216.7   256.3   273.4   285.2   297.4   313.9   338.5   392.4   531.0  3016.1  50415.1    50455
read      214.7    97.8    54.7   105.7   115.5   195.9   250.7   277.4   294.9   314.1   338.0   371.8   439.7   571.4  2563.4  78153.3    78177
read      211.1   105.9    59.1   109.6   120.2   189.3   230.9   257.6   277.4   301.0   330.6   373.3   460.3   862.4  3671.7 132632.1   132584
read      223.6   102.4    54.7   118.7   132.5   207.6   245.1   267.9   285.0   305.7   333.2   374.7   465.7   877.5  3235.0 164550.8   164596
read      221.3    92.4    59.1   109.5   119.8   218.1   261.8   281.7   294.8   309.9   328.0   357.0   415.9   533.6  2100.0  50122.3    50072
read      210.4   112.4    59.1   105.9   115.8   186.0   233.6   263.9   285.0   308.6   337.4   378.3   464.2   809.4  2476.7 111690.4   111848
read      214.8   110.4    59.1   104.9   114.5   190.5   245.3   275.3   295.5   317.4   344.6   384.5   466.4   808.7  3265.2  90044.9    90057
read      209.2    97.7    59.1   107.5   117.9   186.7   230.1   257.8   278.4   302.3   332.0   373.9   460.2   794.4  1825.8 127918.4   127984
read      217.6    96.2    59.1   113.5   126.2   221.9   249.7   263.8   272.9   284.5   297.0   318.3   368.6   554.5  2766.5  29198.5    29178
read      198.8    70.1    68.9   113.8   130.1   201.9   220.1   229.4   235.2   244.1   253.5   270.1   306.4   541.9  3008.4  11869.4    11886
read      217.9   107.6    59.1   105.6   115.2   197.9   254.5   281.9   299.8   319.0   343.7   379.3   458.0   735.8  3371.4  74540.7    74418
read      213.2   108.4    63.8   110.7   122.0   192.5   232.7   258.5   277.5   300.4   329.8   372.9   462.7  1020.1  3208.8 143217.6   143370
read      209.5   121.3    63.8   108.5   119.1   187.7   229.1   254.9   274.2   296.9   325.5   368.2   456.3   892.1  3692.9 138104.1   138150
read      212.6   116.2    59.1   104.6   114.2   194.0   247.8   273.2   289.6   307.4   328.8   362.3   432.5   798.2  4640.4  78163.1    78306
read      215.8    97.1    63.8   110.3   121.6   216.4   251.8   268.2   279.2   291.8   307.8   331.8   384.9   548.6  2574.6  41616.2    41597
read      204.4   106.2    59.1   104.2   114.1   181.5   224.9   252.2   272.4   295.5   323.9   366.1   454.4   872.4  2978.0 127598.5   127448
read      204.6    98.4    54.7   102.9   112.4   181.2   228.2   257.5   278.1   301.5   329.4   369.9   454.1   654.5  1872.2 112875.6   112877
read      215.0    98.5    63.8   105.9   116.0   208.2   254.0   274.1   287.7   302.7   320.3   351.0   414.7   537.8  2369.0  54651.7    54686
read      207.1   107.5    59.1   106.6   117.3   185.3   225.9   251.4   270.8   293.7   321.4   365.0   458.5  1220.5  2984.0 141012.1   141180
read      210.7   102.3    59.1   103.5   112.9   193.2   247.3   272.8   289.3   307.2   328.6   361.4   428.0   587.8  3092.2  75014.5    75081
read      210.8    98.4    59.1   104.3   113.9   193.6   247.0   272.4   288.6   306.2   326.9   359.7   427.6   580.2  2493.1  79159.6    79213
read      217.3   107.4    59.1   105.4   115.6   209.9   257.0   277.6   291.3   306.6   324.6   355.1   422.4   726.8  3322.9  56543.3    56480
read      192.3    75.5    63.8   110.0   126.2   193.8   212.2   221.5   228.2   234.9   246.2   262.5   297.2   542.4  3082.5  10500.2    10485
read      213.6   119.0    54.7   108.5   119.5   189.3   230.1   255.9   275.4   299.2   329.8   375.8   535.1  1328.0  3412.3 140883.7   140872
read      212.0   121.4    59.1   110.4   122.2   192.4   230.9   254.9   273.2   295.1   322.9   366.7   457.9  1056.1  3063.1 152841.0   152642
read      215.3    74.1    63.8   111.2   123.4   219.9   248.8   263.3   272.8   284.8   298.1   320.0   372.3   522.5  1781.3  31994.8    31970
read      215.0    92.8    59.1   111.6   123.8   217.3   247.2   261.7   271.2   282.9   296.4   318.8   374.5   832.1  2875.6  34585.7    34635
read      201.0    89.1    63.8   112.4   127.1   201.5   224.5   235.5   244.5   253.6   267.2   287.3   331.5   541.4  4146.1  18771.2    18750
read      205.6    91.9    59.1   103.8   113.5   182.8   230.4   259.8   280.3   303.0   330.1   368.9   447.6   642.8  1619.4 111489.8   111560
read      214.3   125.9    59.1   110.8   122.4   192.3   231.8   256.9   275.5   298.1   327.4   371.1   471.5  1477.9  3456.6 146046.9   146090
read      179.5   108.6    63.8   102.8   118.3   176.9   194.4   203.1   210.0   216.9   227.3   242.1   281.5   786.6  6514.7   6585.5     6573
read      199.2    63.8    59.1   114.2   129.8   201.6   222.8   232.8   240.3   249.1   260.0   275.2   314.3   533.6  1899.8  19357.9    19376
read      202.4    91.5    59.1   105.1   114.9   181.7   224.9   252.3   272.1   294.3   319.6   357.1   428.1   570.7  1833.4 125530.3   125591
read      212.5    82.7    59.1   108.8   119.4   212.3   251.4   267.8   278.4   290.7   305.7   327.4   375.0   529.5  1613.9  51125.4    51018
read      205.5    96.6    59.1   103.9   113.3   185.8   236.9   265.3   283.0   301.4   321.7   353.8   416.5   532.2  2041.9  95070.5    95290
read      212.5    95.8    59.1   108.4   118.9   210.9   251.6   268.4   279.5   291.9   307.6   330.3   378.7   491.9  2448.5  53851.7    53822
read      204.8    98.6    59.1   108.5   119.0   185.5   225.3   250.5   269.4   291.6   318.1   357.6   432.0   582.3  1827.9 141137.0   141132
read      206.4    94.3    59.1   109.2   119.8   187.0   226.5   251.2   270.0   292.0   318.9   360.0   437.8   656.0  2304.9 144450.1   144537
read      207.2    91.0    59.1   110.3   121.2   188.6   227.3   251.5   270.2   292.3   319.3   360.5   436.4   607.6  1972.5 147970.7   147853
read      213.1    84.3    59.1   109.9   120.9   214.6   251.3   267.0   277.1   289.2   303.4   323.8   370.4   476.6  2319.4  48085.1    48031
read      202.2    98.5    59.1   104.7   114.3   180.9   225.3   253.2   273.2   295.3   320.1   356.9   426.2   553.2  2127.9 121086.8   121028
read      195.6    70.0    63.8   113.0   129.9   197.2   216.8   226.8   233.2   241.6   251.7   268.4   302.9   537.6  2741.3  15870.6    15828
read      210.7    90.3    59.1   113.5   126.0   194.3   230.6   253.1   270.3   290.9   317.0   357.6   436.8   652.5  2252.4 163129.3   163101
read      202.3    90.1    59.1   104.4   113.8   180.8   226.8   255.6   275.6   297.1   320.9   357.0   425.1   538.5  1626.2 114915.1   114879

Total QPS = 89267.1 (85696456 / 960.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 21167025373 bytes :   21.0 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.86%,33.67%,100.00%
Timestamp end: 1747240589008
