Timestamp start: 1747339724160
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      189.5    82.2    59.1   102.7   112.3   171.6   206.9   229.9   247.6   268.3   292.8   327.4   399.3   562.8  1929.8 145019.9   145000  1747339912961  1747339918147
read      194.9    90.5    59.1   104.9   115.1   176.5   212.5   234.8   252.7   273.0   297.6   335.8   428.8   703.7  1850.0 150115.5   150000  1747339919650  1747339924834
read      192.1    98.8    59.1   104.7   114.6   174.6   209.0   230.5   247.3   267.4   292.4   328.8   406.2   597.7  3752.0 154968.4   155000  1747339926337  1747339931522
read      191.0   100.7    59.1   105.3   115.2   173.5   206.5   227.5   243.5   263.2   288.1   325.5   416.4   664.4  2379.8 159870.5   160000  1747339933024  1747339938208
read      193.2    79.3    59.1   107.0   117.6   177.5   210.1   230.5   246.4   265.9   290.6   327.5   405.5   590.6  1381.6 164982.4   165000  1747339939711  1747339944894
read      201.6    90.1    59.1   110.3   121.6   185.9   219.4   239.6   255.4   274.4   299.3   339.5   434.8   669.9  1840.0 169922.2   170000  1747339946396  1747339951580
read      195.3    75.0    59.1   109.4   120.3   181.3   212.7   231.8   246.8   265.2   288.8   324.6   404.2   593.6  1364.5 175086.6   175000  1747339953083  1747339958267
read      197.7    98.3    59.1   110.0   121.1   182.5   213.9   232.6   247.6   265.8   289.4   326.2   417.5   804.2  3308.8 179774.9   180000  1747339959769  1747339964951
read      217.9    98.1    59.1   120.7   135.1   205.3   237.6   257.4   271.9   290.0   313.9   352.6   447.4   661.3  2688.4 185637.6   185000  1747339966454  1747339971638
read      213.6    98.3    50.7   119.3   133.0   199.4   230.2   248.8   263.1   280.3   304.3   344.6   466.5   938.4  4095.0 189784.5   190000  1747339973140  1747339978325
read      219.2   100.9    63.8   121.6   136.1   204.1   235.4   255.2   270.5   289.5   315.4   361.7   491.9   844.0  1800.4 194946.8   195000  1747339979828  1747339985014
read      221.9    87.3    59.1   124.5   139.7   210.2   241.8   260.9   274.4   292.4   315.8   355.1   450.7   696.9  2836.5 200098.7   200000  1747339986517  1747339991701
read      220.5    82.7    63.8   126.9   141.7   210.0   238.5   255.5   268.8   284.8   306.6   344.2   457.8   761.0  1911.8 204801.7   205000  1747339993204  1747339998389
read      232.4   118.6    63.8   126.4   141.5   212.4   246.1   268.0   285.7   309.2   343.3   404.2   545.6   904.2  4202.3 205821.7   210000  1747339999891  1747340005075
read      277.9   106.0    63.8   163.8   185.0   268.3   301.2   319.8   335.0   352.5   376.4   418.8   526.9   793.1  4304.1 212010.1   215000  1747340006577  1747340011761
read      263.7    89.3    59.1   153.5   172.9   253.9   287.2   306.3   319.8   338.2   362.4   401.3   507.6   824.5  2380.7 217581.9   220000  1747340013265  1747340018448
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 78.24%,22.50%,100.00%
Timestamp end: 1747340019553
