Timestamp start: 1747124156218
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      242.7   119.1    63.8   111.3   123.3   218.8   269.7   302.0   328.0   358.6   396.5   451.6   579.0   900.3  2787.4  95047.6    95000  1747124277883  1747124283054
read      255.4   131.3    68.9   112.7   126.0   227.0   282.5   318.6   345.8   378.4   420.9   484.4   678.6  1028.0  1551.1 100185.1   100000  1747124284557  1747124289726
read      256.7   142.4    63.8   113.7   127.5   227.9   282.7   317.9   345.1   376.6   418.2   482.8   685.3  1113.6  3309.8 105195.5   105000  1747124291229  1747124296397
read      291.6   164.4    68.9   119.9   136.7   253.6   320.7   362.7   393.8   431.6   483.7   582.0   859.5  1325.6  2528.2 109977.5   110000  1747124297901  1747124303068
read      314.7   192.3    68.9   124.0   141.9   271.4   346.6   390.3   423.3   465.2   531.3   656.8   936.8  1473.2  2913.5 114858.4   115000  1747124304572  1747124309742
read      327.1   188.1    68.9   129.9   149.7   287.4   362.6   406.0   440.7   484.3   548.0   663.5   934.2  1399.0  4525.4 119618.8   120000  1747124311246  1747124316415
read      336.9   185.6    68.9   134.3   155.9   299.7   372.1   415.6   450.1   496.2   566.4   680.9   933.2  1380.4  3404.9 124623.1   125000  1747124317918  1747124323088
read      338.1   175.5    63.8   138.3   160.7   303.5   373.5   417.6   452.9   499.5   566.4   665.9   891.8  1341.1  2458.1 129934.8   130000  1747124324592  1747124329761
read      425.2   201.5    74.4   194.5   229.3   385.2   468.2   522.7   563.2   610.1   668.8   762.4   992.1  1489.6  5604.9 133929.2   135000  1747124331264  1747124336432
read      413.8   192.6    74.4   191.7   225.5   373.9   462.0   514.2   550.4   591.8   642.1   726.0   954.2  1522.3  3652.5 139670.8   140000  1747124337936  1747124343104
read      511.0   217.9    93.8   283.1   314.2   442.8   566.1   642.6   684.8   729.0   784.5   875.6  1143.6  1614.4  5367.2 125874.1   145000  1747124344608  1747124349777
read      481.8   201.8    93.8   264.2   295.2   425.9   539.3   604.7   643.7   683.2   731.9   810.8  1028.6  1470.5  5224.6 133807.1   150000  1747124351280  1747124356449
read      493.8   210.1    86.8   275.8   304.6   431.8   548.0   619.2   660.9   702.7   749.4   834.3  1054.0  1547.7  5900.3 130824.0   155000  1747124357953  1747124363121
read      462.0   183.8    74.4   252.1   280.3   411.8   523.9   581.5   616.5   653.2   696.8   774.1   979.9  1369.3  4212.1 139644.8   160000  1747124364624  1747124369792
read      498.0   207.1    93.8   280.7   308.1   433.4   553.9   627.0   667.1   708.3   758.2   847.9  1077.0  1552.1  6098.2 129848.2   165000  1747124371296  1747124376467
read      478.0   204.9    74.4   259.6   289.2   422.5   537.9   600.8   638.2   677.6   726.6   805.6  1035.8  1463.1  6134.7 135002.9   170000  1747124377970  1747124383137
read      490.4   197.3    86.8   276.5   304.9   427.1   550.2   623.3   662.9   701.4   744.4   819.6  1024.2  1458.6  4788.2 131739.8   175000  1747124384640  1747124389808
read      468.9   180.9    93.8   268.1   296.5   407.4   525.0   599.3   638.0   674.2   715.3   774.9   928.3  1252.8  4174.7 137667.6   180000  1747124391311  1747124396483
read      466.1   194.3    63.8   262.2   291.7   403.1   525.2   597.6   635.5   670.6   709.2   763.9   919.3  1441.9  5122.2 138470.2   185000  1747124397987  1747124403154
read      461.4   206.0    68.9   244.9   278.8   404.6   515.3   581.0   620.6   660.3   703.7   768.2   966.4  1885.1  4479.8 139780.7   190000  1747124404658  1747124409827
read      458.8   177.3    86.8   270.9   297.8   392.4   511.0   598.9   636.8   669.4   703.5   745.3   847.1  1102.4  4621.8 140683.9   195000  1747124411331  1747124416501
read      450.9   173.2    74.4   259.9   286.2   388.6   509.5   583.9   620.3   654.5   688.4   738.7   862.8  1157.6  3809.7 143100.0   200000  1747124418004  1747124423171
read      459.0   169.0    93.8   266.2   294.2   398.4   510.6   591.4   629.6   665.8   703.9   752.7   861.1  1070.4  2717.4 140610.5   205000  1747124424674  1747124429843
read      449.4   176.9    74.4   252.6   280.4   395.3   511.0   574.9   610.3   644.2   681.9   734.8   853.4  1109.0  4545.9 143555.7   210000  1747124431346  1747124436515
read      461.8   174.1    80.4   264.2   292.4   397.2   527.3   602.4   637.2   669.4   704.5   751.2   871.0  1279.1  2872.8 139737.5   215000  1747124438019  1747124443188
read      424.4   160.5    86.8   239.0   264.9   372.0   493.4   548.8   578.0   607.4   637.3   682.0   777.8  1011.4  4225.0 151966.9   220000  1747124444691  1747124449861
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 56.25%,0.00%,100.00%
Timestamp end: 1747124451623
