Timestamp start: 1747123580022
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      210.7    96.0    63.8   104.9   121.1   212.5   232.0   243.2   251.2   261.4   273.6   296.0   368.3   958.5  3202.2   4999.8     5000  1747123581528  1747123586733
read      215.2    77.9    54.7   110.7   134.9   214.7   235.5   248.0   256.4   268.2   283.0   307.6   384.3   892.6  2995.6   9928.0    10000  1747123588236  1747123593432
read      228.6    81.1    63.8   118.3   141.7   228.1   251.6   265.3   274.5   287.3   302.4   328.1   404.0   839.7  2362.8  15028.0    15000  1747123594935  1747123600105
read      227.4    95.6    54.7   117.5   136.5   226.5   251.5   265.9   275.5   288.9   305.2   332.7   414.2   718.0  2921.9  19916.8    20000  1747123601608  1747123606775
read      227.1    90.5    59.1   115.8   131.7   227.2   254.3   269.5   280.6   294.0   311.9   340.4   417.6   582.7  2013.6  24925.2    25000  1747123608278  1747123613449
read      226.4    83.5    59.1   113.7   128.2   225.2   254.9   271.8   284.2   297.6   317.5   351.1   431.7   575.8  2175.2  29917.4    30000  1747123614953  1747123620125
read      229.7    83.8    59.1   113.0   126.3   228.6   262.3   280.3   293.2   309.3   330.3   365.6   437.5   548.7  1698.4  34960.6    35000  1747123621628  1747123626795
read      234.8   101.2    54.7   113.5   126.4   229.9   267.8   288.2   303.1   320.7   345.6   386.2   465.2   699.3  2730.8  39926.0    40000  1747123628298  1747123633467
read      233.7   104.6    63.8   112.1   124.1   227.0   267.7   289.4   305.7   325.2   351.3   394.1   472.5   626.5  3141.5  44757.8    45000  1747123634970  1747123640138
read      232.4   102.8    59.1   112.0   123.3   224.2   267.1   289.2   306.0   326.4   353.3   395.8   473.1   648.2  2800.4  50034.6    50000  1747123641641  1747123646811
read      228.3    94.9    59.1   110.8   121.8   218.9   263.0   285.1   301.3   321.1   348.7   392.3   473.6   621.7  1756.1  54875.7    55000  1747123648314  1747123653481
read      231.1   107.0    54.7   109.8   120.5   217.7   264.1   288.4   307.7   332.0   363.3   408.0   490.6   669.1  3282.0  60071.0    60000  1747123654985  1747123660158
read      229.3   100.7    59.1   108.8   119.5   215.1   262.6   287.3   306.3   329.7   360.4   405.5   495.2   714.2  1733.9  64957.2    65000  1747123661661  1747123666828
