Timestamp start: 1747123580022
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      231.4   114.5    63.8   108.4   119.6   214.3   262.9   289.6   310.9   336.6   368.6   416.0   497.2   642.0  3436.5  70097.8    70000  1747123668332  1747123673500
read      226.2    99.8    63.8   108.4   118.7   209.2   257.5   283.4   303.1   327.9   359.9   404.6   494.4   644.8  1558.8  74970.2    75000  1747123675004  1747123680174
read      224.2   100.0    63.8   107.2   117.6   206.8   254.5   280.1   300.4   326.4   358.8   403.8   486.6   616.2  1387.0  79941.3    80000  1747123681678  1747123686851
read      223.9   111.9    63.8   107.2   117.3   205.5   252.9   278.6   298.8   324.0   356.7   402.6   491.8   690.3  2617.0  85013.9    85000  1747123688355  1747123693522
read      224.5   107.0    63.8   107.1   117.6   205.4   253.1   279.4   300.4   326.5   360.6   408.0   497.2   652.9  2090.2  90070.4    90000  1747123695024  1747123700194
read      224.0   102.9    63.8   106.9   117.3   204.8   253.0   279.6   300.9   326.6   359.6   406.2   495.3   673.7  2131.4  94971.2    95000  1747123701697  1747123706866
read      226.4   133.8    63.8   108.0   118.7   206.6   253.8   281.0   302.4   328.9   362.7   411.0   495.9   655.1  4743.0 100069.4   100000  1747123708370  1747123713539
read      223.8    97.9    63.8   107.9   118.5   204.4   251.4   278.5   300.4   326.9   359.6   405.4   494.1   650.5  1321.0 104895.5   105000  1747123715042  1747123720211
read      227.2   114.6    74.4   109.3   120.4   207.5   254.0   281.8   304.0   330.8   363.2   409.7   498.1   677.3  2362.0 109712.6   110000  1747123721714  1747123726883
read      233.2   104.9    63.8   111.9   123.9   212.5   260.6   290.1   313.0   340.0   372.9   422.5   517.2   728.4  1926.2 114797.9   115000  1747123728386  1747123733556
read      236.8   113.0    74.4   113.5   126.5   215.6   264.3   294.2   317.1   343.8   377.0   427.4   527.0   721.4  2691.6 120054.7   120000  1747123735059  1747123740226
read      248.2   123.6    68.9   118.5   132.5   224.5   274.7   307.8   331.6   359.3   393.6   446.0   573.3   927.2  2692.9 124749.4   125000  1747123741730  1747123746904
read      266.2   127.3    63.8   124.0   140.0   239.9   295.8   329.4   353.8   382.8   421.4   485.5   661.1   958.2  2304.0 130153.2   130000  1747123748408  1747123753578
read      270.1   152.0    68.9   128.0   144.3   245.6   301.4   333.7   357.4   385.9   422.6   479.9   624.0   925.2  4604.0 134748.2   135000  1747123755081  1747123760249
read      438.4   173.9    80.4   230.0   270.2   380.3   479.6   568.3   611.3   648.7   685.7   738.3   857.0  1162.5  3739.1 137992.6   140000  1747123761753  1747123766920
read      425.2   165.5    80.4   235.2   261.7   377.7   482.1   540.1   573.7   608.1   646.1   698.3   806.0  1048.8  3850.0 142696.2   145000  1747123768423  1747123773593
read      448.7   174.5    86.8   260.7   285.3   384.9   515.5   585.6   618.3   649.6   682.4   731.7   847.9  1127.3  3825.3 141400.5   150000  1747123775096  1747123780265
read      422.6   163.8    86.8   227.5   256.8   375.9   481.0   538.3   571.7   606.1   644.3   700.8   814.3  1032.2  3449.7 146765.1   155000  1747123781768  1747123786939
read      448.8   168.2    68.9   261.6   287.2   386.6   502.2   581.5   619.5   654.6   689.0   736.6   833.7  1102.8  3805.5 142939.5   160000  1747123788442  1747123793611
read      444.1   164.5    93.8   262.8   286.4   378.5   502.3   580.5   615.5   647.4   680.1   726.8   818.5  1056.7  3349.1 145149.9   165000  1747123795113  1747123800288
read      454.3   184.6    68.9   263.7   289.5   391.4   515.9   591.1   625.8   659.1   691.7   739.4   845.5  1084.8  4466.6 142030.5   170000  1747123801791  1747123806974
read      464.7   179.5    80.4   277.1   301.2   396.2   509.7   602.9   643.6   677.3   715.3   766.4   895.0  1177.9  4389.2 138900.2   175000  1747123808477  1747123813644
read      454.4   179.8    93.8   260.0   284.5   394.3   519.3   582.6   615.3   647.2   684.7   743.9   927.3  1310.4  4135.8 142089.1   180000  1747123815149  1747123820316
read      457.6   180.3    93.8   266.2   292.1   393.7   512.2   590.2   626.4   661.1   696.4   749.3   908.0  1248.2  4038.2 141092.4   185000  1747123821820  1747123826988
read      476.3   185.8    86.8   287.8   312.2   403.4   505.7   614.8   660.9   698.7   735.6   790.6   928.2  1260.8  4692.4 135610.4   190000  1747123828492  1747123833660
read      464.0   172.1    86.8   278.6   302.8   396.1   505.3   604.9   645.9   678.9   715.8   763.1   861.5  1253.5  3244.5 139141.3   195000  1747123835162  1747123840330
read      450.1   180.8    93.8   267.4   292.3   381.0   507.8   595.0   628.8   659.9   689.4   733.3   812.6  1017.4  5992.1 143359.0   200000  1747123841833  1747123847004
read      465.1   177.7    93.8   283.3   306.5   393.4   498.2   612.5   653.1   685.0   720.1   764.5   859.6  1076.9  4721.6 138820.6   205000  1747123848507  1747123853676
read      432.6   170.2    86.8   247.6   273.6   372.2   503.4   564.4   595.8   624.1   655.9   693.6   788.7  1054.9  4222.0 149061.5   210000  1747123855179  1747123860347
read      441.0   171.5    86.8   256.1   279.9   377.4   511.0   577.4   609.9   639.4   672.8   717.2   800.8   994.1  4287.8 146268.6   215000  1747123861850  1747123867032
read      438.7   165.5    80.4   258.5   281.3   372.9   505.1   574.8   607.4   636.1   669.3   713.6   806.2  1085.9  4204.2 147113.9   220000  1747123868534  1747123873702
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 57.32%,1.00%,100.00%
Timestamp end: 1747123875422
