Timestamp start: 1747338784936
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      214.2    99.4    54.7   100.7   110.7   200.8   249.1   274.3   291.2   310.1   333.5   368.7   450.2   675.4  2678.2  70098.6    70000  1747338873242  1747338878412
read      214.8   124.0    50.7   100.9   110.6   196.9   245.3   272.0   290.2   310.0   334.5   370.8   458.7  1627.9  3698.3  75081.3    75000  1747338879914  1747338885083
read      210.1    95.7    59.1   100.1   109.9   194.1   243.6   270.7   288.8   308.5   332.3   368.0   439.8   580.5  1675.9  80348.5    80000  1747338886586  1747338891756
read      211.6    95.4    54.7    99.3   108.9   194.8   245.5   273.4   292.2   312.7   338.0   374.4   455.7   588.0  1903.2  84856.2    85000  1747338893258  1747338898427
read      222.0   111.0    59.1   101.9   112.3   199.4   253.0   283.6   304.7   328.2   358.2   401.7   521.0  1017.7  2161.3  90022.5    90000  1747338899930  1747338905098
read      216.8   104.4    63.8   100.3   110.4   196.4   249.6   279.8   300.2   322.6   351.5   393.2   485.6   655.5  2179.7  94961.4    95000  1747338906601  1747338911771
read      217.9   102.6    54.7   100.4   110.5   196.9   250.2   281.0   302.4   325.7   354.9   398.4   493.9   680.4  1223.6 100079.2   100000  1747338913274  1747338918443
read      214.1    99.8    59.1   100.1   109.9   190.5   243.8   275.7   298.3   322.3   351.9   395.3   491.9   646.1  1571.6 105027.0   105000  1747338919946  1747338925113
read      221.3   113.6    59.1   102.1   112.2   193.7   248.8   283.6   308.4   336.0   369.4   420.3   529.8   741.2  1536.1 110094.5   110000  1747338926615  1747338931786
read      224.0   115.5    59.1   103.2   113.8   196.0   250.7   285.8   311.0   339.5   373.5   426.3   535.9   762.7  1786.8 115025.3   115000  1747338933289  1747338938457
read      234.4   147.4    54.7   103.9   115.0   200.4   256.6   294.1   321.1   352.6   391.3   451.6   601.6  1648.6  3610.6 119984.5   120000  1747338939960  1747338945127
read      242.3   131.6    54.7   107.3   118.9   203.1   264.9   310.4   344.1   381.5   425.2   489.6   625.9   902.5  1474.9 124833.8   125000  1747338946630  1747338951800
read      266.1   163.4    63.8   111.9   124.8   211.6   281.0   337.6   379.2   425.8   483.1   572.3   814.5  1257.2  1858.8 130171.5   130000  1747338953303  1747338958472
read      274.6   178.4    59.1   113.1   126.5   210.3   279.3   344.8   395.3   448.0   512.3   621.6   911.2  1328.6  1865.1 134899.8   135000  1747338959975  1747338965146
read      277.0   188.6    63.8   113.9   126.8   204.4   275.5   346.1   399.9   460.5   532.9   652.3   937.0  1358.1  2131.1 139797.4   140000  1747338966648  1747338971816
read      391.8   393.8    68.9   131.5   147.0   222.3   280.6   401.3   576.8   764.6  1000.3  1286.0  1646.7  2688.7  7360.6 142459.6   145000  1747338973318  1747338978487
read      433.2   492.4    68.9   140.1   157.8   230.1   268.5   315.9   537.5   946.4  1283.1  1439.9  2315.1  3390.8  7653.5 142833.1   150000  1747338979989  1747338985160
read      459.0   584.9    68.9   141.4   162.2   235.5   271.0   304.4   389.2  1051.9  1335.2  1494.7  3090.3  4706.1  8003.3 141366.0   155000  1747338986663  1747338991831
read      439.5   562.7    68.9   143.0   160.5   225.4   262.5   297.0   382.7   905.8  1306.2  1482.9  2905.2  4397.0  7932.0 146936.0   160000  1747338993333  1747338998500
read      487.7   663.6    74.4   145.0   170.1   248.7   282.5   313.3   370.9  1071.7  1373.9  1581.2  3347.1  6427.3  8435.6 134326.8   165000  1747339000003  1747339005171
read      427.5   589.7    68.9   145.9   162.9   216.3   242.7   267.3   306.7   728.2  1290.1  1486.1  3185.3  5048.8  7992.5 152245.5   170000  1747339006673  1747339011845
read      444.4   607.6    63.8   145.5   166.4   225.0   251.8   275.3   317.1   872.4  1319.1  1486.7  3253.6  5308.2  8031.7 146706.1   175000  1747339013347  1747339018515
read      460.5   626.8    63.8   145.3   167.7   233.1   266.2   296.3   358.0   893.6  1322.6  1524.1  3312.8  5367.0  8049.9 141845.8   180000  1747339020017  1747339025186
read      449.2   617.1    68.9   145.4   166.8   228.4   257.0   284.9   335.0   819.3  1314.0  1520.1  3276.2  5321.5  8069.9 145173.4   185000  1747339026689  1747339031860
read      448.2   612.4    74.4   150.4   169.2   226.0   253.8   280.2   320.4   857.3  1327.6  1515.4  3228.6  5269.1  8042.1 145544.6   190000  1747339033362  1747339038532
read      464.0   623.3    63.8   157.2   177.6   234.6   263.7   290.3   342.1   931.6  1338.6  1539.6  3303.6  5380.5  8026.6 140527.7   195000  1747339040035  1747339045205
read      447.2   587.5    68.9   149.4   167.4   227.6   257.5   286.7   346.1   956.5  1322.9  1492.6  3128.2  5162.9  8003.7 145626.5   200000  1747339046707  1747339051877
read      444.6   590.8    68.9   148.1   166.2   226.9   256.4   286.4   346.0   874.8  1308.1  1484.4  3151.5  4931.4  8000.3 146398.4   205000  1747339053379  1747339058547
read      460.2   620.9    68.9   148.1   170.5   232.6   263.6   292.3   349.0   917.4  1333.2  1533.4  3264.5  5186.4  8118.3 141770.9   210000  1747339060050  1747339065218
read      448.0   607.7    63.8   148.0   164.9   227.3   257.8   287.5   341.3   843.8  1312.5  1506.7  3221.3  5206.8  8031.2 145519.9   215000  1747339066721  1747339071892
read      460.9   628.5    68.9   148.3   170.6   233.3   262.2   287.6   327.8   973.6  1340.2  1521.5  3310.8  5455.9  8050.4 141673.6   220000  1747339073394  1747339078562
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 56.43%,1.49%,100.00%
Timestamp end: 1747339080327
