Timestamp start: 1747337715620
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      190.8    82.0    63.8   106.2   120.6   185.8   205.5   216.1   224.5   233.9   249.0   274.2   383.5  1164.4  2477.6   4928.0     5000  1747337717126  1747337722337
read      199.9    65.4    63.8   114.5   132.5   198.0   217.7   229.2   236.7   248.1   262.2   285.5   349.0   520.1  1935.4  10032.0    10000  1747337723840  1747337729044
read      197.1    72.0    63.8   109.8   125.4   195.7   216.7   228.5   236.2   248.0   262.6   286.1   341.4   491.8   842.6  14958.1    15000  1747337730546  1747337735715
read      201.9    72.4    63.8   108.8   123.5   200.6   223.8   235.6   245.7   256.6   271.4   294.2   352.8   555.8  2079.7  19894.2    20000  1747337737218  1747337742386
read      205.6    69.5    63.8   106.2   119.0   206.0   231.5   245.4   254.9   267.4   282.5   306.8   366.4   526.7  1965.7  24943.2    25000  1747337743889  1747337749058
read      208.7    80.1    63.8   106.2   118.8   208.7   236.9   252.2   263.1   274.4   290.8   315.2   371.7   531.1  1702.6  30026.0    30000  1747337750560  1747337755728
read      209.3    78.7    59.1   105.4   117.0   208.0   239.6   255.9   267.9   281.3   296.9   323.2   390.6   540.0  1585.9  35035.4    35000  1747337757230  1747337762396
read      212.1    89.2    63.8   104.4   115.7   209.5   245.0   262.8   274.5   289.0   306.9   334.8   398.2   544.9  2830.7  40080.0    40000  1747337763899  1747337769067
read      218.1    86.1    59.1   103.3   114.2   216.8   255.7   274.5   288.0   302.9   320.7   350.7   419.1   535.6  1555.4  45027.6    45000  1747337770570  1747337775735
read      216.7    96.8    63.8   104.2   115.2   209.9   252.2   272.8   287.0   302.6   321.0   352.4   424.9   609.7  2469.9  50147.1    50000  1747337777238  1747337782405
read      218.4    96.1    54.7   104.0   115.0   210.5   255.5   278.0   293.3   310.4   331.2   363.7   430.4   541.4  1334.9  55000.0    55000  1747337783908  1747337789075
read      216.2   108.8    59.1   102.4   113.0   205.8   251.8   274.9   290.9   308.7   330.6   365.3   436.3   587.3  2323.7  59916.8    60000  1747337790578  1747337795744
read      218.1   128.5    59.1   101.2   111.8   203.9   251.7   276.3   292.9   311.3   334.2   369.9   455.6  1215.0  4722.4  65062.2    65000  1747337797246  1747337802414
read      211.6    93.3    59.1    99.9   110.0   198.6   246.9   272.0   289.0   307.6   330.0   364.7   434.3   562.7  1367.4  69874.6    70000  1747337803917  1747337809085
read      213.6    97.8    59.1   100.0   110.2   199.5   248.2   274.2   291.9   311.3   335.3   371.7   445.5   575.7  2544.4  74899.8    75000  1747337810588  1747337815754
read      213.2   101.0    54.7   100.0   110.1   195.8   245.0   272.6   291.2   311.5   336.5   373.8   470.7   785.7  1691.7  79815.2    80000  1747337817257  1747337822425
read      213.2   101.3    54.7    99.4   109.3   195.7   247.5   275.5   294.4   314.9   340.3   379.4   461.7   620.6  1491.6  84996.8    85000  1747337823929  1747337829095
read      219.0   125.7    54.7    99.7   109.8   200.7   253.8   282.6   302.0   323.0   350.2   392.0   478.0   686.2  3958.9  89659.8    90000  1747337830598  1747337835766
read      215.3   101.9    54.7    99.4   109.5   195.4   248.6   278.4   298.7   320.4   347.6   389.7   474.3   640.1  2224.0  95240.4    95000  1747337837270  1747337842438
read      217.7   107.9    59.1   101.0   111.1   194.6   247.7   278.8   300.5   324.4   355.0   400.6   501.1   744.2  1898.2  99889.6   100000  1747337843941  1747337849109
read      227.9   115.0    54.7   102.7   113.3   201.5   258.6   292.7   316.1   343.1   377.3   429.1   546.8   825.9  2825.5 105053.7   105000  1747337850613  1747337855780
read      222.7   126.4    59.1   102.0   112.1   192.3   247.8   283.5   308.3   335.8   370.0   421.6   540.9  1258.0  3489.7 110117.2   110000  1747337857283  1747337862450
read      224.1   111.4    59.1   103.2   113.9   198.1   253.3   287.7   311.5   338.3   371.3   419.3   519.7   731.9  2081.5 114904.0   115000  1747337863953  1747337869119
read      232.7   119.8    59.1   105.0   116.0   197.9   257.5   298.5   328.3   361.7   400.9   459.1   580.0   850.9  1476.8 120034.4   120000  1747337870621  1747337875790
read      238.4   127.8    59.1   107.7   119.6   204.4   263.5   303.7   333.1   366.6   406.3   465.1   589.0   857.4  1819.5 124661.5   125000  1747337877293  1747337882461
