Timestamp start: 1747125139907
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      432.7   163.1    80.4   245.0   270.5   378.5   500.0   558.6   590.1   621.4   656.4   703.9   802.2  1002.3  3569.1 143824.3   150000  1747125335091  1747125340263
read      439.4   166.1    80.4   256.1   280.7   374.6   504.6   574.8   608.0   637.1   669.6   712.6   806.1  1095.2  3489.6 146017.6   155000  1747125341766  1747125346940
read      406.3   156.7    68.9   223.6   249.0   369.1   472.2   517.6   544.4   573.0   604.8   646.0   736.4   930.4  3679.8 155228.3   160000  1747125348443  1747125353615
read      445.9   174.0    74.4   253.3   280.7   385.8   511.6   579.9   613.9   645.4   678.7   726.0   827.9  1141.9  4206.3 144499.0   165000  1747125355118  1747125360289
read      438.3   162.1    93.8   253.9   278.3   375.1   508.3   572.9   605.6   635.0   668.4   712.8   803.9  1014.4  2620.4 146831.1   170000  1747125361792  1747125366973
read      447.2   171.4    86.8   257.4   282.3   386.6   516.6   582.7   615.1   645.7   679.2   726.9   823.5  1075.1  4263.4 144222.2   175000  1747125368477  1747125373648
read      448.7   171.9    93.8   259.3   285.7   386.8   515.8   585.5   618.2   649.2   681.1   727.1   820.3  1077.7  4303.2 143781.1   180000  1747125375153  1747125380325
read      440.6   164.1    68.9   257.7   281.8   375.2   510.0   578.4   610.7   639.7   671.6   714.1   800.7  1013.1  3663.6 146383.5   185000  1747125381829  1747125387001
read      458.2   170.3    68.9   268.3   295.4   393.1   515.6   600.6   637.6   669.7   703.6   745.5   842.0  1035.5  3087.1 140843.1   190000  1747125388504  1747125393676
read      468.3   176.5    74.4   279.0   304.8   398.7   513.9   612.5   653.6   687.2   723.1   770.1   864.8  1075.4  3512.2 137846.1   195000  1747125395180  1747125400355
read      468.1   179.9    80.4   264.2   295.4   404.6   522.0   601.8   643.6   680.1   720.6   775.8   900.4  1253.8  4209.5 137842.2   200000  1747125401858  1747125407031
read      456.0   174.2    74.4   261.7   289.0   389.5   526.2   599.0   631.9   662.8   692.9   740.2   858.1  1203.4  2996.8 141485.0   205000  1747125408534  1747125413706
read      457.7   181.4    86.8   259.2   288.0   395.3   520.4   595.7   630.7   664.1   698.3   745.9   864.8  1179.6  3537.6 140993.4   210000  1747125415209  1747125420382
read      452.2   171.0    93.8   267.6   292.1   385.1   519.5   597.3   628.8   659.0   688.3   733.1   819.0   992.5  4156.0 142668.3   215000  1747125421886  1747125427062
read      450.4   164.4    86.8   263.4   288.7   386.7   512.3   589.3   623.2   655.6   687.3   734.1   834.4  1110.9  2295.1 143241.8   220000  1747125428565  1747125433740
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 62.06%,1.00%,100.00%
Timestamp end: 1747125435277
