Timestamp start: 1747126047219
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      237.4   110.4    59.1   110.5   122.0   217.4   274.0   306.2   326.9   350.8   379.7   422.4   499.1   686.3  2479.8  65152.8    65000  1747126128853  1747126134021
read      235.7   110.8    59.1   110.8   122.2   215.1   270.5   302.8   323.7   348.1   377.2   421.8   501.4   696.4  2140.3  69873.4    70000  1747126135524  1747126140695
read      228.9   107.2    68.9   109.3   119.9   208.4   260.1   292.1   313.5   337.5   367.1   410.0   492.9   650.8  2415.2  75199.1    75000  1747126142198  1747126147366
read      229.5   104.3    59.1   108.5   119.2   207.7   260.5   293.4   315.7   341.1   371.6   417.4   500.2   667.8  1611.6  79776.2    80000  1747126148870  1747126154038
read      228.4   130.7    59.1   107.8   118.3   204.6   256.1   290.0   312.7   338.2   369.5   415.2   498.7   695.4  4382.5  85183.8    85000  1747126155541  1747126160709
read      228.3   103.1    63.8   108.2   118.8   205.6   258.1   291.5   314.6   341.2   373.1   418.8   497.8   629.2  1476.5  89858.2    90000  1747126162212  1747126167379
read      229.5   106.1    63.8   109.0   119.7   206.6   258.7   291.2   313.8   340.1   372.6   421.9   507.9   667.8  2018.9  95189.0    95000  1747126168883  1747126174050
read      232.0   108.8    63.8   110.1   121.7   208.5   261.1   293.6   316.4   343.1   375.7   424.6   507.2   683.1  2375.1 100051.1   100000  1747126175553  1747126180722
read      234.8   112.2    63.8   111.6   123.7   211.1   264.2   296.9   319.5   345.7   379.2   427.8   518.2   691.6  2366.0 104882.5   105000  1747126182224  1747126187393
read      238.4   113.2    63.8   113.2   125.9   213.6   267.5   299.9   322.8   350.0   384.0   433.0   534.6   826.3  2575.8 109959.9   110000  1747126188896  1747126194065
read      237.9   105.6    59.1   114.3   127.5   214.6   267.6   299.4   321.7   348.1   381.4   429.7   521.9   701.3  1728.3 114980.4   115000  1747126195570  1747126200739
read      260.4   141.3    68.9   120.3   135.6   232.1   289.0   321.2   345.9   374.7   412.8   470.4   663.2  1381.2  3065.1 119873.1   120000  1747126202242  1747126207409
read      248.9   110.6    68.9   120.4   135.6   226.5   279.6   310.3   332.3   358.2   390.8   438.4   546.1   817.8  2029.3 124794.0   125000  1747126208912  1747126214092
read      261.7   133.1    68.9   125.6   142.0   239.4   294.2   325.3   347.1   373.0   405.0   456.9   575.8   875.4  4237.6 129764.9   130000  1747126215596  1747126220764
read      282.9   153.9    63.8   134.4   153.0   261.5   316.8   348.0   371.3   399.1   435.4   495.3   628.9   854.3  6567.4 135065.8   135000  1747126222267  1747126227436
read      374.5   149.2    74.4   179.8   209.4   347.6   420.0   463.8   495.5   532.2   577.5   640.1   764.9   963.3  2569.9 139555.7   140000  1747126228939  1747126234110
read      398.1   171.1    74.4   200.1   229.1   367.9   448.3   493.3   525.1   560.7   603.2   666.4   813.4  1164.5  4337.1 143326.6   145000  1747126235613  1747126240784
read      418.6   165.0    86.8   221.2   249.7   384.5   479.7   526.1   556.0   588.4   626.8   681.7   815.8  1171.4  3477.7 145721.6   150000  1747126242287  1747126247455
read      438.4   162.3    86.8   243.8   272.0   391.2   502.2   557.5   589.8   622.7   660.8   715.6   844.3  1097.7  2722.8 145866.1   155000  1747126248958  1747126254130
read      453.2   174.8    80.4   251.6   281.0   399.6   515.5   578.8   614.8   649.8   687.0   739.6   864.9  1213.7  3857.5 142135.0   160000  1747126255633  1747126260803
read      445.8   177.7    74.4   251.1   279.8   391.1   503.4   569.7   606.7   640.7   677.7   728.6   843.8  1104.9  4392.8 144206.6   165000  1747126262306  1747126267476
read      444.0   168.9    80.4   254.4   280.2   389.1   504.6   569.4   605.1   638.0   674.6   723.9   831.3  1064.5  3866.1 145248.5   170000  1747126268980  1747126274150
read      452.3   174.9    68.9   257.1   283.8   394.8   510.8   578.7   616.1   651.8   688.5   740.1   862.0  1275.1  4051.2 142597.8   175000  1747126275653  1747126280821
read      447.9   170.3    80.4   255.0   281.1   391.5   513.1   577.4   611.8   644.3   679.9   730.0   842.1  1087.6  3743.2 144034.6   180000  1747126282324  1747126287497
read      453.0   172.0    68.9   255.2   281.7   398.6   517.0   577.8   612.4   646.2   684.2   739.6   888.2  1240.2  3335.0 142454.7   185000  1747126289000  1747126294170
read      450.7   184.1    74.4   250.1   278.8   395.5   516.9   578.0   611.9   644.5   680.3   731.6   865.1  1524.0  5160.0 143094.9   190000  1747126295673  1747126300846
read      437.6   169.5    80.4   246.5   273.7   387.3   502.6   559.1   592.0   624.2   660.1   707.6   810.1  1051.7  4432.3 147413.3   195000  1747126302349  1747126307518
read      471.0   192.5    86.8   269.2   297.5   405.8   532.0   605.2   642.6   677.7   718.0   776.0   927.1  1277.9  5159.6 137105.6   200000  1747126309021  1747126314192
read      449.2   178.8    63.8   254.2   279.6   393.0   520.3   578.4   610.4   641.3   677.8   730.9   864.3  1167.4  4408.1 143632.4   205000  1747126315696  1747126320865
read      444.5   175.3    80.4   246.1   273.7   397.0   513.9   566.7   597.6   628.6   665.7   720.4   861.0  1167.4  4585.3 145150.2   210000  1747126322369  1747126327537
read      470.1   185.5    93.8   272.9   300.4   404.3   525.8   605.6   645.9   680.5   718.9   771.0   902.2  1187.2  4251.0 137390.5   215000  1747126329040  1747126334212
read      465.6   182.8    86.8   262.4   291.2   407.9   522.3   591.3   630.0   668.0   709.5   768.2   919.4  1244.8  3941.5 138668.2   220000  1747126335715  1747126340887
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 57.50%,1.00%,100.00%
Timestamp end: 1747126342609
