Timestamp start: 1747335921316
Random waveform, supplied seed
Total number of intervals = 192 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555, 15997, 43089, 12188, 76615, 143480, 63793, 71996, 41778, 21860, 45582, 81972, 42852, 51852, 109368, 55794, 35534, 90576, 95085, 100029, 72551, 84629, 74136)
Average QPS expected = 88139
Timestamp start: 1747335922823
Timestamp end: 1747336883073

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      200.6    82.0    68.9   118.6   133.8   194.9   214.2   225.6   233.5   245.3   262.0   292.2   390.8   722.8  3221.6   8176.6     8195
read      225.4   130.3    59.1   113.1   126.5   200.2   239.5   264.1   282.6   305.8   338.1   398.3   653.8  1430.5  2971.7 158635.4   158594
read      212.5   123.2    59.1   108.3   119.5   188.9   228.6   252.9   271.6   293.7   322.3   371.0   557.3  1373.3  2962.3 149938.2   149766
read      204.6    79.9    68.9   116.2   133.0   198.5   219.6   231.9   241.3   253.0   269.9   298.7   397.8   912.3  2034.8  10381.4    10382
read      233.5   160.8    59.1   117.4   131.8   208.3   246.2   269.1   286.6   308.4   339.1   397.1   659.6  2339.3  4070.7 170107.6   170548
read      216.2   119.0    59.1   109.6   121.3   192.7   232.2   257.0   275.5   298.3   329.2   381.4   579.7  1256.4  2980.4 150227.2   150565
read      208.9   117.9    63.8   105.8   116.5   185.6   227.0   252.2   271.0   293.2   321.0   367.2   512.2  1279.1  3452.9 136870.0   137144
read      208.5   108.2    59.1   106.6   117.3   185.7   226.0   250.8   269.4   291.4   319.3   366.5   520.4  1242.5  2619.2 143781.8   143496
read      207.7   115.5    63.8   107.4   118.1   185.1   224.4   248.5   266.8   288.6   316.3   361.5   507.8  1371.3  2550.6 144884.4   144743
read      202.6    95.0    63.8   103.0   112.6   179.7   224.1   250.9   270.2   292.2   318.9   361.8   481.3   902.1  1838.0 116752.2   116745
read      208.3   125.9    63.8   104.9   115.0   183.0   225.1   251.1   270.4   292.8   321.0   367.8   548.4  1450.9  2888.0 129185.2   129314
read      202.7    94.0    59.1   106.3   116.8   182.5   220.7   244.7   262.9   284.4   311.8   353.5   465.4   937.2  2158.9 144540.2   144723
read      204.5   112.5    59.1   103.2   112.8   180.4   225.0   252.2   271.8   294.3   321.8   366.2   500.7   894.8  2937.2 117530.2   117379
read      208.9   111.4    63.8   103.9   113.7   183.1   227.6   254.7   274.5   297.6   327.9   377.9   581.2  1051.8  1856.2 119806.0   119931
read      207.2   110.7    59.1   104.9   115.2   183.6   225.4   251.0   270.1   292.4   320.2   367.0   538.5  1090.3  2452.6 132342.0   132052
read      206.9   119.8    59.1   107.0   117.6   184.4   223.9   248.5   267.1   289.1   316.6   361.0   491.4  1215.1  3451.3 143423.8   143350
read      204.3   136.8    59.1   105.8   116.2   181.7   220.2   244.2   262.4   283.8   311.1   354.1   495.2  1274.7  5472.6 143255.8   143518
read      212.7   106.2    59.1   114.0   127.1   194.8   229.4   250.5   266.5   286.0   311.9   354.6   487.4  1353.7  2706.6 173020.8   172981
read      203.3    98.6    63.8   101.8   110.9   183.0   230.5   256.6   274.1   293.7   318.0   357.3   462.6   772.9  2286.0  94081.8    94027
read      223.8   138.0    59.1   115.3   128.8   200.5   236.9   260.0   276.7   298.2   328.8   383.9   606.5  1816.0  4517.3 169814.4   170019
read      228.2   140.4    59.1   118.8   133.0   206.5   241.9   263.8   280.1   300.5   329.7   383.5   608.2  1692.2  4095.9 179253.0   179090
read      222.3    94.4    63.8   104.2   114.5   213.4   256.4   280.8   297.7   317.1   340.9   374.3   450.2   630.0  2163.6  47110.2    47130
read      210.3    84.8    68.9   110.6   125.5   205.8   230.6   244.9   255.0   268.2   285.2   314.5   400.6  1001.0  3131.7  19358.2    19439
read      201.6    96.9    59.1   103.1   112.8   178.2   219.6   245.4   264.7   287.1   315.2   360.9   522.8   930.2  1803.1 129114.6   128963
read      215.6    93.8    63.8   107.9   120.4   210.8   241.4   258.3   270.1   284.4   303.1   336.0   430.3   812.7  1988.2  23865.8    23787
read      233.7   117.8    63.8   102.3   112.4   216.9   270.5   300.6   321.4   345.1   373.7   416.4   530.5   943.0  2980.2  61929.2    61848
read      207.6   146.5    59.1   102.3   111.5   182.8   231.0   259.2   278.9   301.5   330.3   374.9   501.0   863.0  2967.8 101907.2   101968
read      202.3    95.1    59.1   102.1   111.4   180.0   226.1   253.2   272.0   293.5   319.4   362.1   478.2   723.4  1916.7 108973.8   108767
read      203.6   128.0    63.8   100.7   109.7   179.9   227.5   254.2   272.7   293.4   318.3   357.8   468.9  1339.8  3833.8  96920.8    97139
read      200.7   100.9    54.7   106.7   117.5   181.3   217.4   239.6   256.8   277.0   303.7   343.5   456.7  1069.9  2991.0 158580.2   158594
read      203.1   116.4    59.1   104.5   114.8   180.2   219.2   243.5   262.0   283.5   310.8   353.6   500.8  1395.5  3078.8 141104.8   141240
read      218.8    99.3    63.8   103.5   114.0   210.6   250.3   271.9   287.6   305.6   327.8   362.2   450.4   857.9  2350.1  41497.4    41405
read      216.2   101.9    63.8   101.9   111.5   204.8   248.2   271.0   288.0   308.3   334.9   375.3   472.9   813.4  2004.2  58050.0    57997
read      200.4   111.5    59.1   103.0   112.8   177.2   217.7   243.0   261.9   283.4   310.4   351.4   479.8  1324.3  3098.0 133328.4   133577
read      218.8   104.1    63.8   102.1   111.9   208.0   252.1   276.0   294.1   314.8   340.7   376.7   455.1   742.8  2849.8  53738.2    53832
read      199.1   112.4    59.1   103.6   113.5   176.7   215.4   239.3   257.7   279.1   306.5   347.1   471.3  1229.9  2928.4 139986.8   139832
read      210.0   112.9    59.1   112.7   125.0   191.6   226.2   247.3   263.5   283.0   309.1   351.6   482.2  1158.2  3385.8 170465.6   170515
read      200.5   103.1    59.1   102.7   112.3   177.2   218.2   243.7   262.5   284.1   311.4   354.0   504.5  1149.8  2266.4 128787.6   128494
read      199.6   117.4    68.9   109.0   121.4   194.5   217.7   230.5   239.7   251.7   267.9   293.3   371.9  1051.7  4901.1  20798.2    20789
read      230.1   114.1    59.1   100.9   110.5   212.3   267.3   298.8   319.8   343.6   372.0   413.7   514.6   985.2  2370.8  63458.4    63647
read      227.1   114.3    63.8   100.5   110.2   210.3   264.3   294.6   315.9   339.5   367.1   404.2   496.5   816.8  2934.7  64901.4    64802
read      215.9   101.5    63.8   101.7   111.0   205.3   248.8   272.0   289.0   309.0   334.5   371.9   456.4   732.6  2911.7  55602.8    55719
read      211.5   119.4    63.8   113.2   126.0   193.0   227.3   248.1   264.1   283.4   309.5   352.0   487.0  1373.6  3442.1 174214.6   174179
read      202.8   106.9    54.7   101.9   111.0   179.4   225.7   252.6   271.5   292.7   318.7   361.0   490.6   945.0  2784.1 106364.2   106356
read      213.4   114.5    59.1   115.3   128.7   196.6   230.1   250.4   265.9   284.8   310.0   351.6   475.7  1133.9  3680.6 178482.0   178750
read      199.8   116.8    63.8   101.4   110.4   178.2   223.8   250.3   268.8   289.3   314.1   351.0   447.0   757.6  2996.1 105803.4   105831
read      200.6   106.4    63.8   101.5   110.7   177.8   222.6   248.9   267.5   288.5   314.2   353.1   468.0   996.6  2892.1 110894.2   110667
read      181.5    65.0    63.8   105.5   119.6   178.5   196.1   206.2   213.9   223.3   235.2   259.1   331.4   541.8  2004.7   8852.6     8803
read      211.7   120.1    63.8   103.9   113.6   205.9   240.6   258.8   271.9   288.1   309.3   343.1   427.5   871.2  5490.3  45346.2    45662
read      214.9    88.4    68.9   105.4   116.5   209.3   243.1   262.1   274.9   291.1   311.4   342.9   427.0   811.1  2133.5  30880.6    30867
read      223.0    96.3    63.8   103.2   113.7   214.1   258.9   283.5   300.1   318.6   341.7   374.0   444.3   632.5  2249.3  45749.8    45656
read      204.4   108.3    63.8   102.1   111.2   181.0   228.5   255.2   273.6   294.6   320.2   362.8   483.8  1188.3  2692.4 100819.2   100938
read      198.6   111.5    63.8   102.8   112.5   175.9   215.2   239.9   258.8   280.5   307.4   346.2   462.9  1231.9  3321.8 132292.0   132360
read      221.2   137.3    59.1   100.7   110.2   202.8   251.7   276.8   294.5   315.5   342.9   389.1   527.1  1772.1  4640.3  67713.6    67591
read      219.9   104.9    63.8   103.3   114.2   215.2   250.9   269.3   282.4   297.2   317.3   349.8   452.2  1078.4  2868.3  33857.2    33910
