Timestamp start: 1747333832098
Random waveform, supplied seed
Total number of intervals = 192 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555, 15997, 43089, 12188, 76615, 143480, 63793, 71996, 41778, 21860, 45582, 81972, 42852, 51852, 109368, 55794, 35534, 90576, 95085, 100029, 72551, 84629, 74136)
Average QPS expected = 88139
Timestamp start: 1747333833605
Timestamp end: 1747334793859

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      199.9   105.3    63.8   100.7   109.7   173.2   218.5   247.1   268.1   291.9   320.5   367.3   524.9   802.2  1629.0 117254.0   117379
read      200.6   116.1    59.1   101.2   110.2   173.8   217.7   245.1   265.1   287.9   315.5   359.5   551.5  1148.8  2720.5 119753.4   119931
read      199.5   134.7    63.8   102.6   111.9   174.7   214.9   239.8   258.9   280.8   308.0   346.5   464.4  1540.0  4803.8 131695.2   132052
read      200.7   126.0    63.8   104.5   114.3   176.6   214.3   237.4   255.8   277.1   304.6   344.4   487.8  1792.8  3172.4 143460.8   143350
read      198.0   113.8    63.8   104.5   114.2   176.0   213.5   236.8   255.1   276.3   303.0   341.5   430.5  1567.1  3334.0 143446.4   143518
read      210.5   108.9    68.9   113.7   126.3   193.4   227.9   248.7   264.6   283.5   308.2   345.7   449.6  1373.2  3325.9 172657.6   172981
read      198.1    90.1    59.1    99.7   108.2   176.9   227.3   254.9   272.9   293.1   316.4   348.7   421.0   614.1  1095.8  94151.8    94027
read      206.4   135.8    63.8   111.3   122.6   186.9   221.4   242.1   258.0   276.7   301.7   339.9   433.5  1823.6  4242.7 169841.0   170019
read      210.4    97.6    68.9   115.7   128.5   195.7   229.0   248.7   263.7   281.6   305.4   342.2   434.3  1059.5  3098.3 179159.6   179090
read      207.3    89.1    59.1   101.7   110.9   206.2   242.3   260.0   271.7   286.0   303.6   331.3   395.8   648.8  2733.8  47088.2    47130
read      201.5    76.6    63.8   106.0   118.3   201.1   224.0   235.6   245.6   256.3   271.8   295.2   351.3   669.2  2401.9  19450.2    19439
read      200.4   109.5    63.8   103.0   112.4   175.9   216.9   242.8   262.4   285.0   313.0   354.0   472.4  1294.3  2562.4 128972.4   128963
read      200.5   113.2    63.8   105.4   116.5   201.9   224.0   235.0   244.3   254.0   267.9   289.2   338.9   622.5  6069.8  23811.2    23787
read      210.3   114.0    59.1   100.0   108.8   199.8   245.2   267.2   282.3   299.3   321.2   358.4   446.0  1081.5  3308.7  61933.2    61848
read      198.3   103.9    63.8    99.9   108.4   174.4   223.0   250.9   270.0   291.1   316.1   353.0   442.5   851.4  3040.2 102017.8   101968
read      201.2   117.4    63.8   101.3   110.2   175.1   221.5   250.8   271.5   294.4   320.9   360.5   455.7  1190.9  3374.8 108988.6   108767
read      197.1    97.0    63.8    99.3   107.8   175.0   224.6   252.2   270.6   290.8   314.2   346.3   417.7   712.2  2517.8  97122.4    97139
read      199.8   100.3    59.1   107.8   118.3   180.8   215.9   237.1   254.1   274.0   299.8   338.6   429.8  1322.9  2656.8 158762.6   158594
read      194.6    90.9    63.8   103.5   113.0   174.2   212.4   236.0   254.6   276.0   302.9   340.4   419.6   886.3  2335.0 141468.2   141240
read      216.8   100.4    59.1   101.7   111.5   210.7   250.0   271.4   286.8   304.3   325.6   358.3   427.3   724.5  2662.6  41284.8    41405
read      227.2   113.7    63.8   101.5   110.8   213.5   262.9   291.0   311.3   334.6   363.4   403.9   493.6   900.0  2711.3  58155.6    57997
read      199.2   109.8    63.8   103.1   112.6   175.1   215.1   240.4   260.0   282.3   310.0   349.3   465.7  1310.1  2427.5 133480.4   133577
read      215.5   100.4    63.8   101.8   111.0   209.1   251.4   272.6   287.8   305.7   329.1   366.1   448.9   756.5  1687.2  53826.0    53832
read      202.3   122.5    68.9   105.0   114.8   178.6   217.1   241.1   259.8   281.4   308.6   347.8   467.4  1739.6  3060.1 140008.2   139832
read      206.4   101.5    68.9   113.3   125.4   190.8   224.7   244.9   260.2   278.3   302.4   339.3   426.4  1043.5  3032.1 170448.8   170515
read      200.0   127.4    68.9   102.6   111.9   174.9   215.7   241.4   261.0   283.4   310.9   350.8   479.9  1404.1  3613.7 128717.4   128494
read      204.2    94.1    59.1   105.0   117.2   203.1   228.4   241.8   251.4   263.3   277.6   302.2   361.4   775.0  3831.3  20781.2    20789
read      218.2   117.2    63.8   100.2   109.0   204.6   253.5   278.7   296.3   317.4   344.4   388.1   473.0   911.4  3510.0  63448.8    63647
read      217.5   103.8    63.8    99.4   108.1   202.8   253.7   279.9   298.3   320.1   348.5   393.4   481.0   728.8  2294.5  64769.4    64802
read      226.2   102.0    63.8   101.0   110.3   214.3   263.9   292.4   312.4   334.6   361.2   398.4   469.7   704.0  1775.6  55580.4    55719
read      212.4   107.9    68.9   115.6   128.5   196.1   230.1   250.5   266.0   284.4   308.5   345.3   439.5  1415.6  3380.5 174396.2   174179
read      196.2    91.4    59.1    99.7   108.4   173.4   220.2   248.2   267.7   289.2   314.5   350.5   432.1   662.0  2056.8 106321.8   106356
read      212.2   112.1    68.9   116.7   129.7   197.4   230.3   249.8   264.5   281.9   304.8   340.4   428.9  1266.6  3188.8 178838.8   178750
read      199.1   106.8    63.8   100.0   108.8   174.8   222.7   250.9   270.5   292.6   318.8   359.3   463.7   729.4  2170.4 105606.0   105831
read      197.9    92.4    68.9   100.7   109.6   174.3   220.1   247.7   267.4   289.4   315.7   355.6   461.9   776.1  1665.6 110699.8   110667
read      182.8    69.1    63.8   101.2   114.8   182.5   199.0   208.4   215.1   223.4   233.2   251.0   302.8   946.2  2293.1   8818.2     8803
read      221.9   105.2    63.8   101.6   111.4   213.2   257.7   281.8   298.2   317.0   339.9   372.4   440.2   637.4  2209.8  45542.2    45662
read      212.7    87.8    59.1   103.5   114.5   209.5   242.8   260.5   272.6   287.6   306.0   334.3   401.7   957.4  2263.0  30809.0    30867
read      221.5   106.8    63.8   101.4   111.3   212.5   256.5   281.3   298.2   317.3   340.5   373.0   434.9   591.2  3236.3  45745.4    45656
read      202.6   106.0    63.8   100.3   109.2   176.4   227.2   256.8   277.0   299.7   327.6   369.7   483.4   817.9  2153.0 100885.4   100938
read      200.8   134.3    59.1   102.9   112.2   174.5   214.8   240.3   259.8   282.2   310.1   350.4   486.6  1797.8  4856.9 132430.6   132360
read      221.6   141.5    54.7    97.7   106.5   202.8   254.1   281.7   301.3   324.3   353.5   397.4   504.6  1732.6  4957.9  67912.4    67591
read      214.5   136.9    54.7   101.0   111.6   207.4   242.4   261.4   274.1   290.0   309.5   339.3   423.4  1699.9  7166.5  33949.2    33910
read      215.5   156.7    63.8    97.4   106.0   187.4   242.0   271.5   291.9   315.6   345.3   394.6   521.8  2129.6  4752.8  85747.4    85729
read      189.4    65.9    63.8   102.0   116.8   190.0   209.0   218.8   226.8   234.8   247.3   266.3   311.3   906.9  2290.0  12871.4    12884
read      213.0   105.4    59.1    97.8   107.1   205.9   247.1   268.7   283.9   301.0   321.9   355.2   428.5   963.2  3016.2  45648.0    45621
read      217.1   107.7    54.7   100.9   111.5   210.9   249.5   270.0   284.4   300.5   320.1   350.7   423.4  1121.9  2925.3  37040.6    36938
read      219.0   118.1    59.1    98.3   107.6   207.6   254.2   279.2   296.3   316.1   340.3   375.3   455.9  1372.6  3204.8  57025.4    56902
read      206.7   119.8    63.8    98.9   107.6   178.6   231.0   261.6   283.1   307.6   338.0   387.0   504.6   990.5  3436.8 102016.0   102243
read      193.3   103.0    59.1   101.1   114.7   189.6   210.9   222.5   231.0   241.6   254.9   278.6   351.7  1194.9  3768.3  14050.2    14085
read      222.9   143.0    63.8    98.5   107.4   192.7   253.5   290.5   316.6   345.0   378.6   427.0   528.8  1142.0  3243.8  93925.6    94103
read      224.9   149.4    59.1    98.1   107.2   209.3   257.8   285.1   304.4   326.2   353.2   393.4   491.1  1955.0  4840.2  58325.6    58175
read      203.3   147.6    63.8   105.5   115.7   179.0   215.9   238.6   256.3   276.9   303.9   344.1   467.4  2288.5  4122.1 151158.0   151312
read      200.2   102.2    63.8    98.6   107.1   180.9   232.8   258.4   274.5   292.9   314.9   346.5   423.9   640.8  2885.5  83422.2    83333
read      201.9    92.5    68.9   110.1   120.8   184.8   219.5   240.7   257.0   276.2   301.6   339.9   428.9   944.2  2894.6 165246.6   165153
read      196.5   106.0    63.8   101.7   110.7   172.9   215.2   241.8   261.7   283.9   310.8   348.7   448.2   869.0  2693.3 124120.8   123975
read      211.3    94.2    54.7   101.0   111.9   210.1   241.4   257.9   269.6   283.4   300.4   328.7   398.0   972.9  2216.7  28463.8    28449
read      196.1    84.8    59.1   102.6   116.4   195.1   215.8   227.3   234.9   245.4   257.7   278.9   337.5  1179.2  2834.7  14851.2    14903
read      210.0    89.6    63.8    99.9   110.4   207.7   240.6   258.0   270.2   285.0   303.3   331.6   401.5   848.0  2169.4  31214.0    31189
read      212.9    98.3    63.8    98.0   107.2   207.6   246.6   267.1   281.2   296.8   317.2   346.9   425.6  1052.4  2183.7  40699.6    40636
read      221.9   131.5    63.8    97.9   106.6   197.3   253.4   285.3   308.0   333.9   366.9   416.0   524.4  1531.7  3121.2  80494.8    80574
read      218.6   162.7    68.9   112.3   124.4   193.6   229.6   251.5   268.2   288.5   315.1   360.3   648.2  1954.8  4723.3 168836.0   168820
read      199.1    90.4    63.8   107.9   118.5   182.0   216.8   237.9   254.4   274.1   299.3   338.1   425.4   853.4  2741.5 162652.6   162621
read      196.8   110.6    63.8    98.7   107.0   172.5   221.7   249.3   268.1   288.7   313.5   349.9   450.9   825.5  3592.7 101777.4   101621
read      219.6   122.2    63.8    97.3   106.2   207.0   252.9   277.9   295.8   316.3   341.9   380.1   475.3  1794.1  2914.6  58559.6    58592
read      207.5   142.9    59.1   107.1   117.5   182.2   219.0   242.0   259.9   281.2   309.1   351.7   557.5  1991.1  4082.8 152645.0   153042
read      199.7    97.4    63.8   100.7   109.6   174.9   222.0   250.2   269.9   292.2   319.2   362.5   485.8   753.3  1964.4 112150.8   112238
read      201.4   113.7    63.8   107.5   118.1   181.7   217.4   239.2   256.1   276.1   302.4   342.2   446.5  1264.5  3421.1 160012.8   160265
read      216.1   101.2    59.1    97.4   106.5   206.0   252.5   277.2   294.4   313.9   338.0   373.0   455.2   810.1  2713.0  57357.4    57109
read      203.2   115.3    59.1    98.8   107.2   179.6   232.5   259.8   277.4   296.8   320.5   358.1   456.4  1381.6  2814.4  88435.2    88551
read      187.0    94.9    59.1    99.1   112.8   185.9   204.1   214.7   222.3   231.3   243.9   265.2   321.5   929.1  3135.4   8424.0     8385
read      215.6   100.0    63.8   100.5   111.0   211.6   247.9   267.0   280.2   295.4   315.3   344.6   428.1   851.3  2797.2  34113.6    34088
read      208.6   107.3    63.8   101.9   111.2   180.6   229.7   260.0   281.8   307.7   340.6   395.9   531.3   793.3  2729.0 113688.4   113600
read      201.2   120.4    59.1   103.0   112.5   176.7   217.9   243.8   263.3   285.8   313.6   356.5   496.3  1334.3  4502.3 131855.0   131842
read      200.6   114.2    63.8   100.4   109.3   173.9   221.1   250.0   270.6   293.9   321.8   368.1   493.5   884.9  2479.3 112024.6   112066
read      220.1   115.6    59.1    97.8   106.6   201.5   254.8   284.1   304.9   329.1   359.3   402.5   498.8   999.7  2765.2  72691.4    72585
read      201.3   123.9    63.8   102.7   112.1   174.5   214.6   240.4   260.7   284.4   314.0   361.4   562.1  1244.6  3225.6 133749.0   133669
read      189.9    71.5    63.8   100.4   114.7   188.7   208.7   219.3   227.8   236.4   250.3   271.9   331.0   943.9  3037.3  11765.8    11820
read      191.0    87.3    63.8   101.9   116.0   190.3   210.3   220.7   228.8   237.3   251.0   271.6   321.2   888.4  3196.8  12590.4    12639
read      198.4   104.6    59.1   100.6   109.5   172.2   216.8   245.2   266.1   289.6   318.1   363.1   496.0   898.3  2174.9 118230.4   118548
read      201.8   103.9    68.9   109.8   120.3   183.1   217.7   238.9   255.5   275.0   300.8   339.6   433.7  1347.0  3163.9 165668.4   165754
read      199.4    89.7    59.1    98.8   107.3   179.0   231.0   258.1   275.2   294.3   317.0   350.0   424.9   621.2  2065.9  86715.2    86823
read      200.8    93.9    59.1   102.7   116.0   199.3   222.2   233.9   243.3   253.7   268.7   291.9   353.7  1209.9  2292.3  16948.2    16898
read      204.0   136.0    63.8   102.3   111.6   176.4   219.5   246.6   266.6   289.4   317.6   363.0   516.0  1717.2  4605.2 123095.2   123124
read      202.9    92.1    63.8    99.8   108.7   188.1   239.0   262.6   277.7   294.6   315.3   344.9   407.7   537.0  3000.8  72181.6    72278
read      210.8    94.7    63.8   101.1   110.8   205.7   245.7   265.5   278.8   294.5   315.0   344.8   409.5   873.1  2281.6  47677.4    47757
read      203.2    83.8    54.7    99.8   108.8   196.2   240.7   261.0   274.1   289.8   309.0   337.4   395.2   529.3  1671.7  60372.8    60510
read      201.2    78.2    59.1   103.3   115.2   202.2   228.6   242.2   251.9   263.8   277.4   300.8   350.1   481.9  1994.0  25136.2    25237
read      197.8    87.8    59.1    99.7   108.5   177.0   226.9   254.3   272.1   291.9   315.0   346.8   420.6   572.2  1357.8  97663.0    97783
read      194.3    90.4    63.8   101.1   110.1   172.2   215.7   242.9   262.6   284.1   309.7   344.6   419.6   630.4  2349.3 118711.4   118966
read      194.9    73.4    63.8   107.2   121.0   196.0   215.2   225.5   232.4   241.3   252.6   271.8   318.8   620.0  3800.5  16585.4    16631
read      188.9    67.1    63.8   105.6   121.5   189.2   206.4   215.5   222.3   230.4   240.9   259.9   311.3   916.6  2164.8  11718.2    11743
read      202.4   107.1    68.9   102.3   111.6   177.9   222.9   250.7   270.7   293.6   320.3   360.9   456.3  1240.8  3140.3 114851.8   115026
read      203.1   101.0    63.8   103.9   113.5   179.9   222.5   249.4   269.4   292.6   320.2   361.6   455.8  1125.2  2086.8 122179.4   122371
read      188.2   109.4    63.8   102.2   115.1   187.0   202.0   211.2   217.1   225.5   234.8   253.0   309.9  1749.9  2863.2   7168.6     7198
read      214.2   102.1    59.1   108.0   119.8   212.9   240.1   254.6   265.6   277.5   294.3   320.4   388.9  1594.3  2710.2  25116.0    25022
read      210.6    96.6    63.8   113.0   125.1   193.8   230.1   252.1   268.9   288.9   314.4   353.6   440.2  1024.2  2485.8 157434.8   157513
read      225.8   122.5    68.9   121.0   135.1   209.5   245.8   267.5   283.6   302.9   328.2   368.7   468.3  1398.0  3743.3 172021.0   171975
read      209.4   111.9    68.9   111.1   122.5   190.6   227.8   250.6   267.9   288.4   314.7   354.9   448.4  1204.8  3209.6 154850.4   154918
read      202.8   196.9    63.8   105.5   115.6   181.5   220.5   245.0   263.7   285.6   313.1   353.4   443.1  1059.4  2864.2 139198.2   139185
read      207.5   123.2    68.9   110.4   121.4   188.1   225.1   247.7   265.0   285.4   311.5   350.5   437.8  1401.7  4851.9 153129.6   152724
read      207.0    90.9    63.8   107.0   119.2   206.7   229.8   242.6   251.9   263.6   277.4   302.5   363.4  1076.7  3658.6  20798.2    20845
read      205.1   116.7    63.8   107.2   117.6   183.8   222.9   247.0   265.5   287.3   314.5   354.9   446.3  1160.3  3943.6 140130.4   140348
read      204.7   113.6    63.8   100.9   109.6   181.3   233.6   261.9   280.4   300.9   325.1   361.4   445.7   941.8  3567.0  88717.0    88725
read      199.8   102.9    63.8   104.7   114.5   179.2   218.2   242.9   261.8   283.6   310.7   349.0   428.5  1000.6  3212.2 134189.0   134088
read      212.5   113.3    63.8   100.6   109.5   198.0   248.5   272.2   288.5   307.1   330.4   367.1   462.7  1170.6  3453.2  66067.4    66126
read      208.9    95.6    63.8   101.7   110.7   189.6   244.4   271.0   288.6   308.0   331.3   365.9   447.0   639.0  1152.7  78201.2    78214
read      215.6   101.3    59.1   102.3   111.4   209.0   253.7   274.7   289.5   306.3   327.3   361.6   443.7   769.3  2350.6  55142.4    55191
read      213.1    92.9    63.8   102.2   111.4   208.2   251.8   272.2   286.2   301.6   320.5   352.3   429.9   620.5  3025.6  53959.4    54081
read      204.9   115.4    68.9   102.2   111.5   179.7   225.7   253.9   273.9   297.1   325.1   366.6   481.5  1172.2  3070.5 112153.6   112478
read      233.8   110.9    63.8   126.7   141.7   219.4   255.4   276.4   292.5   312.0   337.7   378.8   481.3  1153.2  3351.6 179511.0   179666
read      204.3   108.8    63.8   101.1   110.1   178.4   227.8   257.1   277.2   300.1   327.8   369.0   478.4  1084.9  3051.5 100671.0   100584
read      200.0    96.8    68.9   103.6   113.2   177.5   218.4   244.4   264.0   286.7   314.4   354.8   453.4   975.8  2007.7 127662.4   127920
read      178.0    93.7    63.8    97.6   110.1   176.8   192.1   200.3   206.9   214.7   225.1   242.1   300.3  1010.8  2633.8   6674.8     6594
read      208.3   111.7    59.1   107.3   119.1   208.9   235.3   248.8   257.9   268.6   281.9   302.4   358.8  1095.5  4328.4  24962.0    25020
read      201.6  2124.8    59.1   101.8   110.9   172.2   212.5   237.5   256.6   277.8   304.2   341.6   421.6   842.7  3448.3 129609.6   129587
read      185.0    63.8    59.1   103.2   117.8   184.4   201.5   211.8   218.4   227.6   237.7   256.6   310.5   910.1  1949.0  10329.0    10277
read      201.7   135.9    63.8   105.0   115.1   177.0   213.8   236.7   255.0   276.2   304.0   344.9   507.2  1813.5  4373.1 148446.4   148458
read      217.8   100.1    59.1    99.8   108.9   203.7   254.5   280.9   299.4   320.4   347.4   388.7   471.6   745.5  1593.0  65993.2    66114
read      217.6    97.4    50.7   100.5   110.1   208.5   252.4   276.3   293.3   312.5   336.5   371.8   450.6   590.2  2005.3  49255.2    49261
read      194.9   109.4    59.1   101.7   110.7   171.7   211.3   236.3   256.2   278.7   306.1   344.7   450.0  1007.8  2485.3 132776.6   133049
read      199.2   120.6    63.8    98.5   107.1   172.8   220.9   249.4   269.6   292.0   318.6   360.3   467.5  1202.0  3778.3 106685.4   106628
read      204.0    77.6    63.8   103.9   115.7   201.8   229.0   243.9   254.5   268.1   285.5   312.7   374.0   801.3  2649.6  23550.2    23498
read      200.4   112.0    63.8    98.0   106.5   173.2   223.2   252.6   272.8   295.6   323.5   369.6   491.9   940.9  3777.6 103545.8   103564
read      192.6    91.6    63.8   105.3   115.3   175.1   208.9   229.9   246.2   266.0   290.8   327.8   407.8   892.1  2494.5 161506.4   161774
read      215.3   105.4    63.8   100.4   110.3   207.5   247.3   269.0   284.4   302.0   323.7   359.0   432.4   712.8  4084.2  39147.8    39037
read      201.5   124.1    68.9   107.8   118.3   181.1   216.1   237.2   253.8   273.6   299.1   339.0   440.6  1772.3  3704.9 163103.8   163622
read      192.5   113.7    59.1   102.0   110.9   170.8   209.8   234.9   254.4   276.0   302.3   339.4   414.8   708.0  5225.3 132153.0   132405
read      194.0    92.0    59.1   102.7   111.8   171.9   211.8   237.2   256.9   278.9   305.3   341.5   428.8   837.7  2006.4 131656.0   131596
read      216.6   127.8    59.1   115.3   128.2   197.5   233.0   255.0   271.6   291.4   317.0   358.9   467.5  1614.7  4857.3 174596.4   174543
read      200.4    91.8    63.8    99.1   107.6   178.7   230.7   258.6   276.8   296.9   320.7   356.7   433.0   621.6  1568.2  90498.0    90567
read      210.1   115.0    63.8   102.0   111.2   177.2   224.4   255.8   279.5   308.3   345.8   415.1   594.2  1032.6  2198.4 116508.0   116582
read      205.2   176.6    59.1   103.6   119.0   195.9   216.7   228.3   235.7   247.3   261.8   286.9   419.7  2833.3  7615.3  13901.6    13888
read      212.5   137.0    63.8   102.6   112.0   178.2   225.6   257.4   281.3   310.2   346.0   409.2   612.7  1338.7  4217.4 118887.4   119224
read      203.4   119.0    59.1   107.9   118.5   181.8   217.7   239.8   257.0   277.3   304.3   343.8   460.1  1543.9  2850.7 156369.0   156471
read      202.6   122.1    54.7   109.5   120.1   183.4   217.9   238.9   255.5   275.0   300.7   340.2   433.4  1356.2  5257.4 163853.2   164013
read      224.7   116.6    59.1   101.7   111.6   213.7   255.8   279.2   295.8   315.5   340.4   379.4   485.7  1273.2  3130.7  41809.0    41909
read      199.7   122.1    63.8   101.6   110.8   173.2   214.8   240.9   260.9   283.8   311.8   353.2   513.8  1405.0  2500.6 128231.2   128280
read      195.2    95.2    63.8    98.8   107.3   171.7   218.9   247.4   267.3   289.2   314.8   351.6   430.3   652.3  2352.0 106969.8   107066
read      211.9    94.2    63.8    99.7   109.4   207.5   247.2   267.2   281.0   296.5   316.6   346.5   419.3   805.2  2948.5  45996.6    46119
read      180.9    59.7    63.8    98.2   112.8   180.5   198.7   209.0   216.2   225.5   235.8   254.1   302.1   882.4  1740.0  10192.8    10227
read      179.8   110.4    63.8    99.1   113.3   177.0   194.6   204.1   211.7   219.8   231.8   250.9   300.6  1014.0  4986.1  10752.4    10870
read      198.3   124.8    59.1   104.8   114.5   175.3   212.9   236.1   254.5   275.4   301.8   340.4   436.6  1793.8  4028.7 146244.2   146664
read      207.7    66.8    63.8   107.1   120.7   206.8   232.7   247.5   257.9   270.6   287.7   313.8   367.5   471.0  1338.1  19875.2    19865
read      196.3   101.8    63.8   100.1   108.9   172.4   218.4   246.3   266.2   288.2   314.4   352.6   448.4   708.7  2184.0 113356.0   113409
read      206.6   107.7    54.7   100.5   109.5   193.0   242.3   265.2   280.2   296.5   317.6   348.2   425.0  1024.0  2199.0  70509.0    70623
read      214.2    91.0    59.1   104.4   114.5   211.1   251.3   270.7   284.3   299.1   318.2   347.2   415.9   628.5  2551.5  52452.2    52633
read      203.4   134.5    63.8   100.4   109.3   175.7   224.8   253.5   273.2   295.4   321.9   364.7   500.8  1301.8  5609.0 104660.2   104630
read      221.7   117.1    63.8   101.7   111.6   213.2   253.2   275.2   291.6   310.6   334.0   368.3   445.7  1319.3  3195.7  42520.2    42594
read      207.6   117.7    63.8   101.0   109.8   180.5   232.4   262.1   282.5   305.7   334.8   381.9   507.6  1005.1  3396.0  95130.0    95196
read      220.7   127.5    63.8   100.0   109.8   210.4   253.0   275.2   291.6   310.7   335.1   372.7   470.2  1496.9  3803.7  52214.8    52243
read      200.4    87.3    59.1   103.9   114.2   203.6   230.3   243.4   252.3   263.4   275.4   296.7   347.4   562.6  4785.2  37050.4    37031
read      198.5    73.9    54.7   102.6   112.6   201.9   229.8   243.3   252.5   263.9   276.6   297.3   344.3   438.3  2841.3  39865.2    39878
read      189.5    86.1    63.8    98.2   106.7   169.3   213.9   240.8   259.3   278.5   300.9   332.3   393.6   519.0  2006.5 110829.8   110750
read      179.0    68.9    63.8   101.1   114.7   181.0   195.1   202.1   208.5   214.9   223.9   236.0   272.3   973.0  2746.7   8237.2     8231
read      197.6    80.6    63.8    99.3   108.2   193.2   234.1   251.9   263.8   276.3   293.0   317.4   371.2   470.1  2447.7  63549.8    63638
read      194.4    81.0    59.1    98.5   107.1   177.2   226.9   251.6   267.4   284.3   303.9   332.5   391.4   494.6  1183.9  90205.4    90167
read      204.1    94.0    59.1   102.2   111.8   203.7   238.6   254.6   265.8   277.7   293.4   317.5   372.5   734.9  2818.3  50462.4    50555
