Timestamp start: 1747334859512
Random waveform, supplied seed
Total number of intervals = 192 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555, 15997, 43089, 12188, 76615, 143480, 63793, 71996, 41778, 21860, 45582, 81972, 42852, 51852, 109368, 55794, 35534, 90576, 95085, 100029, 72551, 84629, 74136)
Average QPS expected = 88139
Timestamp start: 1747334861017
Timestamp end: 1747335821277

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      205.3   126.1    63.8   104.6   114.6   180.6   221.0   246.8   266.1   288.5   316.2   359.1   501.6  1459.1  3873.1 133164.2   133049
read      206.1   104.5    63.8   102.8   112.2   182.5   230.0   258.2   277.5   299.5   326.4   367.6   477.2   927.3  2525.9 106487.8   106628
read      218.0    81.2    68.9   111.1   125.0   212.8   242.6   260.1   272.6   288.3   308.7   340.5   411.9   725.0  1869.9  23436.2    23498
read      203.0    97.3    63.8   101.8   111.0   180.5   228.9   257.0   275.9   297.2   322.8   363.2   453.6   677.0  1969.4 103460.8   103564
read      221.6   122.1    63.8   115.8   129.1   200.3   238.2   262.4   279.9   301.3   330.0   378.2   567.7  1099.7  3595.1 161517.4   161774
read      216.8   135.1    68.9   109.1   120.1   212.5   242.7   258.4   269.7   283.3   300.4   330.8   421.1  1896.6  5070.7  39073.2    39037
read      224.5   153.1    63.8   116.7   130.2   201.6   238.8   262.1   278.9   299.6   327.2   371.9   537.9  2097.1  4755.7 163311.0   163622
read      209.6   125.6    68.9   106.1   116.6   184.5   225.6   251.4   270.8   293.6   321.6   366.6   536.7  1441.2  3407.5 132435.0   132405
read      227.9   194.5    59.1   107.9   118.9   191.7   233.7   260.5   279.9   303.7   334.9   391.1  1068.1  2473.6  4982.5 131457.8   131596
read      251.5   182.6    63.8   127.8   143.9   227.3   267.2   290.6   308.5   330.4   360.7   412.6   620.2  2915.7  5931.1 174816.2   174543
read      213.5   114.9    63.8   102.9   112.5   189.7   241.7   269.9   289.2   311.0   338.1   381.0   504.3  1082.5  2768.4  90697.4    90567
read      205.8   104.4    63.8   104.1   114.0   182.6   227.6   255.3   274.9   297.4   324.8   366.2   468.0   911.2  3052.8 116471.8   116582
read      208.6   110.4    63.8   117.9   133.9   203.4   225.4   237.4   247.5   259.0   274.4   302.1   371.2   922.9  6599.4  13859.2    13888
read      206.1   106.3    63.8   103.7   113.6   181.6   226.3   253.9   273.8   296.8   325.0   369.1   501.1   991.3  3043.5 118845.6   119224
read      223.2   167.8    68.9   112.7   125.4   197.2   235.6   260.1   277.9   299.7   329.2   377.5   588.1  2330.0  5153.6 156175.2   156471
read      230.4   151.5    63.8   117.3   131.2   205.6   244.3   268.0   286.0   308.0   337.4   388.5   624.9  2099.4  4371.6 164056.6   164013
read      233.4   143.6    59.1   103.6   114.6   217.8   258.7   280.5   296.1   315.4   341.9   392.9   718.6  1742.8  3487.0  42117.0    41909
read      213.8   167.0    63.8   105.7   116.1   185.4   228.2   254.7   273.9   296.0   324.2   369.7   577.1  2342.8  5860.6 128052.4   128280
read      204.7    98.5    63.8   103.3   112.7   182.2   229.5   257.6   276.3   297.6   323.4   363.0   453.0   826.7  2585.2 107243.2   107066
read      234.8   153.0    63.8   105.2   116.2   217.1   259.3   282.2   298.7   318.4   345.9   399.0   709.0  1900.6  4025.4  46146.6    46119
read      201.9    98.9    68.9   116.5   133.6   196.0   217.0   229.5   238.2   250.2   266.3   291.9   371.4   885.7  5248.6  10251.4    10227
read      208.1    99.9    63.8   127.5   142.4   205.8   224.0   233.5   241.1   250.2   262.7   282.6   334.2  1148.0  3633.9  10872.4    10870
read      222.5   157.3    54.7   111.0   122.9   195.7   236.6   262.9   281.7   304.5   334.5   386.0   620.2  1835.9  5520.8 146445.0   146664
read      212.7    75.1    74.4   114.3   128.6   208.8   233.9   248.5   259.1   271.9   290.0   318.1   398.7   729.7  2320.0  19900.2    19865
read      213.7   136.6    63.8   105.3   115.3   186.2   232.4   260.6   280.3   302.9   331.5   375.9   569.7  1751.9  3213.9 113361.0   113409
read      208.4    95.6    63.8   102.5   112.2   196.8   243.0   264.4   278.3   294.4   314.7   345.2   425.0   870.2  2331.0  70611.6    70623
read      207.6    86.6    59.1   104.4   114.7   205.8   242.0   259.2   270.6   284.2   300.4   326.4   388.6   550.4  2361.1  52664.2    52633
read      199.5    93.0    63.8   101.6   110.9   180.5   227.2   253.5   270.6   289.2   311.5   343.5   418.9   605.2  2343.8 104537.8   104630
read      212.2   102.4    63.8   106.4   117.4   209.9   240.4   255.8   267.3   280.6   298.2   331.5   433.1   908.1  3887.6  42645.4    42594
read      204.8   101.6    63.8   101.8   111.4   185.3   235.1   261.4   278.0   296.2   318.5   353.6   435.6   744.0  2926.0  95052.2    95196
read      209.2    89.9    63.8   104.7   115.0   207.8   243.2   259.9   271.1   284.8   301.7   329.9   402.1   623.0  2371.7  52185.4    52243
read      207.8    93.5    63.8   108.2   119.4   208.1   235.4   250.2   260.8   272.6   290.0   316.5   379.9   512.1  2109.5  37107.4    37031
read      210.7    92.1    63.8   107.7   118.9   210.5   239.9   254.6   265.7   277.7   294.5   321.0   397.1   640.3  3831.4  39926.8    39878
read      202.9    91.4    59.1   102.6   112.3   182.1   229.3   256.5   274.5   294.5   318.0   354.0   445.0   724.3  1496.0 110458.6   110750
read      192.1    83.9    63.8   114.9   129.3   188.4   205.2   215.1   222.6   231.8   245.7   269.6   342.6  1120.6  3146.5   8146.8     8231
read      205.9    78.2    59.1   103.0   112.9   200.5   242.1   260.8   272.7   287.3   305.2   333.4   402.7   545.0  1004.2  63510.8    63638
read      204.0   103.1    59.1   101.3   110.7   185.6   234.8   259.3   274.5   292.0   313.4   346.1   443.5   937.8  2829.3  90218.2    90167
read      210.8    87.4    63.8   104.6   115.0   207.6   241.5   258.2   270.0   284.4   303.2   336.5   440.7   922.2  2094.9  50575.0    50555
read      196.8    70.1    63.8   114.2   128.1   194.3   213.3   223.9   231.6   241.6   255.3   283.0   360.9   588.2  2032.5  16113.6    15997
read      207.5    86.3    59.1   106.3   116.9   207.6   237.9   253.0   264.1   275.6   292.6   318.8   388.2   548.8  2921.3  43023.8    43089
read      195.6    74.6    63.8   116.2   131.3   191.9   210.7   221.3   229.4   238.4   252.1   275.9   360.7   593.3  1611.6  12264.8    12188
read      206.2   112.3    63.8   102.0   111.7   193.4   240.0   261.6   275.1   291.1   311.0   341.2   421.4   735.3  4132.7  76502.0    76615
read      201.3   112.6    63.8   106.3   116.8   181.7   220.7   245.4   263.9   284.8   310.3   345.9   433.8   688.1  3290.6 143286.6   143480
read      208.2    82.9    68.9   103.3   113.3   201.5   245.9   265.8   278.8   293.5   312.1   339.5   397.6   508.3  1425.2  63784.2    63793
read      207.3    89.4    63.8   102.7   112.6   197.6   242.6   263.2   276.3   291.8   311.5   341.7   419.6   635.0  2000.1  71944.6    71996
read      211.0    84.4    63.8   107.8   118.7   212.1   241.1   255.5   266.5   278.7   295.7   324.0   400.1   570.8  2920.7  41754.4    41778
read      208.7    94.9    63.8   114.6   129.0   206.7   228.4   240.2   249.6   260.9   275.1   303.1   375.5   765.0  4792.8  21932.2    21860
read      213.1    84.2    54.7   107.1   118.1   213.7   245.9   262.0   272.7   286.5   303.5   331.4   396.8   577.6  2626.8  45464.8    45582
read      207.6   112.7    59.1   102.1   111.7   192.3   241.6   264.5   279.1   295.2   315.7   346.4   434.8   922.6  2437.2  82117.4    81972
read      207.6    76.9    63.8   106.4   117.2   208.4   237.5   252.2   262.9   274.4   291.6   317.9   390.7   668.6  1950.2  42971.0    42852
read      207.1    99.3    63.8   104.4   114.7   206.3   240.5   257.0   268.3   281.4   297.3   325.0   398.6   569.0  1289.1  51892.6    51852
read      203.4    92.2    54.7   102.4   112.1   182.9   229.7   256.5   273.9   293.5   317.1   354.8   460.6   771.2  1909.0 109422.2   109368
read      231.3   158.1    59.1   104.7   115.5   209.3   248.9   269.2   284.4   303.7   334.0   407.4   869.1  1843.6  3570.6  55994.6    55794
read      210.2    81.0    63.8   108.2   119.6   208.9   235.5   250.4   261.3   273.5   292.0   322.7   420.3   784.4  2451.8  35597.8    35534
read      204.0   105.2    59.1   101.5   111.0   186.4   234.8   258.8   273.9   291.1   312.4   344.5   432.6   980.8  3098.3  90474.0    90576
read      206.7    98.0    63.8   102.4   112.1   187.4   237.3   263.3   279.9   298.2   320.7   358.0   452.2   737.5  1568.5  95276.2    95085
read      208.9   109.4    63.8   103.0   112.8   187.4   236.6   263.2   280.7   300.5   324.7   365.0   482.3   941.2  2733.8 100180.0   100029
read      214.5   100.8    59.1   103.5   113.7   201.8   248.7   270.7   285.9   303.1   324.7   362.7   468.8   929.4  2903.0  72683.8    72551
read      219.2   119.8    63.8   103.3   113.5   198.1   248.3   272.9   290.0   309.7   335.6   382.9   593.3  1300.5  2334.7  84660.6    84629
read      214.7   111.5    59.1   103.7   113.9   201.6   248.9   270.6   285.5   302.2   323.5   361.3   470.6   933.0  2770.9  74005.8    74136

Total QPS = 88125.6 (84600568 / 960.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 20896340790 bytes :   20.8 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.88%,41.92%,100.00%
Timestamp end: 1747335822874
