Timestamp start: 1747263152347
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      241.0   116.2    68.9   106.1   118.4   223.8   280.1   309.6   330.8   354.7   384.2   426.5   529.4   992.1  2229.6  64945.7    65000  1747263234380  1747263239579
read      241.8   118.4    68.9   106.6   119.0   221.2   278.7   309.8   332.3   357.4   388.3   433.5   555.0  1075.4  2178.6  70162.6    70000  1747263241083  1747263246281
read      247.7   125.9    68.9   108.1   121.7   229.8   286.2   316.8   338.8   363.6   393.8   436.3   544.8   937.6  3829.3  74854.4    75000  1747263247787  1747263252984
read      260.1   130.2    63.8   111.4   126.8   241.2   298.8   331.2   354.2   380.2   412.0   460.4   592.5  1173.4  3345.2  80007.0    80000  1747263254488  1747263259686
read      266.9   167.5    68.9   111.1   125.8   235.8   296.9   332.6   357.9   387.2   425.1   496.2   768.4  1935.6  4058.0  85080.8    85000  1747263261191  1747263266393
read      260.0   137.8    68.9   112.1   128.2   239.5   296.3   330.1   353.4   379.9   412.9   463.1   596.1  1070.1  3100.1  89927.1    90000  1747263267899  1747263273096
read      249.4   120.7    68.9   110.6   125.4   228.4   282.9   314.5   337.9   364.9   398.0   447.3   562.9   952.1  2950.1  94919.2    95000  1747263274599  1747263279800
read      285.3   168.2    68.9   124.2   143.4   265.6   322.1   354.8   377.6   404.5   440.0   498.6   679.6  1214.4  3912.0 100117.3   100000  1747263281304  1747263286509
read      265.3   124.8    68.9   119.4   137.4   247.6   301.9   333.1   355.5   381.5   413.8   462.0   576.4   871.0  3400.6 104973.6   105000  1747263288013  1747263293209
read      290.5   130.8    68.9   129.5   150.3   272.0   329.1   361.1   384.1   411.4   447.7   507.5   676.9   979.6  1961.5 109977.8   110000  1747263294715  1747263299914
read      356.1   166.0    68.9   151.7   179.0   330.3   395.2   433.0   463.4   503.7   564.3   665.2   859.4  1328.5  3158.5 115078.6   115000  1747263301420  1747263306619
read      542.1   207.7    80.4   296.3   334.8   491.1   583.8   660.0   714.2   770.9   834.2   915.3  1066.9  1625.8  4530.5 116972.6   120000  1747263308124  1747263313323
read      573.2   224.7    86.8   328.4   366.8   503.2   598.1   710.3   776.5   835.4   893.6   966.0  1100.4  1727.2  6083.1 112534.6   125000  1747263314829  1747263320029
read      542.1   245.4    74.4   303.0   342.1   475.5   570.9   674.7   734.1   787.5   842.6   912.2  1048.6  1837.3 11233.3 118966.6   130000  1747263321535  1747263326736
read      561.6   228.6    80.4   308.7   350.6   496.3   596.9   699.1   757.2   812.2   868.4   941.1  1099.3  2123.1  5230.4 115034.6   135000  1747263328241  1747263333441
read      585.4   242.4    80.4   331.3   374.2   518.7   605.1   706.8   780.2   847.7   912.9   991.6  1143.5  2175.1  7191.1 110594.2   140000  1747263334947  1747263340144
read      518.6   197.3    80.4   292.0   326.1   454.4   561.9   658.3   708.1   754.1   801.8   865.6  1006.4  1609.4  3254.2 124638.2   145000  1747263341649  1747263346849
read      537.9   208.0    80.4   303.6   340.2   470.8   580.8   680.4   732.5   781.0   832.3   899.5  1037.6  1570.1  4799.4 120290.3   150000  1747263348355  1747263353558
read      565.9   220.5    93.8   337.0   373.6   495.0   573.9   696.1   770.8   831.0   887.2   952.1  1074.6  1571.1  6203.1 114490.2   155000  1747263355062  1747263360262
read      541.1   212.3    93.8   309.4   345.9   473.4   572.8   683.3   740.3   790.2   841.9   907.7  1018.8  1444.3  4944.6 119651.1   160000  1747263361767  1747263366969
read      521.3   192.9    86.8   302.6   334.1   456.3   549.5   659.3   715.1   764.3   812.4   871.2   986.0  1185.0  3818.1 124085.6   165000  1747263368472  1747263373676
read      551.1   211.9    93.8   323.4   358.3   481.5   564.9   684.7   753.5   809.7   862.0   926.8  1046.1  1542.1  4866.0 117538.2   170000  1747263375180  1747263380379
read      562.8   216.8    86.8   324.7   361.6   496.6   582.7   688.9   758.0   820.2   879.9   948.8  1082.3  1787.7  4682.1 115142.5   175000  1747263381884  1747263387090
read      523.3   207.9    93.8   304.7   336.5   455.0   550.5   665.9   719.4   765.8   811.5   869.6   983.0  1495.5  5945.4 123673.6   180000  1747263388594  1747263393798
read      516.7   191.5    86.8   302.0   332.4   450.8   550.1   661.2   711.3   755.4   799.5   858.8   961.7  1170.2  3980.8 125225.0   185000  1747263395301  1747263400504
read      513.5   197.2    86.8   298.5   329.1   449.5   548.0   651.1   702.6   748.3   795.4   855.7   960.4  1173.1  4938.4 126036.0   190000  1747263402008  1747263407206
read      539.1   212.0    86.8   310.6   346.0   473.3   568.1   671.0   730.2   783.8   838.2   905.2  1016.1  1432.9  5331.9 120109.3   195000  1747263408710  1747263413908
read      566.4   212.7    93.8   336.2   370.5   496.9   581.2   699.8   770.1   828.9   885.2   951.3  1076.3  1433.5  5104.6 114441.7   200000  1747263415412  1747263420614
read      543.6   209.0    93.8   322.4   354.5   472.9   557.5   681.5   747.7   800.6   852.4   916.4  1016.7  1256.5  3960.3 119167.0   205000  1747263422119  1747263427325
read      522.6   199.0    93.8   311.8   342.5   451.5   540.2   668.6   724.0   770.3   815.3   869.2   977.8  1226.6  4588.7 123858.2   210000  1747263428830  1747263434027
read      560.0   213.8    86.8   327.8   363.4   494.7   578.8   682.7   754.5   817.0   875.2   942.4  1070.9  1281.7  6225.6 115778.2   215000  1747263435531  1747263440734
read      522.0   195.6    93.8   303.4   335.5   455.1   550.4   662.8   716.9   764.6   811.3   869.8   990.6  1323.8  3714.7 123957.4   220000  1747263442239  1747263447441
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.49%,53.50%,100.00%
Timestamp end: 1747263447790
