#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      181.2    63.7    74.4   102.7   113.5   175.5   198.1   211.6   221.7   234.3   252.2   277.2   336.4   463.8  1960.0   5018.8     5000
read      214.4    79.4    68.9   109.4   125.0   209.7   240.0   256.5   267.9   281.2   298.2   325.3   387.6   589.1  2556.5  10098.4    10000
read      214.4    76.2    68.9   106.0   119.6   209.9   241.4   258.7   270.5   285.1   303.6   332.8   397.8   593.1  1905.6  14960.2    15000
read      236.3   100.2    63.8   106.7   120.8   234.8   271.2   289.6   302.4   317.2   337.3   368.1   436.5  1403.0  2329.3  19921.4    20000
read      243.5   121.0    54.7   106.2   119.3   241.9   281.8   301.5   315.3   331.9   352.5   385.4   464.6  1665.7  3087.2  24845.4    25000
read      243.2   114.6    59.1   105.0   117.5   242.6   285.6   306.7   320.6   338.4   360.9   395.4   474.4   795.9  3467.2  30188.0    30000
read      243.8   106.6    68.9   107.9   119.6   239.8   288.5   311.4   327.1   345.2   369.1   403.6   484.4   736.0  1875.4  35006.0    35000
read      245.3   101.2    63.8   107.0   119.3   240.2   291.5   316.0   332.9   351.7   375.5   413.2   493.4   673.2  1536.4  40063.0    40000
read      249.6   107.2    68.9   107.6   119.9   241.6   296.1   322.6   341.4   362.6   388.5   427.8   512.9   784.4  1348.6  44930.8    45000
read      255.7   112.1    63.8   108.1   121.8   247.4   303.5   331.1   350.3   372.4   399.7   440.2   526.0   671.4  1220.2  49997.6    50000
read      255.7   111.5    59.1   106.8   120.5   245.6   301.2   330.4   350.8   373.9   402.5   446.4   538.1   712.2  1472.1  54956.2    55000
read      260.8   156.5    63.8   107.7   122.1   248.4   304.8   334.7   355.9   380.5   410.9   458.0   549.7   769.1  4395.4  60070.4    60000
read      266.0   134.0    63.8   108.0   123.0   254.5   309.3   339.6   361.6   386.8   418.1   465.5   569.1  1251.6  3062.7  65076.8    65000
read      267.3   120.3    63.8   108.2   124.2   257.1   310.8   340.6   363.2   389.3   422.0   470.1   572.6   899.6  2091.1  70002.2    70000
read      268.8   119.0    68.9   110.3   126.2   255.3   311.6   342.8   366.4   394.6   430.9   486.0   589.2   736.7  1072.0  74881.2    75000
read      277.5   125.7    63.8   112.7   130.1   263.2   318.3   350.5   375.3   404.5   443.6   501.9   623.2   872.6  1593.6  80220.6    80000
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 84.55%,38.69%,100.00%
