#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      212.7   295.7    59.1    94.2   103.8   156.9   180.6   196.1   208.5   225.0   251.6   441.8  1375.3  2365.0  7476.3   5007.8     5000
read      262.9   334.4    63.8    99.7   113.4   188.5   218.7   236.2   252.2   274.8   320.6   891.5  1808.9  2563.6  7451.9  10041.8    10000
read      304.3   429.1    63.8   100.4   114.8   206.6   239.9   261.8   280.0   311.0   389.3  1241.1  2059.9  6450.0 10703.0  15027.8    15000
read      330.4   446.9    63.8   101.3   116.2   225.8   263.3   287.5   309.7   347.3   470.0  1283.2  2008.9  6630.1 11277.3  20011.5    20000
read      344.2   415.2    59.1   102.8   117.3   239.3   281.5   309.3   334.5   379.5   567.5  1292.9  1965.9  3090.9  9720.8  25006.8    25000
read      374.1   446.4    63.8   103.6   119.0   255.1   304.9   338.9   373.4   448.6   924.4  1332.8  1955.1  4743.0 10970.2  30010.4    30000
read      400.8   436.0    54.7   107.3   123.9   267.9   326.5   371.4   423.7   532.4  1194.9  1357.4  1919.3  2529.9  7954.4  34902.2    35000
read      441.9   466.3    59.1   110.1   129.0   282.7   356.6   419.4   493.8   747.8  1297.6  1408.0  1960.2  2720.9  7636.4  40021.8    40000
read      457.0   470.1    63.8   117.6   141.7   307.3   395.0   472.1   558.4   697.4  1138.2  1418.6  2200.0  3139.4  8090.6  44963.0    45000
read     1418.3  1134.0    80.4   440.0   510.1   753.0  2073.9  2428.0  2538.3  2643.4  2746.7  3053.3  4814.0  8090.1 10141.8  46781.0    50000
read     1422.1  1122.9    93.8   474.7   518.5   734.3  2104.4  2443.6  2541.6  2645.9  2752.3  3066.5  3727.8  8087.0  9877.4  47675.0    55000
read     1454.1  1136.7    86.8   474.9   524.6   775.6  2182.4  2463.9  2572.4  2664.0  2755.6  3062.9  4490.1  8100.4 10076.7  46894.4    60000
read     1419.6  1132.1    86.8   465.6   512.9   734.5  2105.8  2445.9  2537.4  2641.9  2752.4  3057.6  4335.8  8092.2 10052.0  47999.4    65000
read     1451.1  1146.7    80.4   484.8   531.2   744.8  2216.9  2470.2  2573.6  2665.1  2756.6  3078.6  5037.7  8102.5 10149.3  47025.2    70000
read     1459.2  1136.5    86.8   483.8   532.6   773.6  2205.0  2463.6  2569.8  2661.9  2754.0  3065.9  4754.0  8115.6 10477.3  46718.1    75000
read     1463.8  1148.7    86.8   495.5   540.9   748.6  2233.6  2479.5  2581.7  2670.5  2759.3  3087.0  5093.3  8105.5 11450.6  46665.4    80000
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 83.96%,35.82%,100.00%
