#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      170.7    73.3    63.8    95.2   105.8   165.1   185.8   198.5   208.5   220.5   235.9   263.0   319.9   532.7  2671.1   4974.2     5000
read      193.7    64.0    63.8   104.2   117.0   188.2   215.0   229.8   240.4   253.4   271.2   298.9   367.2   470.7  1496.1  10037.6    10000
read      203.9    90.0    63.8   101.7   115.4   200.6   229.4   244.5   255.0   268.9   286.4   313.7   372.4   483.2  4206.0  15048.8    15000
read      224.4   263.1    59.1   103.0   116.3   218.8   249.9   266.3   277.3   291.4   309.3   337.5   408.1  1108.5 11805.1  19997.6    20000
read      221.6    81.2    63.8   104.7   117.0   222.1   257.5   275.1   288.1   302.4   320.0   349.0   412.8   507.4  1913.1  25123.8    25000
read      249.3   375.4    63.8   104.4   117.2   238.3   276.8   295.8   309.9   325.7   346.3   382.6   489.6  6146.4 14482.4  29926.0    30000
read      238.2    95.5    59.1   106.2   118.7   238.5   280.9   301.6   316.0   333.3   354.8   389.1   465.6   603.6  2016.2  35090.6    35000
read      243.7   113.0    63.8   106.1   119.0   241.6   287.0   309.1   324.1   342.3   365.6   400.1   479.3   851.7  3154.9  39872.0    40000
read      251.9   108.0    63.8   107.4   121.8   248.5   297.3   321.1   338.5   358.8   384.5   424.9   507.2   666.1  1551.7  45088.8    45000
read      257.1   175.7    63.8   107.9   122.3   246.9   297.7   323.4   341.6   363.3   390.8   434.5   542.1  1574.3  9401.1  49840.2    50000
read      258.7   117.4    68.9   108.7   124.0   250.9   302.5   329.2   347.8   370.2   398.5   445.0   538.4   835.0  2829.1  55198.4    55000
read      266.4   199.5    63.8   109.7   124.0   249.2   305.4   335.2   356.8   382.2   415.3   467.5   617.5  1323.0 11271.3  59927.8    60000
read      269.0   119.7    63.8   111.3   127.2   257.1   311.8   341.4   363.7   390.4   426.1   478.0   587.7   821.3  1800.0  65078.8    65000
read      279.5   125.3    68.9   113.0   130.3   266.1   320.4   351.8   374.9   403.9   444.5   502.4   635.8   907.9  1533.7  69891.3    70000
read      308.4   153.5    68.9   119.5   139.8   286.2   348.1   386.2   415.9   452.6   500.1   579.9   784.2  1126.1  2062.2  75064.0    75000
read      876.9   391.3    68.9   600.8   647.6   796.9   849.3   876.8   916.0   993.1  1381.5  1546.0  1728.1  7165.0 12225.0  74872.7    80000
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 84.70%,38.81%,100.00%
