#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      215.9    79.8    80.4   135.1   145.9   206.4   231.8   248.0   259.9   273.8   292.0   318.7   390.3   842.6  3053.6   4982.6     5000
read      241.4   118.2    74.4   128.7   143.9   229.3   264.8   283.0   295.7   312.1   332.8   366.6   522.8  1491.2  3230.8  10023.6    10000
read      278.2   216.1    74.4   121.7   139.0   266.0   306.4   327.5   343.1   362.5   387.5   429.2   772.9  2421.3 13085.1  15016.8    15000
read      290.6   213.8    68.9   120.0   136.6   279.8   323.9   347.2   365.3   386.1   412.9   458.4   700.8  2940.9  7674.4  20042.2    20000
read      329.4   449.9    68.9   117.5   134.7   286.4   337.8   365.2   385.0   407.9   439.2   501.5  1398.0  6905.7  8964.7  25039.8    25000
read      305.7   261.7    74.4   117.7   134.1   286.6   341.9   371.5   393.1   418.6   451.9   505.2   745.2  3934.1  7907.5  29988.4    30000
read      355.6   479.1    68.9   119.8   138.9   305.3   368.2   402.2   427.1   456.9   499.0   586.2  1609.7  7794.0 14399.8  35074.0    35000
read      320.6   250.7    68.9   117.2   136.1   297.9   362.0   397.6   423.0   452.4   490.6   549.2   847.4  3638.6  9737.8  40139.9    40000
read      314.7   209.6    68.9   116.7   135.5   292.8   358.0   395.0   421.4   451.6   490.8   552.0   796.6  2826.2  6854.0  44959.5    45000
read      329.5   229.4    68.9   117.8   138.7   302.5   370.7   410.6   439.4   472.3   517.1   589.1   865.9  2758.0  7530.3  50107.2    50000
read      363.5   364.2    68.9   119.1   141.4   312.0   384.9   428.4   461.4   503.0   562.7   678.6  1383.3  5716.3  8064.8  54925.2    55000
read      407.2   368.8    68.9   126.6   155.1   345.6   430.4   482.9   524.7   578.4   667.6   817.4  1476.6  5355.2  8040.4  59805.8    60000
read      406.0   342.8    63.8   128.6   157.5   346.8   433.7   490.7   534.6   589.7   670.9   796.6  1411.5  4739.6  8093.0  65028.2    65000
read      639.3   459.2    68.9   178.0   242.6   605.0   733.3   787.1   826.9   878.7   998.5  1319.3  1831.1  7075.2  8144.5  69836.1    70000
read      985.7   432.5   137.8   699.3   735.5   888.8   964.7  1014.8  1066.5  1141.6  1384.8  1673.3  2128.3  7396.0  9077.3  67064.2    75000
read      905.5   373.7    86.8   658.7   696.3   812.0   866.3   909.3   940.5  1018.6  1394.6  1566.4  1832.5  7158.4  7968.9  72808.6    80000
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 83.62%,35.00%,100.00%
