#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      174.5    90.0    63.8   101.5   110.9   169.6   189.7   201.3   210.5   221.1   235.9   261.8   318.4   546.0  6105.0   4976.0     5000
read      199.3    75.1    59.1   104.7   118.1   193.8   219.6   234.5   246.5   260.2   277.1   304.0   370.1   670.7  1740.7  10085.0    10000
read      218.7    82.6    63.8   105.7   119.2   214.7   247.0   264.3   275.9   290.8   309.3   337.5   399.8   638.6  2366.9  15010.2    15000
read      222.4    85.0    63.8   105.8   118.3   220.0   255.3   272.9   285.9   300.3   318.8   346.8   409.9   563.6  1745.2  20048.4    20000
read      241.1   112.4    63.8   105.3   117.6   239.3   278.5   298.2   312.5   329.0   350.2   386.0   468.3  1480.0  2304.5  24993.2    25000
read      237.2   101.4    63.8   105.9   117.9   236.1   278.4   298.7   313.3   330.1   350.7   384.1   453.6   630.9  1850.2  30045.6    30000
read      250.5   102.5    63.8   106.8   120.1   251.7   297.5   319.6   335.4   353.0   374.6   410.9   493.9   728.7  1826.9  34988.0    35000
read      245.1   114.1    63.8   107.2   119.6   239.6   289.5   313.2   329.7   348.2   372.4   409.3   493.7   786.8  2640.5  39812.2    40000
read      251.1   172.4    68.9   106.8   119.0   239.1   291.6   317.0   334.8   355.2   380.8   421.5   522.3  2214.4  7354.6  44917.2    45000
read      254.6   118.9    63.8   107.0   120.3   246.2   300.2   327.3   345.7   368.0   395.0   434.9   533.6  1071.2  2470.5  50024.2    50000
read      255.2   113.4    63.8   106.9   120.8   244.9   299.3   327.7   347.7   371.2   400.2   444.3   539.6   764.0  2218.0  55240.4    55000
read      258.0   116.6    59.1   107.3   121.5   247.1   302.6   331.9   352.6   376.6   406.0   451.2   541.7   746.0  2190.2  59996.4    60000
read      261.9   134.1    63.8   107.9   122.0   246.3   304.1   335.5   358.4   385.3   418.7   468.0   574.7  1098.8  3537.4  64975.7    65000
read      263.7   116.7    63.8   107.6   123.3   254.0   307.4   337.2   359.2   384.8   416.5   463.4   552.8   711.8  1746.7  69965.1    70000
read      278.0   133.4    68.9   111.5   128.9   266.3   319.6   350.4   373.2   400.6   435.1   490.2   617.2  1071.0  2799.9  74883.0    75000
read      280.9   138.1    63.8   114.0   131.7   264.7   321.8   355.1   379.7   409.2   448.6   507.7   638.8   927.5  3217.5  80087.5    80000
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 83.96%,35.82%,100.00%
