#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      229.6   319.5    59.1    93.7   103.6   168.3   194.4   210.2   222.6   240.1   270.5   569.9  1598.1  2487.2  7515.4   5048.2     5000
read      272.6   411.4    63.8    99.0   113.1   193.3   222.2   239.8   254.9   278.2   324.5   983.0  1914.3  7105.0 11221.6   9990.2    10000
read      298.1   358.8    63.8   102.4   118.2   216.5   249.2   270.6   289.4   318.5   392.4  1117.1  1960.2  3043.4  7574.1  14996.0    15000
read      335.3   443.7    54.7   103.3   118.2   227.0   264.0   288.3   310.8   349.2   479.0  1270.1  2168.0  7078.9  8088.3  20070.6    20000
read      346.4   402.9    59.1   105.1   119.8   238.9   280.6   308.2   334.0   383.6   593.4  1288.9  1954.6  2548.3  7916.0  25027.1    25000
read      339.9   356.0    63.8   106.6   122.8   254.5   299.4   330.1   361.6   420.5   587.2  1191.5  1716.9  2524.3  7837.5  30008.2    30000
read      400.3   442.3    59.1   106.4   123.3   264.5   321.1   367.8   418.5   519.5  1206.7  1347.1  1934.5  3184.9  7863.3  35113.8    35000
read      438.1   463.3    63.8   111.0   130.6   282.2   355.2   418.2   488.7   675.6  1268.0  1383.1  1976.6  3043.8  7620.2  39874.6    40000
read      437.2   447.5    68.9   117.3   140.9   299.5   384.5   450.7   519.8   633.5   968.3  1373.2  2207.4  3052.1  8011.2  45170.0    45000
read     1417.7  1139.5    74.4   440.5   503.8   755.3  2097.0  2434.3  2536.6  2642.0  2748.7  3042.6  4112.2  8126.8 13530.1  46928.0    50000
read     1470.0  1148.7    93.8   487.6   535.2   773.1  2238.8  2488.0  2591.5  2679.0  2766.5  3093.5  4998.4  8099.7 10250.6  46340.0    55000
read     1447.9  1142.0    93.8   478.3   524.6   752.3  2213.8  2461.4  2562.5  2662.4  2762.3  3077.4  4786.4  8105.1 10194.5  47083.6    60000
read     1427.4  1134.7   101.3   464.4   512.2   742.8  2163.8  2452.9  2546.6  2654.3  2765.5  3066.5  3907.6  8099.6 10234.6  47695.4    65000
read     1412.4  1124.1    74.4   465.6   510.6   728.0  2134.9  2443.1  2534.6  2643.0  2760.1  3057.0  3655.6  8093.8 10360.1  48081.3    70000
read     1469.5  1140.4   127.6   482.4   531.1   794.6  2233.0  2473.1  2576.4  2673.0  2769.6  3090.4  4659.3  8105.7 10464.3  46332.0    75000
read     1383.7  1124.4    86.8   448.5   492.2   694.3  2036.3  2428.9  2510.5  2611.8  2754.6  3043.8  3812.0  8090.7 10084.6  49058.8    80000
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 84.70%,38.81%,100.00%
