#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      167.2    96.9    54.7    98.0   106.6   161.6   182.5   194.5   203.1   214.3   229.2   253.4   311.6   431.1  2013.0   4945.4     5000
read      189.1    61.9    63.8   100.9   113.3   186.3   209.3   222.5   232.3   244.8   261.3   287.8   345.7   472.0  1188.5  10000.4    10000
read      206.0    76.1    54.7   103.1   116.3   203.1   230.9   246.6   257.9   271.2   289.5   317.2   375.9   495.5  1970.3  15055.2    15000
read      224.3   233.3    63.8   103.3   116.7   216.8   250.2   268.0   280.5   294.8   314.3   343.5   415.8   794.9 11282.3  19864.4    20000
read      229.9    90.0    63.8   104.0   117.0   229.0   267.3   286.3   299.1   314.6   334.9   366.5   431.9   549.9  1958.3  25040.1    25000
read      229.5    87.9    63.8   103.7   115.7   228.1   268.9   289.1   303.1   318.5   339.5   370.3   434.8   542.5  1268.1  29951.8    30000
read      238.6    95.5    59.1   106.9   119.4   235.8   281.3   303.1   318.2   335.9   357.9   391.8   464.2   584.4  1765.9  34874.9    35000
read      244.6   118.7    63.8   106.5   119.1   238.5   288.2   311.9   328.1   346.2   370.8   404.7   485.7   947.6  3095.2  40022.2    40000
read      248.3   122.7    63.8   107.4   120.5   239.7   291.5   316.7   334.5   354.7   379.9   418.5   506.7  1013.8  3341.5  45004.4    45000
read      251.9   123.1    63.8   107.1   120.9   241.2   295.5   322.8   342.3   364.7   391.7   430.4   517.4   892.4  2741.4  50045.2    50000
read      250.4   106.8    63.8   107.6   121.6   239.6   293.7   321.5   341.2   364.2   392.4   433.3   517.5   666.9  1299.7  55057.2    55000
read      260.5   126.3    68.9   109.2   123.5   245.2   303.4   334.6   357.1   382.8   414.3   461.4   569.4   872.0  3298.7  60172.4    60000
read      304.4   192.4    68.9   115.2   134.3   277.3   336.7   370.3   395.6   427.4   472.7   570.5   947.5  1999.7  5723.0  65026.6    65000
read      305.1   173.0    68.9   117.5   137.4   281.0   341.2   376.7   402.9   436.3   484.3   573.4   858.5  1411.4  3878.2  70105.4    70000
read      562.0   398.0    68.9   140.3   181.0   530.5   699.1   749.5   784.0   825.7   905.5  1262.5  1568.1  2720.5 12186.6  74695.1    75000
read      887.6   390.6    86.8   597.5   648.5   807.4   861.4   901.1   934.1  1027.3  1380.2  1558.8  1746.1  7187.8  9903.8  73909.5    80000
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 83.38%,34.00%,100.00%
