Timestamp start: 1747265887050
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      206.8   101.3    86.8   135.9   145.5   195.9   218.3   231.6   241.7   253.9   271.3   298.1   376.9  1086.1  4938.1   5005.0     5000  1747265888558  1747265893817
read      220.5    85.1    86.8   135.1   149.0   213.0   238.9   253.7   265.2   277.6   294.6   321.7   394.4  1040.4  3636.6   9911.0    10000  1747265895320  1747265900554
read      242.0   296.2    80.4   131.2   148.8   228.4   257.8   273.3   285.7   299.7   318.9   354.3   431.4  2135.0 12365.5  14956.0    15000  1747265902058  1747265907255
read      238.7    81.7    74.4   125.3   143.5   234.4   267.6   285.1   297.0   313.3   335.0   367.5   434.4   551.8  2772.6  19928.7    20000  1747265908759  1747265913960
read      249.2   232.3    74.4   120.6   138.2   241.9   277.3   295.9   310.3   326.9   349.4   383.0   458.0   845.5 11795.4  25021.4    25000  1747265915464  1747265920665
read      248.6    89.5    68.9   117.0   133.8   245.9   285.2   306.3   321.1   340.4   364.3   398.7   464.7   581.8  1046.6  29965.8    30000  1747265922170  1747265927366
read      257.0   105.8    68.9   116.3   132.5   252.8   296.9   320.0   338.3   359.0   384.3   421.8   495.5   634.5  3113.3  34963.0    35000  1747265928871  1747265934069
read      250.0    96.4    68.9   114.7   129.3   244.1   290.4   314.2   332.0   353.1   378.6   415.8   485.1   626.5  1556.3  40089.6    40000  1747265935573  1747265940773
read      249.5   105.7    68.9   111.4   125.0   242.1   291.7   317.1   336.2   358.2   384.3   421.7   495.4   633.9  2220.6  45151.9    45000  1747265942277  1747265947477
read      251.6   135.3    68.9   110.0   123.0   241.5   293.8   320.8   341.6   364.7   392.2   432.2   511.8   691.6  2920.0  49939.2    50000  1747265948981  1747265954180
read      250.5   205.7    68.9   108.5   121.1   235.4   290.0   318.5   339.6   363.7   392.2   431.6   513.1   884.4 11907.4  54915.4    55000  1747265955684  1747265960883
read      243.0   116.4    68.9   107.2   119.0   227.4   283.4   313.1   335.0   360.5   390.4   431.5   510.2   639.4  3277.4  60155.4    60000  1747265962388  1747265967585
read      244.5   116.6    63.8   105.5   117.7   228.4   285.6   316.6   339.5   365.0   395.2   436.1   516.6   681.9  2525.5  64833.4    65000  1747265969090  1747265974289
read      240.6   109.1    68.9   105.1   116.6   222.7   280.8   312.3   335.4   362.3   393.5   435.3   514.0   657.1  1860.5  70182.2    70000  1747265975793  1747265980993
read      247.9   175.6    68.9   105.8   117.9   226.7   287.0   319.9   345.0   373.0   404.7   450.1   536.6   764.0 11095.7  74835.8    75000  1747265982498  1747265987699
