Timestamp start: 1747263967771
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      204.7   109.5    80.4   133.5   143.4   193.1   216.0   230.1   240.5   253.1   270.2   296.5   385.7  1084.0  7070.0   5011.2     5000  1747263969278  1747263974539
read      220.3   303.4    74.4   130.6   143.0   200.4   225.4   239.8   251.0   264.9   283.1   315.5   416.1  5041.9 11665.0   9983.6    10000  1747263976043  1747263981279
read      225.9    79.5    74.4   127.6   145.0   220.1   247.6   263.3   273.9   288.4   307.5   340.3   421.7   676.8  2615.1  15040.2    15000  1747263982784  1747263987983
read      230.3    91.8    68.9   123.5   140.7   224.8   254.9   271.7   284.0   297.3   318.5   351.8   426.0   677.8  2753.6  20047.6    20000  1747263989487  1747263994686
read      234.1    92.4    74.4   118.4   134.3   228.8   262.6   280.8   293.9   311.2   333.8   368.7   446.3   663.3  2668.0  25032.2    25000  1747263996191  1747264001388
read      242.7   253.6    74.4   114.6   130.1   236.8   273.1   292.5   307.5   325.2   347.8   384.0   463.0   663.9 19370.4  29930.2    30000  1747264002893  1747264008088
read      248.6   119.7    74.4   112.1   126.5   243.6   284.0   305.4   321.0   341.0   366.7   405.1   521.3   978.3  3109.5  35073.6    35000  1747264009593  1747264014793
read      240.8   109.4    68.9   110.9   124.3   233.9   276.8   299.7   317.0   337.2   362.3   399.6   490.9   750.2  2997.5  39882.0    40000  1747264016297  1747264021496
read      248.5   168.8    68.9   108.3   121.6   241.5   288.5   313.6   331.7   352.2   377.7   418.1   511.0   745.9 10359.4  44962.0    45000  1747264023001  1747264028198
read      245.8   110.1    68.9   108.5   121.6   237.1   287.4   313.6   332.2   353.2   379.4   419.7   508.4   794.6  2771.7  49956.8    50000  1747264029705  1747264034908
read      239.5   111.5    68.9   107.2   119.5   226.0   278.1   304.7   323.8   346.3   373.8   416.8   518.4   853.6  2528.5  55068.6    55000  1747264036414  1747264041612
read      244.1   170.3    68.9   106.8   119.3   227.6   282.7   311.1   331.8   355.5   384.7   428.4   536.3   867.7 10615.6  60041.5    60000  1747264043116  1747264048313
read      242.1   108.5    68.9   106.9   119.6   227.2   283.2   312.6   334.0   357.9   385.9   426.0   504.4   690.6  2022.2  65166.4    65000  1747264049817  1747264055014
read      238.4   107.4    63.8   106.6   119.2   220.5   276.2   306.9   329.1   354.1   383.7   424.6   507.0   692.5  2512.7  70150.0    70000  1747264056519  1747264061718
read      245.6   163.3    63.8   109.4   122.6   224.9   281.8   313.5   336.2   361.8   392.7   435.8   531.2   783.9 10592.9  75226.3    75000  1747264063224  1747264068426
read      249.2   110.4    68.9   111.3   125.8   230.1   287.5   319.9   343.6   369.4   399.7   442.0   530.8   701.5  1896.8  79983.0    80000  1747264069930  1747264075129
read      234.0   130.4    63.8   105.4   117.7   211.4   267.6   299.0   322.8   349.7   381.2   425.3   508.9   694.8  3054.3  85369.8    85000  1747264076634  1747264081844
read      243.9   156.2    68.9   107.9   121.0   220.5   276.8   309.8   333.7   360.9   393.8   440.2   549.7   912.0  7550.2  89953.8    90000  1747264083349  1747264088547
read      239.5   110.6    63.8   108.8   122.4   218.0   272.2   304.7   328.7   355.6   387.4   431.3   523.1   732.2  2089.5  94706.4    95000  1747264090052  1747264095251
read      249.9   114.1    68.9   113.2   128.9   231.0   284.7   315.8   338.6   364.7   396.2   440.3   537.7   787.8  2225.1  99987.2   100000  1747264096756  1747264101960
read      281.0   122.2    68.9   125.5   144.8   266.8   321.9   352.7   373.9   399.3   431.7   484.3   610.0   829.9  2348.2 105254.2   105000  1747264103464  1747264108663
read      259.9   112.3    68.9   119.4   136.9   241.7   296.0   327.9   349.8   374.7   405.1   452.4   550.5   755.7  1911.7 110250.0   110000  1747264110168  1747264115367
read      266.9   116.2    68.9   123.3   141.5   249.0   304.3   335.8   357.9   383.2   414.8   461.7   567.2   756.7  2912.8 115051.0   115000  1747264116872  1747264122070
read      510.2   207.3    80.4   260.9   311.0   456.5   533.3   622.9   693.4   755.2   815.7   886.9  1002.5  1204.1  4332.7 118643.2   120000  1747264123575  1747264128772
read      505.1   205.3    86.8   280.4   315.9   445.4   542.4   634.8   686.8   734.9   785.8   851.1   969.6  1372.6  4828.1 122753.2   125000  1747264130278  1747264135476
read      514.2   191.8    86.8   295.0   326.7   452.3   552.6   650.7   701.8   747.5   796.3   858.7   972.8  1212.8  3618.9 124068.2   130000  1747264136980  1747264142180
read      542.7   208.0   101.3   325.2   357.3   468.8   548.7   686.9   753.3   803.6   851.8   912.1  1013.0  1286.7  3961.6 119102.7   135000  1747264143685  1747264148885
read      567.2   223.2    86.8   341.3   375.7   494.5   567.1   694.1   775.5   837.4   894.1   960.2  1075.5  1555.9  6613.4 114106.4   140000  1747264150390  1747264155587
read      582.2   253.1    80.4   352.6   387.4   506.1   576.2   691.7   794.2   863.2   920.1   987.5  1094.9  1450.3  8589.5 111400.2   145000  1747264157091  1747264162290
read      525.9   195.0    86.8   306.1   338.6   459.9   553.0   664.3   720.7   770.2   819.4   877.6   993.0  1262.5  3192.0 123037.2   150000  1747264163797  1747264168996
read      527.8   196.7    86.8   311.3   343.0   458.4   553.3   675.2   729.0   775.2   821.4   874.2   985.9  1195.6  4535.8 122612.6   155000  1747264170502  1747264175699
read      521.9   191.8    93.8   308.3   339.5   452.2   547.3   668.7   722.7   768.5   812.9   867.0   977.8  1214.4  3751.7 123965.0   160000  1747264177204  1747264182403
read      559.5   211.3    86.8   342.8   374.7   486.3   558.2   697.2   773.2   828.6   877.6   936.1  1046.6  1246.9  6117.4 115853.0   165000  1747264183907  1747264189106
read      547.6   220.9    86.8   316.0   352.5   480.2   568.6   679.5   746.1   801.3   856.4   924.2  1051.7  1461.2  5656.0 118209.9   170000  1747264190610  1747264195809
read      566.7   216.2    86.8   340.0   375.4   493.4   571.2   702.2   779.2   837.1   890.9   951.8  1071.2  1479.1  6030.9 114360.6   175000  1747264197313  1747264202513
read      576.3   220.4    74.4   344.7   380.9   503.0   578.1   697.8   785.1   850.2   908.6   977.8  1096.0  1666.6  5030.4 112465.0   180000  1747264204018  1747264209216
read      554.5   242.0    80.4   323.3   358.4   487.3   571.6   679.5   749.4   808.9   864.0   931.7  1063.8  1576.9 11364.8 116809.0   185000  1747264210719  1747264215917
read      541.8   204.7    86.8   311.0   347.4   477.8   575.6   675.8   733.6   786.1   840.3   908.5  1023.0  1430.6  4814.7 119441.0   190000  1747264217420  1747264222620
read      532.1   195.8   101.3   310.1   344.1   465.8   559.7   671.5   728.9   778.5   828.4   889.5  1000.4  1197.5  3558.4 121700.4   195000  1747264224125  1747264229324
read      523.6   197.5    80.4   301.9   333.4   458.9   560.1   663.2   715.6   763.3   811.3   872.0   994.3  1266.7  3948.0 123570.4   200000  1747264230828  1747264236027
read      543.6   202.3    93.8   315.7   349.2   481.5   573.7   676.2   734.5   787.6   842.7   911.3  1017.8  1230.9  5115.8 119119.2   205000  1747264237530  1747264242732
read      527.3   201.0    86.8   306.8   338.8   462.8   551.3   661.0   718.9   769.1   819.4   881.6  1000.8  1274.2  4563.8 122764.3   210000  1747264244238  1747264249439
read      547.9   215.8    80.4   321.3   353.3   482.8   570.2   681.3   744.2   798.0   852.3   919.7  1024.2  1295.7  6281.8 118243.6   215000  1747264250943  1747264256146
read      538.9   204.4   101.3   322.6   353.9   467.7   545.7   671.7   744.3   796.3   846.9   909.6  1014.1  1369.9  4719.5 120192.1   220000  1747264257650  1747264262849
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.50%,52.50%,100.00%
Timestamp end: 1747264263193
