Timestamp start: 1747263581102
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      198.2   267.0    80.4   127.8   135.8   178.8   199.4   212.4   221.8   233.4   250.2   276.9   365.4  5205.8 10465.7   4962.6     5000  1747263582611  1747263587877
read      202.9    80.2    74.4   127.9   139.7   194.0   217.6   231.4   241.7   254.1   271.3   300.0   373.5   975.1  2883.5   9942.4    10000  1747263589382  1747263594619
read      213.1    83.2    74.4   123.7   138.6   205.3   231.8   247.0   257.8   271.1   289.4   320.1   400.7   973.5  2469.3  15045.6    15000  1747263596124  1747263601324
read      247.2   356.2    68.9   118.9   135.8   221.3   252.0   269.8   283.6   301.0   327.6   377.6   682.8  6156.4 13260.9  19982.0    20000  1747263602828  1747263608027
read      240.7   119.2    68.9   115.4   131.7   230.3   264.3   283.2   296.9   315.9   342.0   391.5   572.9  1275.6  4183.5  25072.1    25000  1747263609531  1747263614740
read      236.1   203.4    74.4   112.3   126.5   223.2   258.5   277.0   291.5   310.1   335.3   376.3   573.6  1597.0 11175.8  30063.8    30000  1747263616246  1747263621446
read      240.5   111.8    74.4   112.1   125.5   233.7   272.5   292.2   307.3   325.5   350.3   393.4   538.2  1159.4  2742.7  34982.0    35000  1747263622951  1747263628152
read      238.0   119.4    68.9   109.7   122.4   228.9   270.2   291.2   307.1   326.7   353.8   395.2   533.9  1333.2  3024.0  39915.0    40000  1747263629656  1747263634855
read      239.8   110.8    68.9   108.6   121.0   232.5   277.6   300.0   316.7   337.1   362.7   401.4   501.4  1073.2  2692.1  45068.0    45000  1747263636360  1747263641562
read      242.4   129.9    68.9   107.1   119.8   233.4   282.3   306.5   324.1   345.1   372.1   413.3   508.6   867.9  2673.3  49904.8    50000  1747263643067  1747263648270
read      244.7   109.6    68.9   106.7   119.3   234.0   286.9   313.2   332.6   355.1   382.9   425.0   533.6   860.0  1494.1  54975.0    55000  1747263649775  1747263654975
read      243.1   117.3    68.9   104.2   116.5   229.8   284.7   312.1   332.3   355.7   384.7   428.0   535.6  1036.2  2746.3  60034.8    60000  1747263656480  1747263661680
read      239.0   111.8    63.8   105.0   117.0   222.5   279.3   308.1   329.3   352.8   381.8   424.2   522.3   780.9  2188.9  65067.6    65000  1747263663184  1747263668387
read      234.5   111.0    68.9   103.9   115.6   216.0   272.5   301.7   322.8   347.5   377.7   421.7   508.3   804.1  2087.3  69760.2    70000  1747263669892  1747263675092
read      245.1   121.4    63.8   106.7   119.5   225.4   283.2   314.5   337.1   362.9   394.0   438.4   548.0   925.6  3257.1  74910.8    75000  1747263676597  1747263681801
