Timestamp start: 1747263581102
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      238.7   120.0    63.8   104.2   116.5   216.7   274.0   304.8   327.3   353.4   385.4   432.5   560.3  1172.4  2311.5  80031.4    80000  1747263683306  1747263688508
read      240.3   131.7    68.9   106.4   119.3   218.9   274.6   306.3   329.6   356.2   387.7   432.3   533.4   862.6  5576.5  85148.0    85000  1747263690012  1747263695211
read      238.8   108.3    68.9   106.4   119.6   219.5   274.0   305.2   328.0   354.3   386.5   430.5   517.6   703.8  1724.3  90031.8    90000  1747263696716  1747263701914
read      251.0   115.3    63.8   111.0   126.0   232.5   287.9   319.3   342.2   368.0   399.7   446.3   546.3   801.5  2304.9  95219.0    95000  1747263703419  1747263708620
read      251.1   120.3    68.9   111.1   125.9   230.1   285.3   316.5   339.2   365.6   398.9   450.9   587.2  1050.2  2517.5 100156.0   100000  1747263710126  1747263715327
read      270.4   117.3    68.9   121.6   140.3   255.2   308.8   339.3   361.3   386.7   418.5   466.2   579.4   804.1  2626.4 104915.9   105000  1747263716832  1747263722033
read      266.0   117.7    63.8   119.4   137.4   248.5   302.9   334.0   356.1   381.6   413.7   464.2   590.3   897.6  1894.1 110055.2   110000  1747263723537  1747263728739
read      278.5   133.4    63.8   125.8   144.6   258.8   314.9   346.6   369.6   396.5   431.2   488.7   638.6   922.2  3740.2 115116.6   115000  1747263730244  1747263735445
read      543.2   207.9    74.4   308.8   347.7   481.6   567.4   666.1   731.8   791.3   850.0   920.9  1041.2  1362.8  5057.7 116628.2   120000  1747263736948  1747263742149
read      545.5   223.5    86.8   315.3   352.2   482.6   566.4   664.6   733.1   793.8   852.0   922.0  1042.2  1285.2  5571.5 117854.4   125000  1747263743653  1747263748854
read      565.2   212.8   101.3   330.2   366.8   501.5   584.4   682.3   756.0   821.9   883.5   955.0  1077.8  1277.8  5869.2 114557.0   130000  1747263750360  1747263755563
read      576.4   232.7    80.4   333.2   374.4   508.1   589.5   696.2   773.1   840.0   903.2   978.1  1097.4  1457.0  7014.8 112308.9   135000  1747263757068  1747263762269
read      563.0   207.0    74.4   332.2   368.6   496.3   578.2   686.6   762.0   824.3   881.7   949.4  1077.9  1335.4  3877.3 115060.3   140000  1747263763774  1747263768978
read      561.6   218.2    86.8   332.2   368.0   490.5   571.4   690.7   766.0   827.3   883.2   946.3  1077.6  1435.9  6161.4 115295.2   145000  1747263770482  1747263775684
read      575.7   217.7    86.8   342.3   378.2   507.3   583.2   685.7   774.0   843.9   906.1   978.8  1095.9  1497.2  6025.0 112578.6   150000  1747263777188  1747263782392
read      573.8   215.3    93.8   335.2   372.7   508.2   592.2   696.3   769.8   835.0   897.1   969.2  1090.5  1361.2  4972.0 112960.6   155000  1747263783898  1747263789099
read      528.9   200.6    86.8   305.8   340.7   463.1   552.1   662.0   722.2   775.0   827.8   891.0  1003.9  1268.8  3887.1 122355.4   160000  1747263790604  1747263795808
read      534.9   201.2    86.8   305.9   342.5   468.9   561.2   667.2   729.7   783.7   837.4   903.6  1015.1  1307.3  3944.2 120980.5   165000  1747263797312  1747263802513
read      496.4   189.1    80.4   279.5   312.3   429.2   554.0   644.1   685.8   724.2   765.7   820.4   938.0  1444.0  3315.9 130223.8   170000  1747263804018  1747263809218
read      528.9   195.0    93.8   302.2   338.0   466.5   562.2   660.4   717.2   769.3   822.2   886.0  1002.3  1242.8  3626.4 122287.4   175000  1747263810724  1747263815926
read      551.4   218.7    93.8   318.1   354.7   489.3   575.4   671.6   738.2   798.9   859.2   929.9  1054.4  1269.6  7198.0 117506.4   180000  1747263817430  1747263822633
read      555.7   203.1    93.8   327.1   362.2   491.1   574.8   681.2   751.5   811.9   866.9   933.8  1053.8  1254.6  4097.0 116593.0   185000  1747263824138  1747263829341
read      511.5   191.7   101.3   287.8   322.7   449.3   553.0   647.1   699.2   746.6   795.2   856.6   971.3  1247.1  3375.3 126488.6   190000  1747263830845  1747263836049
read      560.0   217.8    86.8   324.9   361.4   495.5   578.4   678.8   751.7   815.9   875.2   942.6  1071.0  1649.6  5086.1 115647.2   195000  1747263837553  1747263842763
read      536.7   204.0    86.8   307.6   344.0   474.2   565.2   664.0   725.1   779.6   834.6   902.0  1014.7  1298.5  4569.4 120608.2   200000  1747263844269  1747263849470
read      579.0   216.0    93.8   339.5   378.6   515.9   592.2   687.3   766.3   838.7   905.8   983.1  1100.0  1359.3  6323.9 112014.3   205000  1747263850976  1747263856177
read      577.5   240.2    86.8   328.7   372.2   505.8   588.0   700.4   781.2   849.2   910.7   984.2  1126.8  1869.1  7147.4 112222.9   210000  1747263857682  1747263862882
read      547.1   206.3    93.8   309.3   349.1   486.1   576.1   671.3   734.9   793.5   851.6   922.7  1061.4  1475.8  3519.4 118358.2   215000  1747263864390  1747263869591
read      546.3   210.7    93.8   321.9   354.9   479.0   562.1   675.3   744.3   800.9   854.0   919.1  1025.4  1349.9  4813.9 118588.0   220000  1747263871096  1747263876298
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 80.67%,42.00%,100.00%
Timestamp end: 1747263876534
