Timestamp start: 1747304329299
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      199.7    78.8    63.8   113.0   125.1   186.5   216.6   234.6   249.5   267.6   291.5   329.0   407.5   548.7  1771.1 184795.3   185000  1747304571235  1747304576409
read      204.2    77.7    59.1   114.5   127.6   191.9   222.6   240.6   254.5   272.2   295.5   334.5   419.3   560.8  2083.3 189459.2   190000  1747304577912  1747304583086
read      210.7    86.0    63.8   118.7   132.3   198.5   229.3   247.9   262.1   279.2   302.9   341.0   428.3   608.9  1854.1 195126.8   195000  1747304584590  1747304589763
read      244.1    91.9    63.8   133.9   150.8   231.1   267.5   288.6   304.5   323.4   349.9   395.7   505.1   699.1  2224.7 200117.2   200000  1747304591265  1747304596441
read      227.5    77.8    63.8   130.4   146.1   217.2   247.9   266.3   279.8   296.5   319.3   358.7   450.8   616.9  1178.0 204841.1   205000  1747304597944  1747304603119
read      245.9    93.5    63.8   141.2   159.1   235.5   267.7   286.1   299.2   316.3   339.7   379.7   488.1   701.9  2636.8 209617.9   210000  1747304604622  1747304609794
read      259.9    89.2    59.1   152.5   172.4   251.0   281.2   298.1   312.2   328.8   352.4   395.7   508.9   715.9  1968.2 214209.3   215000  1747304611297  1747304616471
read      289.9   100.4    68.9   162.9   184.2   282.9   320.1   341.0   356.4   373.6   398.4   436.5   540.1   799.2  2830.4 211411.7   220000  1747304617974  1747304623147
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 61.05%,0.50%,100.00%
Timestamp end: 1747304624722
