Timestamp start: 1747332242732
Random waveform, supplied seed
Total number of intervals = 96 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124)
Average QPS expected = 95088
Timestamp start: 1747332244239
Timestamp end: 1747333204473

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      202.4   113.8    63.8   104.0   113.7   179.0   219.3   244.9   264.3   287.1   315.5   359.5   482.3  1155.2  2919.0 129296.7   129314
read      201.6   108.0    63.8   106.4   116.5   180.4   217.5   241.2   259.6   281.4   309.3   351.1   460.4  1101.8  3409.7 144772.5   144723
read      201.0   112.9    63.8   102.8   112.2   178.0   220.9   247.8   267.4   289.8   317.1   358.7   459.4   855.8  3288.6 117447.6   117379
read      200.3   101.9    68.9   102.9   112.3   177.5   219.7   246.1   265.9   288.5   315.9   357.6   462.3   857.7  2829.9 119895.6   119931
read      201.2   103.0    59.1   104.4   114.2   179.1   218.6   243.7   263.0   285.4   313.4   355.9   464.5  1040.5  2763.8 131976.5   132052
read      201.1   100.6    63.8   106.4   116.5   180.6   217.9   241.4   259.6   281.0   308.6   349.2   453.8  1063.4  2778.9 143304.9   143350
read      199.4   112.9    63.8   105.3   115.3   178.2   215.1   237.9   256.1   277.4   305.0   344.9   447.4  1255.4  3424.2 143241.3   143518
read      210.9   106.3    63.8   114.5   127.2   193.4   227.2   247.8   263.7   283.0   309.2   351.6   485.7  1063.2  3270.0 173166.3   172981
read      203.7   107.2    59.1   101.5   110.5   181.5   230.3   258.2   276.9   298.1   323.2   361.2   444.4   802.2  3305.3  93908.6    94027
read      210.8   112.0    68.9   113.8   126.1   192.1   226.4   247.2   263.2   282.7   308.8   351.1   487.3  1405.6  3124.8 170227.6   170019
read      274.4   194.4    68.9   131.0   148.3   234.8   276.3   302.6   323.6   354.2   404.2   530.0  1052.6  2322.7  4060.6 179255.6   179090
read      233.6   155.8    59.1   104.6   115.4   216.8   259.0   282.4   299.7   320.6   350.1   400.8   649.6  1745.2  3760.7  47069.1    47130
read      216.0    94.0    59.1   107.6   122.0   213.2   240.6   255.8   267.5   280.8   297.6   327.9   406.0   811.9  3877.9  19496.9    19439
read      210.6   120.7    63.8   106.2   116.5   184.6   225.8   251.8   271.4   294.9   325.2   375.5   597.2  1233.7  2946.6 129108.3   128963
read      214.1   105.9    59.1   108.1   120.8   212.4   238.7   253.8   265.3   278.0   295.3   321.5   392.5   602.5  4908.1  23816.8    23787
read      228.7   104.8    63.8   102.6   112.5   213.9   265.3   293.8   314.8   339.2   369.1   411.2   494.1   739.0  1628.6  62001.2    61848
read      205.9   103.3    63.8   102.6   111.8   181.3   229.1   257.8   277.8   300.9   329.6   373.3   489.7   783.7  2617.3 101970.2   101968
read      200.7   104.3    63.8   102.3   111.4   177.5   222.4   250.0   269.9   292.2   318.5   358.0   446.7   844.8  3184.0 108880.6   108767
read      202.8   101.0    59.1   101.7   110.6   180.6   228.0   255.5   274.5   295.9   321.4   361.9   455.5   740.0  2983.2  97207.7    97139
read      207.1   118.1    63.8   109.8   120.5   185.0   220.7   242.9   260.1   280.9   308.6   353.0   519.4  1475.3  3160.7 158578.1   158594
read      201.7   122.4    59.1   105.0   115.0   178.5   216.1   239.7   258.3   280.2   308.4   351.0   497.9  1337.8  3400.3 141297.5   141240
read      225.1   108.9    59.1   102.2   113.0   217.5   259.5   281.7   297.0   315.4   338.5   372.9   464.3  1023.7  3089.2  41374.2    41405
read      227.5   111.3    59.1   100.7   110.9   214.9   264.2   291.2   310.3   331.7   358.1   397.1   484.3   990.2  2897.6  58016.7    57997
read      206.2   133.4    63.8   104.6   114.7   180.3   220.0   245.3   264.7   287.6   316.8   365.6   562.9  1478.3  3897.6 133500.8   133577
read      228.9   122.5    59.1   101.0   111.2   215.6   263.1   289.3   307.9   329.4   356.6   397.1   498.7  1382.2  3034.3  53889.6    53832
read      208.9   134.7    63.8   105.6   115.7   181.4   220.6   245.7   265.1   288.2   317.8   368.4   632.1  1717.7  3457.2 139726.0   139832
read      206.8   123.8    63.8   111.4   122.8   187.3   221.5   242.2   258.4   277.9   304.6   347.0   482.0  1294.4  4679.3 170381.7   170515
read      192.5   104.4    63.8   101.5   110.4   170.8   209.4   234.0   253.0   274.4   301.1   339.5   430.1   876.1  3083.7 128702.2   128494
read      208.0    96.2    59.1   103.8   116.5   206.8   231.7   245.7   255.4   268.2   284.2   310.1   377.8  1080.2  3075.6  20768.5    20789
read      226.9   130.2    59.1    99.9   109.6   208.9   259.2   286.9   306.4   328.6   357.3   400.6   540.8  1593.9  3123.2  63656.8    63647
read      225.7   134.9    59.1    99.8   109.5   207.3   257.0   285.1   305.1   328.2   357.5   400.4   516.5  1697.4  3265.5  64936.1    64802
read      225.4   128.0    59.1   100.3   110.1   210.4   257.7   283.4   301.3   321.6   348.1   391.5   515.8  1556.3  3286.5  55739.3    55719
read      210.0   135.0    63.8   111.8   123.2   187.3   220.9   241.2   257.0   276.2   303.2   347.6   561.9  1677.3  3435.2 174263.3   174179
read      196.6   104.0    63.8   100.1   108.8   172.8   218.2   245.7   265.3   286.9   312.9   350.7   449.2   838.6  3015.4 106255.8   106356
read      208.6   110.1    63.8   113.6   125.6   189.6   222.6   242.6   258.3   277.2   303.7   347.3   516.4  1272.1  3211.7 178795.0   178750
read      197.8   109.6    63.8   100.7   109.5   174.3   219.6   246.8   266.2   287.8   313.9   353.0   454.2   818.4  2527.6 105808.0   105831
read      195.4   103.0    63.8   100.2   109.0   172.1   215.6   242.2   261.7   283.4   309.6   346.9   449.7   904.0  2975.2 110791.2   110667
read      189.7    79.9    59.1    96.8   111.4   187.6   206.0   216.6   225.2   234.6   249.9   274.8   351.3   977.8  3007.6   8813.5     8803
read      224.9   124.2    59.1   101.1   111.2   214.1   258.3   281.6   297.7   316.7   340.6   376.8   488.8  1302.7  3716.4  45688.8    45662
read      216.6   109.0    59.1   102.7   113.7   211.3   244.4   262.7   275.1   290.9   310.9   342.5   436.1  1319.9  3580.3  30868.5    30867
read      224.6   128.6    59.1   101.0   111.1   213.8   257.0   280.4   296.5   315.6   339.5   375.8   482.6  1521.3  3816.4  45692.5    45656
read      205.7   119.4    63.8   102.4   111.6   179.9   228.1   256.4   275.7   297.6   325.3   368.6   490.1  1186.1  3435.9 101060.8   100938
read      191.0    85.8    63.8   102.9   111.9   170.6   207.8   232.2   251.1   272.8   299.2   337.0   413.3   690.7  2177.9 132505.3   132360
read      219.1   109.2    63.8   102.1   111.7   205.5   255.2   281.1   298.8   318.9   343.6   380.9   457.1   716.5  2827.2  67675.2    67591
read      215.0    89.1    54.7   104.9   115.8   214.2   247.2   264.4   275.9   290.8   309.5   338.5   403.5   627.0  2828.4  33932.3    33910
read      202.6   112.3    63.8   101.4   110.3   182.6   231.2   257.2   274.2   293.6   316.8   352.1   436.9   704.8  4342.1  85865.4    85729
read      202.4   100.4    63.8   107.1   122.6   198.8   218.1   229.5   237.1   248.5   263.3   288.5   359.3  1364.1  3102.4  12876.9    12884
read      217.2   116.7    63.8   104.7   114.3   210.8   248.3   267.5   281.0   296.4   317.3   351.9   447.0  1472.7  3135.4  45565.4    45621
read      215.5   109.2    59.1   105.7   115.9   212.4   244.7   261.9   273.4   288.1   306.9   337.7   416.9  1580.2  3063.3  36975.6    36938
read      213.5   112.9    63.8   103.7   112.8   203.6   247.8   269.4   284.2   300.6   320.9   355.5   434.6  1151.0  3124.8  56934.8    56902
read      203.4   106.9    63.8   102.7   111.8   179.5   225.6   253.6   273.6   296.0   323.0   364.3   466.0   848.3  3728.3 102241.4   102243
read      204.9   134.4    59.1   107.7   122.4   198.9   218.3   229.5   236.9   248.2   262.8   288.5   374.3  2029.7  7027.7  14109.2    14085
read      204.4   102.5    63.8   102.3   111.3   181.7   230.0   258.2   277.6   299.2   325.4   365.2   465.2   772.7  2054.7  93910.8    94103
read      213.3   119.5    63.8   102.7   111.9   203.0   246.8   268.4   283.2   299.8   320.7   356.8   449.7  1210.7  3208.2  58103.1    58175
read      206.2   121.3    68.9   109.9   120.6   186.0   222.0   244.0   261.0   281.4   308.4   349.5   463.1  1428.1  3813.2 151423.8   151312
read      206.5    97.4    63.8   102.3   111.3   186.1   236.6   264.1   282.3   302.5   326.8   363.4   447.8   686.2  3002.3  83168.4    83333
read      201.6    95.3    63.8   111.2   122.2   184.8   218.3   238.7   254.8   274.1   299.2   338.8   432.4   848.4  2612.5 165134.4   165153
read      197.4   141.5    63.8   102.6   111.7   173.6   214.4   240.2   260.1   282.5   309.9   348.4   446.8  1011.1  5143.4 124126.5   123975
read      218.5   115.3    63.8   106.9   118.8   215.0   245.1   261.7   273.2   288.2   307.3   338.1   415.0  1243.2  4064.1  28371.0    28449
read      204.2    99.2    63.8   106.1   121.1   201.4   225.3   237.8   248.2   260.2   275.2   301.0   365.7   775.4  3646.3  14885.8    14903
read      219.5    91.5    63.8   105.9   117.3   213.5   248.9   268.9   283.3   299.9   321.1   356.5   431.5   748.2  2221.3  31282.7    31189
read      219.8    88.3    59.1   103.9   114.3   213.4   252.8   274.0   289.6   307.9   331.4   367.9   445.7   609.4  1660.8  40621.8    40636
read      200.6    97.9    63.8    99.9   108.6   182.7   231.4   256.4   272.7   291.1   313.6   346.3   427.6   655.0  2968.3  80551.8    80574
read      201.6   364.9    63.8   110.7   121.5   183.5   216.4   236.0   252.2   271.3   296.2   336.6   436.6   882.3  3491.8 168904.8   168820
read      201.5   117.8    54.7   109.4   119.8   182.1   216.2   236.9   253.5   273.4   299.5   340.6   454.1  1200.0  4077.1 162411.6   162621
read      203.6   109.8    63.8   100.4   109.4   176.9   225.3   254.1   274.3   297.3   326.5   373.1   509.1  1052.5  2689.6 101469.2   101621
read      221.8   112.6    63.8   101.8   111.5   209.1   257.6   283.2   300.7   320.3   345.1   383.1   465.7  1071.8  3085.6  58751.4    58592
read      201.0   119.6    63.8   106.5   116.7   179.3   214.6   236.1   253.7   274.4   302.0   344.5   494.3  1417.0  3329.9 153132.3   153042
read      198.1    97.3    54.7   100.8   109.6   173.0   217.4   245.6   266.1   289.4   317.7   363.0   480.2   741.3  1969.5 112479.7   112238
read      205.5   132.1    59.1   108.9   119.3   182.7   217.4   238.7   255.5   275.6   303.3   346.6   533.0  1689.2  3587.8 160265.0   160265
read      213.7   128.9    59.1   101.2   110.3   203.1   245.5   266.7   281.7   299.1   322.5   362.3   458.0  1322.8  5602.5  57153.2    57109
read      196.1   100.6    63.8    98.7   107.1   176.1   224.8   250.1   267.1   285.8   308.4   342.0   423.7   733.5  2525.3  88425.9    88551
read      185.0    68.0    63.8   102.8   117.4   184.5   200.4   209.8   216.2   224.7   234.5   253.4   308.6   994.3  2142.9   8395.4     8385
read      205.9   103.7    63.8   104.8   115.1   206.3   233.2   247.6   257.5   269.8   285.9   311.8   379.4   940.0  4241.2  34068.3    34088
read      198.7   117.4    59.1   101.2   109.9   172.2   216.0   244.0   264.5   287.6   315.8   360.7   502.0  1033.2  3298.7 113601.1   113600
read      189.7    85.2    63.8   102.2   111.1   169.3   207.0   232.0   251.2   273.0   298.5   335.0   404.1   592.6  2376.2 131952.2   131842
read      201.7   110.0    59.1   102.6   111.9   178.7   223.0   249.4   268.0   288.8   314.5   355.7   482.5   962.4  3083.1 112191.4   112066
read      201.7    96.2    54.7   101.1   110.2   189.7   234.8   255.5   269.1   284.6   304.0   335.1   414.8   792.1  2561.5  72563.9    72585
read      197.3   100.0    63.8   103.6   113.2   175.3   214.3   238.8   257.7   279.3   306.3   346.1   467.9   893.8  2511.5 133568.9   133669
read      189.1    71.6    59.1   105.0   121.1   188.3   205.6   215.4   222.8   231.5   243.7   264.2   315.8   948.0  2962.0  11831.1    11820
read      193.5    70.1    63.8   106.7   123.6   193.6   211.4   221.0   228.4   235.9   248.9   268.5   317.8   949.7  3261.2  12663.0    12639
read      191.7    96.6    63.8   101.2   109.9   170.6   212.1   238.1   257.3   277.8   302.3   337.3   410.5   582.9  2556.2 118419.1   118548
read      199.3    89.9    54.7   110.2   120.7   182.0   215.2   235.4   252.0   271.7   297.0   338.0   442.3   795.8  1893.3 165783.7   165754
read      196.2    91.8    59.1    99.6   108.3   178.5   227.0   250.9   266.5   283.6   304.0   334.8   402.2   679.5  2006.5  87024.1    86823
read      193.6    66.7    63.8   107.6   122.4   195.3   213.6   223.4   230.3   238.2   250.3   268.8   312.8   548.8  2511.4  16858.3    16898
read      188.9    78.6    63.8   101.2   109.9   168.9   208.3   233.9   252.9   273.7   297.8   332.4   400.5   542.0  1350.7 123150.5   123124

Total QPS = 95101.0 (91296920 / 960.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 22550339734 bytes :   22.4 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.87%,36.68%,100.00%
Timestamp end: 1747333206121
