Timestamp start: 1747325705952
Random waveform, supplied seed
Total number of intervals = 96 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124)
Average QPS expected = 95088
Timestamp start: 1747325707459
Timestamp end: 1747326667692

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      206.6   113.0    54.7   103.0   112.9   181.9   224.8   252.3   272.6   296.1   325.2   369.8   536.3  1130.2  2469.3 129379.8   129314
read      209.6   127.6    59.1   104.5   115.0   183.6   224.5   250.6   270.3   293.8   323.5   372.8   584.5  1370.7  3453.8 144573.3   144723
read      219.9   142.8    63.8   103.8   114.1   189.7   238.2   268.6   290.1   314.8   346.2   403.5   639.7  1433.9  4389.0 117332.8   117379
read      220.9   136.1    59.1   104.8   115.4   191.9   240.1   269.8   291.1   315.8   347.0   402.6   627.1  1531.4  3921.1 119967.7   119931
read      221.0   139.0    59.1   105.9   116.7   191.0   236.4   265.6   286.7   311.5   343.6   402.1   659.1  1684.3  3249.5 131924.8   132052
read      236.8   147.5    59.1   113.7   127.5   210.1   255.7   283.4   303.8   328.8   363.3   428.4   642.8  1595.3  3992.8 143318.1   143350
read      238.4   136.3    59.1   114.5   128.4   211.7   258.2   285.9   306.6   332.0   367.5   435.1   651.2  1422.8  3892.1 143538.1   143518
read      295.5   159.0    63.8   142.0   162.4   267.0   316.1   346.5   371.5   403.2   450.1   533.2   795.9  1651.3  3970.8 173045.4   172981
read      234.8   138.6    63.8   107.6   118.7   208.1   263.5   293.1   313.5   337.3   367.8   425.8   625.4  1616.4  3168.4  94054.7    94027
read      324.6   178.2    63.8   153.3   176.9   293.3   347.9   382.7   409.1   443.3   491.6   578.4   872.9  2165.8  3979.3 169806.1   170019
read      233.7   115.6    59.1   122.7   138.3   215.9   252.9   274.5   291.6   312.2   340.4   392.0   550.5  1146.4  3278.2 179129.9   179090
read      228.0   106.1    59.1   109.5   120.3   221.5   262.4   282.4   295.9   312.7   334.3   370.0   496.4   941.3  3018.8  47019.3    47130
read      219.0    76.4    63.8   117.4   132.7   214.4   240.6   254.8   266.5   279.8   297.6   328.8   419.1   669.1  2186.5  19406.0    19439
read      210.4   127.4    59.1   103.3   113.5   184.7   229.0   256.9   277.2   300.7   329.8   373.9   545.6  1361.9  3828.1 128872.6   128963
read      218.5    87.7    63.8   113.2   126.8   212.0   240.0   255.8   268.5   283.7   304.6   339.7   456.1   800.1  2530.1  23876.8    23787
read      219.4   103.3    59.1   103.8   113.8   206.5   254.5   277.1   292.8   311.2   335.1   373.2   507.1   847.3  2411.0  61843.2    61848
read      212.0   116.8    63.8   101.7   111.1   185.4   235.8   266.1   286.6   309.3   337.2   381.3   553.9  1209.6  2736.4 101748.9   101968
read      204.1   109.6    54.7   100.6   109.9   179.9   227.0   256.4   276.4   298.6   324.9   364.8   486.2   937.4  2849.2 108838.7   108767
read      211.3   118.5    59.1   101.0   110.3   185.7   236.7   265.8   285.3   306.9   334.0   377.3   549.7  1200.6  3240.0  97060.1    97139
read      209.8   133.3    59.1   106.8   118.0   185.3   223.4   247.5   266.1   288.5   317.5   366.4   564.8  1535.0  4308.4 158733.0   158594
read      205.3   129.4    59.1   102.6   112.6   179.3   219.5   246.2   266.2   289.6   318.5   365.4   553.9  1517.3  3465.5 141149.9   141240
read      226.2   128.6    59.1   103.6   114.8   213.3   254.6   276.8   293.0   312.1   336.4   375.1   544.2  1564.4  3897.6  41461.0    41405
read      231.0   135.2    59.1   101.4   111.8   212.1   262.6   288.5   306.9   328.4   356.8   404.8   605.7  1613.8  3320.0  57943.5    57997
read      209.0   131.4    59.1   102.1   112.0   179.8   222.2   250.0   270.8   295.0   326.2   378.1   639.0  1520.3  3198.7 133672.8   133577
read      225.3   128.6    63.8   101.5   111.9   210.8   258.0   282.9   299.9   319.0   343.6   383.4   515.0  1611.5  3197.2  53776.5    53832
read      204.2   117.1    59.1   102.5   112.5   178.8   219.6   246.5   266.7   290.4   319.3   365.8   543.7  1265.2  2888.4 139705.7   139832
read      207.7   110.8    54.7   109.6   120.9   187.3   223.2   245.3   262.4   283.0   310.5   355.0   507.1  1291.2  3307.7 170248.0   170515
read      202.3   108.4    59.1   101.5   111.1   177.7   220.1   248.1   268.4   291.6   319.3   363.3   523.2   956.9  2528.7 128631.7   128494
read      213.2   118.2    59.1   107.5   121.5   204.5   233.4   250.1   262.7   277.7   298.0   332.1   432.8  1109.3  4217.6  20758.7    20789
read      227.1   151.6    63.8   100.9   110.8   208.0   259.3   285.4   303.6   324.3   351.6   397.5   551.9  1732.3  4635.0  63621.7    63647
read      226.4   141.6    59.1   101.2   111.0   207.6   259.7   286.1   304.4   325.2   352.1   396.8   537.6  1809.4  3792.3  64890.2    64802
read      223.7   128.5    59.1   101.3   111.3   209.5   256.7   280.7   296.9   316.4   341.3   380.1   515.9  1659.2  3207.8  55778.9    55719
read      210.2   131.0    54.7   111.1   123.1   190.1   225.1   246.4   262.8   282.5   308.9   351.1   496.3  1632.5  4367.3 173779.0   174179
read      208.8   115.7    59.1   101.1   110.5   182.7   231.8   261.6   281.9   304.9   333.6   378.8   535.2   993.0  2870.9 106588.9   106356
read      223.1   124.8    59.1   117.2   131.1   203.4   239.0   261.3   277.5   297.9   326.5   375.3   543.8  1278.0  4936.4 178648.7   178750
read      202.5   102.3    59.1   100.0   109.2   179.0   226.7   256.0   276.1   297.8   323.3   362.2   471.0   821.1  2659.0 105928.1   105831
read      202.7   105.1    59.1    99.9   109.3   178.2   224.7   253.9   274.3   296.6   323.3   364.5   497.4   886.2  2747.9 110654.4   110667
read      193.4   101.3    63.8   105.6   119.1   184.9   204.3   216.7   227.4   240.2   259.1   292.6   400.7  1391.7  3383.4   8830.5     8803
read      224.7   149.2    54.7   103.3   114.2   214.2   257.4   279.7   295.0   313.0   335.7   370.6   484.3  1309.8  6111.2  45655.4    45662
read      221.7   102.4    63.8   106.7   119.0   214.3   249.0   268.1   282.0   297.4   318.2   353.1   473.7  1023.2  2608.2  30901.2    30867
read      226.4   125.1    59.1   103.2   114.0   215.7   259.2   281.7   297.1   315.2   338.4   373.8   504.7  1562.1  3615.3  45522.6    45656
read      201.8   112.0    59.1    99.8   109.0   180.4   228.2   256.1   274.5   294.6   318.2   353.5   442.4   791.7  3771.4 100966.7   100938
read      200.5    97.9    59.1   102.3   112.1   178.9   220.4   247.5   267.3   289.7   316.6   356.5   460.8   758.6  2498.5 132371.9   132360
read      210.2    97.4    59.1   102.7   112.5   198.1   245.0   267.2   282.0   298.0   318.4   350.0   436.6   690.9  2754.8  67717.9    67591
read      207.9    78.6    63.8   107.9   119.2   205.6   234.7   250.1   261.3   274.1   292.0   319.2   387.7   569.5  2472.0  33923.8    33910
read      205.4    95.2    59.1   100.4   109.8   186.6   237.9   264.5   281.9   300.6   322.7   356.8   436.8   621.5  1786.0  85732.4    85729
read      194.7    74.9    63.8   109.9   125.1   189.6   209.7   221.5   231.2   243.4   260.3   290.2   353.0   559.9  3235.9  12900.4    12884
read      209.4   100.9    59.1   103.5   114.0   204.3   240.8   258.6   271.2   286.2   304.9   334.4   406.7   689.5  3817.8  45608.2    45621
read      209.8    79.4    59.1   105.6   116.6   207.1   239.6   255.9   268.3   282.5   300.3   329.5   402.0   603.8  1816.5  36961.7    36938
read      212.8    95.7    59.1   102.5   112.4   202.8   247.5   268.8   283.5   299.7   320.2   354.2   457.5   747.4  1868.0  56921.4    56902
read      209.2   116.9    59.1   101.1   110.5   184.3   234.0   264.0   284.3   306.7   333.8   373.3   519.3   987.9  2585.2 102208.3   102243
read      198.5    72.7    63.8   110.2   125.5   192.5   214.0   227.7   237.8   250.9   269.3   299.6   373.9   581.6  2508.2  14120.7    14085
read      211.2   116.6    59.1   101.2   110.7   186.7   239.1   268.5   288.1   309.8   336.2   375.0   518.9   916.2  3089.0  93980.2    94103
read      212.7   105.0    59.1   102.3   112.2   201.7   246.0   267.2   281.9   298.2   319.4   354.7   467.7   823.0  3022.8  58245.7    58175
read      210.4   113.9    59.1   107.8   119.0   188.9   228.0   252.0   270.1   291.8   319.1   363.7   507.4  1385.4  3306.1 151421.9   151312
read      212.1   106.7    63.8   101.6   111.0   190.4   243.7   271.5   289.7   309.9   334.7   372.0   500.0   872.4  2537.8  83325.8    83333
read      209.7   109.7    59.1   110.6   122.4   191.1   227.8   250.3   267.5   288.0   314.4   356.6   476.6  1024.3  3070.3 165193.0   165153
read      198.7   118.2    59.1   100.3   109.7   175.9   218.2   245.6   265.4   287.5   313.7   351.6   460.9   884.2  4100.6 123911.1   123975
read      214.0    81.1    63.8   111.0   125.1   210.9   239.7   254.7   266.5   279.6   296.6   325.6   401.8   578.7  2107.0  28414.7    28449
read      198.7    73.1    68.9   109.4   125.4   193.2   214.9   228.5   238.4   251.1   269.0   297.2   370.9   560.6  2572.5  14901.9    14903
read      211.3    88.7    63.8   108.2   119.3   207.8   238.5   254.6   266.8   280.6   298.0   327.2   398.6   586.1  3865.7  31193.8    31189
read      210.7    81.1    63.8   105.6   115.8   208.5   243.4   260.6   272.6   287.2   305.2   333.1   396.4   538.2  1687.2  40737.8    40636
read      208.1   112.5    63.8    99.7   108.9   188.4   240.7   266.7   283.8   302.8   326.1   364.0   469.1   779.8  3456.6  80430.9    80574
read      200.9    92.4    54.7   108.9   119.9   184.1   218.4   239.5   255.9   275.2   300.8   339.8   437.5   799.2  2351.8 168989.3   168820
read      202.1   117.8    59.1   107.1   118.1   183.2   218.6   240.7   257.7   277.6   303.5   341.8   445.2  1218.5  2961.6 162797.6   162621
read      208.5   129.4    63.8    99.2   108.4   181.1   231.3   260.9   280.7   302.9   330.3   373.5   536.7  1615.9  3450.5 101715.5   101621
read      214.9   150.9    63.8   101.3   110.9   202.7   248.5   270.3   285.5   302.8   324.7   361.4   464.5  1143.4  3829.2  58665.1    58592
read      204.7   158.8    59.1   103.9   114.3   179.8   217.4   240.7   258.5   279.4   306.0   345.0   485.5  2632.2  4624.0 153158.8   153042
read      199.1   115.5    59.1    98.8   108.0   174.9   219.9   248.5   268.5   290.3   315.7   353.0   465.1  1176.2  3738.8 112231.3   112238
read      208.9   144.5    63.8   107.9   119.1   186.4   223.3   245.8   263.0   283.2   309.5   349.3   490.6  2010.3  4962.6 160524.5   160265
read      209.0   104.1    59.1   101.7   111.6   200.4   242.8   263.0   276.2   291.9   311.4   340.6   418.1   959.3  4109.9  56941.4    57109
read      201.2   103.0    59.1    98.1   106.9   181.3   231.7   258.5   275.5   294.4   316.8   350.3   439.9   732.5  3389.2  88713.0    88551
read      183.9    68.5    63.8   109.6   122.4   180.5   197.4   207.6   215.5   225.7   238.8   264.0   320.5   510.9  2454.3   8346.6     8385
read      214.4   101.4    63.8   108.1   119.8   210.5   241.5   257.8   269.8   284.1   301.8   330.3   405.1  1202.9  3150.5  34045.5    34088
read      203.6   131.0    59.1   100.2   109.5   177.5   222.4   250.6   270.6   292.7   318.9   359.5   510.5  1577.2  4019.2 113652.0   113600
read      193.3   102.1    59.1   100.1   109.4   173.1   212.8   238.0   257.1   278.3   303.2   337.6   408.9   943.7  3069.7 131969.5   131842
read      191.9    90.0    54.7    98.0   106.7   173.2   216.8   243.7   262.0   281.3   303.7   334.6   396.0   525.8  2212.9 112029.3   112066
read      201.4    84.8    54.7    99.9   109.6   190.2   235.7   257.1   270.7   286.2   304.8   332.2   392.8   709.1  2083.4  72565.8    72585
read      188.4    87.6    59.1    99.2   108.1   169.8   208.3   233.3   252.4   273.3   297.0   330.0   392.3   505.9  2892.5 133713.8   133669
read      194.6    78.1    54.7   113.0   129.3   190.3   209.8   221.2   230.2   241.0   255.0   281.8   345.0   507.8  3890.1  11805.9    11820
read      194.6    73.8    63.8   114.1   131.0   191.4   210.6   221.6   230.1   240.1   253.8   278.0   330.8   468.4  2737.7  12650.4    12639
read      193.4    93.9    54.7    98.3   107.2   173.1   216.2   243.3   262.5   283.0   306.9   340.3   414.1   673.9  1891.9 118526.5   118548
read      192.2    83.4    59.1   104.8   115.0   176.4   210.1   231.2   247.7   267.4   291.8   326.4   396.7   565.0  2170.4 165804.9   165754
read      198.0    85.8    54.7    98.3   107.4   182.9   230.3   254.5   269.8   286.5   306.4   335.5   398.0   660.9  1697.5  86767.1    86823
read      199.3   168.3    63.8   113.8   129.6   196.2   217.1   228.9   236.5   247.8   261.8   285.0   335.3   462.2  3785.0  16850.9    16898
read      190.5    84.7    59.1    98.4   107.2   171.4   212.7   238.8   257.9   278.3   301.8   334.7   399.1   528.4  2383.5 123107.5   123124

Total QPS = 95088.9 (91285360 / 960.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 22547483179 bytes :   22.4 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.87%,38.69%,100.00%
Timestamp end: 1747326669319
