Timestamp start: 1747325705952
Random waveform, supplied seed
Total number of intervals = 96 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124)
Average QPS expected = 95088
Timestamp start: 1747325707459
Timestamp end: 1747326667692

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      196.4    70.6    68.9   111.0   124.2   190.6   209.3   220.7   230.9   244.2   263.6   295.8   383.1   712.7  2306.0   8188.4     8195
read      210.0   120.9    59.1   107.7   118.9   186.8   225.1   249.2   267.7   290.2   318.9   367.2   542.9  1360.5  3754.2 158283.8   158594
read      219.0   129.1    63.8   107.7   119.0   190.7   232.2   259.0   279.2   304.1   337.5   398.1   661.3  1468.4  2844.5 149713.1   149766
read      200.2    91.9    68.9   111.7   126.4   191.3   211.4   224.4   234.8   249.8   270.2   308.2   417.8   965.0  2694.9  10371.2    10382
read      214.9   125.6    59.1   112.1   124.6   193.9   230.1   252.4   269.5   290.5   318.1   366.3   542.4  1423.9  3490.1 170192.1   170548
read      205.1   112.6    59.1   105.1   115.7   182.4   220.8   245.7   264.7   287.2   315.5   360.2   515.5  1191.7  3175.0 150738.6   150565
read      205.0   121.2    54.7   103.0   113.0   180.3   221.2   247.9   267.8   291.1   319.4   364.8   533.3  1300.1  2747.2 137400.6   137144
read      207.1   117.9    59.1   104.5   114.9   182.8   223.2   249.3   268.9   291.9   320.3   366.1   534.4  1371.2  2865.4 143746.9   143496
read      203.1   112.6    59.1   103.9   114.2   180.6   219.8   245.4   264.7   287.3   315.0   357.2   488.3  1211.2  3096.2 144774.5   144743
read      205.2   119.3    54.7   100.7   110.1   179.6   225.4   254.6   275.2   298.8   326.9   369.7   524.0  1063.6  2624.9 116747.4   116745
