Timestamp start: 1747264744181
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      242.5   167.7    68.9   105.5   117.6   226.1   281.3   309.3   329.6   352.7   381.6   424.8   532.4  1008.5  9877.1  59979.8    60000  1747264819547  1747264824744
read      234.6   106.4    68.9   104.7   116.3   218.2   273.4   301.5   321.7   345.4   374.3   416.6   506.5   746.0  2046.0  64981.0    65000  1747264826249  1747264831447
read      233.8   114.9    63.8   104.2   115.8   215.2   271.1   300.8   322.3   347.1   377.0   420.3   506.0   732.5  2854.2  69737.9    70000  1747264832950  1747264838146
read      237.6   127.7    63.8   104.9   117.3   218.7   275.3   306.1   328.3   353.6   383.3   425.7   514.1   721.6  2940.0  74857.2    75000  1747264839651  1747264844850
read      233.3   166.3    63.8   103.3   115.2   212.3   267.6   297.9   320.8   346.7   377.4   421.0   505.4   701.9 11070.0  80054.2    80000  1747264846354  1747264851551
read      234.9   110.4    68.9   104.7   117.2   214.8   269.6   300.4   323.3   350.0   381.5   425.8   515.3   736.2  1873.1  85098.8    85000  1747264853056  1747264858254
read      237.3   114.5    63.8   104.3   117.1   215.1   270.7   302.7   326.6   353.7   386.5   432.8   541.4   910.8  2144.5  90142.6    90000  1747264859758  1747264864955
read      245.4   118.2    68.9   109.1   123.4   225.8   280.9   312.0   335.2   361.7   393.4   436.9   534.8   774.5  3208.3  95198.2    95000  1747264866459  1747264871660
read      247.6   110.5    63.8   111.2   126.2   229.6   284.3   315.0   337.7   363.5   394.6   437.5   527.1   708.1  2632.2  99954.6   100000  1747264873165  1747264878363
read      252.3   121.3    63.8   113.1   128.4   230.4   286.0   317.8   341.2   368.2   401.4   452.7   583.2  1018.7  2261.6 105080.3   105000  1747264879867  1747264885066
read      254.5   191.7    63.8   114.4   130.7   232.5   287.3   318.7   341.4   367.6   399.5   448.7   562.1   846.6 11187.3 109937.3   110000  1747264886572  1747264891774
read      283.4   121.3    68.9   126.7   146.5   266.7   321.8   353.5   375.9   402.3   436.9   498.1   644.6   820.4  1376.8 114920.2   115000  1747264893278  1747264898476
read      552.6   207.3    86.8   327.2   362.2   485.2   564.9   678.8   751.3   810.4   864.7   929.7  1046.4  1332.0  5005.0 115959.6   120000  1747264899980  1747264905179
read      438.0   211.5    68.9   158.4   195.9   408.2   469.6   516.2   576.0   681.3   770.4   854.8   982.2  1169.1  3369.0 121531.8   125000  1747264906683  1747264911884
read      535.3   195.0   101.3   322.3   352.7   465.2   547.3   675.4   738.5   788.0   837.0   896.0   998.9  1188.0  3747.0 120658.8   130000  1747264913389  1747264918593
read      468.8   196.5    74.4   243.8   281.7   418.0   504.5   583.4   635.2   685.6   737.2   800.0   920.6  1305.9  4663.0 131384.6   135000  1747264920096  1747264925297
read      540.2   205.8    80.4   312.0   347.3   476.2   570.1   673.8   731.8   784.7   838.8   905.8  1014.6  1334.5  4624.6 119786.2   140000  1747264926800  1747264931998
read      509.8   186.2    93.8   298.3   327.4   445.2   542.9   648.4   700.3   744.9   793.2   856.1   968.2  1173.6  2351.0 126809.2   145000  1747264933503  1747264938702
read      502.4   196.3    93.8   285.7   318.2   436.2   547.5   643.4   689.8   731.7   777.2   836.3   941.3  1319.6  4359.3 128468.4   150000  1747264940206  1747264945405
read      483.4   188.6    80.4   269.7   300.6   428.7   535.8   608.5   651.4   693.1   739.1   802.5   939.5  1185.7  4320.4 133416.6   155000  1747264946908  1747264952106
read      515.9   202.0    93.8   293.6   327.0   460.3   556.4   642.2   693.7   741.5   793.6   858.5   973.0  1172.3  3098.3 125415.2   160000  1747264953610  1747264958810
read      477.2   176.2    86.8   271.2   301.8   418.9   529.5   609.9   652.5   691.7   732.8   788.0   891.1  1137.2  3152.6 135319.8   165000  1747264960315  1747264965518
read      568.2   227.7    86.8   337.3   373.5   501.1   575.4   677.6   761.6   828.4   889.8   961.0  1082.5  1660.7  7006.4 114135.5   170000  1747264967023  1747264972222
read      525.9   213.3    74.4   308.4   341.5   457.9   546.9   668.7   725.8   773.6   820.4   874.4   982.7  1169.2  4888.2 123069.1   175000  1747264973728  1747264978927
read      484.7   200.9    80.4   275.9   306.0   424.2   525.6   613.1   660.3   703.9   746.8   803.8   922.9  1297.5  6019.2 133391.7   180000  1747264980432  1747264985631
read      452.9   189.4    86.8   251.2   279.4   395.8   523.6   586.5   619.2   651.5   685.5   734.4   841.7  1147.6  5006.5 142452.6   185000  1747264987137  1747264992336
read      522.3   208.5    80.4   302.8   334.8   460.9   548.6   649.8   708.4   759.8   810.9   875.1   992.0  1164.9  4984.3 123908.0   190000  1747264993842  1747264999041
read      488.8   196.8    80.4   279.3   309.6   422.0   539.5   632.0   675.4   714.8   753.8   804.1   914.3  1271.5  5087.0 132207.1   195000  1747265000546  1747265005751
read      472.5   181.6    93.8   271.3   299.3   405.4   539.6   617.6   654.6   687.6   724.6   774.0   868.2  1087.8  4137.2 136752.7   200000  1747265007256  1747265012457
read      558.4   204.3    86.8   325.6   359.1   494.4   583.1   688.6   755.2   813.8   870.3   939.6  1069.9  1273.2  3797.6 115989.4   205000  1747265013961  1747265019160
read      563.3   216.0    93.8   331.2   365.7   494.4   582.5   698.3   766.0   824.3   879.9   943.4  1067.2  1391.8  6053.6 115030.0   210000  1747265020666  1747265025869
read      511.5   195.1    80.4   297.4   329.7   442.8   539.5   652.2   707.5   753.9   797.8   855.5   965.2  1272.1  4338.7 126483.3   215000  1747265027374  1747265032574
read      528.4   199.9    74.4   307.9   340.2   461.8   551.1   665.5   723.3   774.2   825.6   888.2  1003.1  1309.8  4158.9 122493.9   220000  1747265034079  1747265039283
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.37%,50.00%,100.00%
Timestamp end: 1747265039599
